FusionName	Fusion_Type	Gene_Symbol	Gene_Position	Fusion_anno	BreakpointLocation	annots	Kinase_domain_retained_Gene1A	Kinase_domain_retained_Gene1B	Reciprocal_exists_either_gene_kinase	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Total_alterations_Over_Patients_in_dataset	Frequency_in_overall_dataset	Total_primary_tumors_mutated_Over_Primary_tumors_in_dataset	Frequency_in_primary_tumors	Total_relapse_tumors_mutated_Over_Relapse_tumors_in_dataset	Frequency_in_relapse_tumors
HIVEP3--CACNA1I/ENTHD1	other	HIVEP3	Gene1A		Intergenic	[], translocation			FALSE	TumorSuppressorGene, Oncogene, TranscriptionFactor				1/3	33.33%	0/3	0.00%	0/1	0.00%
WBP1L--HIVEP3	frameshift	WBP1L	Gene1A		Genic	[INTERCHROMOSOMAL[chr10--chr1]], translocation			FALSE		TumorSuppressorGene, Oncogene, TranscriptionFactor			1/3	33.33%	0/3	0.00%	0/1	0.00%
AUTS2--ZNF268	frameshift	AUTS2	Gene1A		Genic	[INTERCHROMOSOMAL[chr7--chr12]], translocation			FALSE		TranscriptionFactor			1/3	33.33%	0/3	0.00%	0/1	0.00%
PTK2--AARD/SLC30A8	frameshift	PTK2	Gene1A		Intergenic	[], deletion	No		FALSE	Kinase				1/3	33.33%	0/3	0.00%	0/1	0.00%
RNF213--HSPG2	frameshift	RNF213	Gene1A		Genic	[INTERCHROMOSOMAL[chr17--chr1]], translocation			FALSE	CosmicCensus, Oncogene	Oncogene			1/3	33.33%	0/3	0.00%	0/1	0.00%
NR6A1--DENND1A	frameshift	DENND1A	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:0.59Mb]], inversion/5'-5'			FALSE	TranscriptionFactor				1/3	33.33%	0/3	0.00%	0/1	0.00%
TFAP4/GLIS2--SH3GLB2	other	SH3GLB2	Gene1B		Intergenic	[], translocation			FALSE	Oncogene, TranscriptionFactor				1/3	33.33%	0/3	0.00%	0/1	0.00%
ADCY9--CA5B	frameshift	CA5B	Gene1B		Genic	[INTERCHROMOSOMAL[chr16--chrX]], translocation			FALSE					1/3	33.33%	0/3	0.00%	0/1	0.00%
DENND1A--TFAP4	frameshift	TFAP4	Gene1B		Genic	[INTERCHROMOSOMAL[chr9--chr16]], translocation			FALSE		Oncogene, TranscriptionFactor			1/3	33.33%	0/3	0.00%	0/1	0.00%
TTF1--NUP188	other	NUP188	Gene1B		Genic	[INTRACHROMOSOMAL[chr9:3.37Mb]], inversion			FALSE	TumorSuppressorGene, TranscriptionFactor				1/3	33.33%	0/3	0.00%	0/1	0.00%
VTI1A--CHST15/OAT	frameshift	CHST15	Gene1B		Intergenic	[], deletion			FALSE	CosmicCensus, Oncogene				1/3	33.33%	0/3	0.00%	0/1	0.00%
BCR--MKL1	frameshift	MKL1	Gene1B		Genic	[INTRACHROMOSOMAL[chr22:17.09Mb]], deletion/5'-5'			FALSE	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene	Oncogene			1/3	33.33%	0/3	0.00%	0/1	0.00%
HIVEP3--CACNA1I/ENTHD1	other	CACNA1I	Gene1B		Intergenic	[], translocation			FALSE	TumorSuppressorGene, Oncogene, TranscriptionFactor				1/3	33.33%	0/3	0.00%	0/1	0.00%
WBP1L--HIVEP3	frameshift	HIVEP3	Gene1B		Genic	[INTERCHROMOSOMAL[chr10--chr1]], translocation			FALSE		TumorSuppressorGene, Oncogene, TranscriptionFactor			1/3	33.33%	0/3	0.00%	0/1	0.00%
AUTS2--ZNF268	frameshift	ZNF268	Gene1B		Genic	[INTERCHROMOSOMAL[chr7--chr12]], translocation			FALSE		TranscriptionFactor			1/3	33.33%	0/3	0.00%	0/1	0.00%
PTK2--AARD/SLC30A8	frameshift	AARD	Gene1B		Intergenic	[], deletion	No		FALSE	Kinase				1/3	33.33%	0/3	0.00%	0/1	0.00%
RNF213--HSPG2	frameshift	HSPG2	Gene1B		Genic	[INTERCHROMOSOMAL[chr17--chr1]], translocation			FALSE	CosmicCensus, Oncogene	Oncogene			1/3	33.33%	0/3	0.00%	0/1	0.00%
VTI1A--CHST15/OAT	frameshift	OAT	Gene2B		Intergenic	[], deletion			FALSE	CosmicCensus, Oncogene				1/3	33.33%	0/3	0.00%	0/1	0.00%
HIVEP3--CACNA1I/ENTHD1	other	ENTHD1	Gene2B		Intergenic	[], translocation			FALSE	TumorSuppressorGene, Oncogene, TranscriptionFactor				1/3	33.33%	0/3	0.00%	0/1	0.00%
PTK2--AARD/SLC30A8	frameshift	SLC30A8	Gene2B		Intergenic	[], deletion	No		FALSE	Kinase				1/3	33.33%	0/3	0.00%	0/1	0.00%
RNU6-25P--RMRP	other	RNU6-25P	Gene1A		Genic	[INTERCHROMOSOMAL[chr3--chr9]], translocation			FALSE		Oncogene			1/4	25.00%	0/3	0.00%	0/0	
AL627309.5/FO538757.2--MUC17	other	AL627309.5	Gene1A		Intergenic	[], translocation			FALSE		Oncogene			1/4	25.00%	0/3	0.00%	0/0	
RXRA--EPHB2	frameshift	RXRA	Gene1A		Genic	[INTERCHROMOSOMAL[chr9--chr1]], translocation/5'-5'		No	FALSE	TranscriptionFactor	Kinase, TumorSuppressorGene, Kinase			1/4	25.00%	0/3	0.00%	0/0	
RNU6-25P--RMRP	other	RMRP	Gene1B		Genic	[INTERCHROMOSOMAL[chr3--chr9]], translocation			FALSE		Oncogene			1/4	25.00%	0/3	0.00%	0/0	
AL627309.5/FO538757.2--MUC17	other	MUC17	Gene1B		Intergenic	[], translocation			FALSE		Oncogene			1/4	25.00%	0/3	0.00%	0/0	
RXRA--EPHB2	frameshift	EPHB2	Gene1B		Genic	[INTERCHROMOSOMAL[chr9--chr1]], translocation/5'-5'		No	FALSE	TranscriptionFactor	Kinase, TumorSuppressorGene, Kinase			1/4	25.00%	0/3	0.00%	0/0	
LMNTD1--LMNTD1	frameshift	LMNTD1	Gene1A		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr12:0.24Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene	TumorSuppressorGene			1/16	6.25%	0/13	0.00%	0/1	0.00%
RN7SL2--RMRP	other	RN7SL2	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr9]]			FALSE		Oncogene			1/16	6.25%	0/13	0.00%	0/1	0.00%
ECT2L--ECT2L	frameshift	ECT2L	Gene1A		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr6:0.11Mb]], duplication/non-canonical_splicing			FALSE	CosmicCensus	CosmicCensus			1/16	6.25%	0/13	0.00%	0/1	0.00%
PRDM16--SPAG16	other	PRDM16	Gene1A		Genic	[INTERCHROMOSOMAL[chr1--chr2]], translocation			FALSE	CosmicCensus, Oncogene, TranscriptionFactor				1/16	6.25%	0/13	0.00%	0/1	0.00%
PDZRN3--HMGB1	other	PDZRN3	Gene1A		Genic	[INTERCHROMOSOMAL[chr3--chr13]], translocation/3'-3'			FALSE		Oncogene			1/16	6.25%	0/13	0.00%	0/1	0.00%
NEK5--AC090001.1	other	NEK5	Gene1A		Genic	[INTERCHROMOSOMAL[chr13--chr12]], translocation	No		FALSE	Kinase, Kinase				2/16	12.50%	0/13	0.00%	0/1	0.00%
FBXL13--FBXL13	in-frame	FBXL13	Gene1A		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr7:0.26Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene	TumorSuppressorGene			1/16	6.25%	0/13	0.00%	0/1	0.00%
NEK5--AC090001.1	frameshift	NEK5	Gene1A		Genic	[INTERCHROMOSOMAL[chr13--chr12]], translocation	No		FALSE	Kinase, Kinase				2/16	12.50%	0/13	0.00%	0/1	0.00%
SLC9A8--ABCB5	frameshift	SLC9A8	Gene1A		Genic	[INTERCHROMOSOMAL[chr20--chr7]], translocation/5'-5'			FALSE		Oncogene			1/16	6.25%	0/13	0.00%	0/1	0.00%
MFHAS1--PRAG1	frameshift	MFHAS1	Gene1A		Genic	[INTRACHROMOSOMAL[chr8:0.40Mb]], deletion		No	FALSE	Oncogene	Kinase			1/16	6.25%	0/13	0.00%	0/1	0.00%
STXBP1--RREB1	frameshift	STXBP1	Gene1A		Genic	[INTERCHROMOSOMAL[chr9--chr6]], translocation			FALSE		Oncogene, TranscriptionFactor			1/16	6.25%	0/13	0.00%	0/1	0.00%
LMNTD1--LMNTD1	frameshift	LMNTD1	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr12:0.24Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene	TumorSuppressorGene			1/16	6.25%	0/13	0.00%	0/1	0.00%
RN7SL2--RMRP	other	RMRP	Gene1B		Genic	[INTERCHROMOSOMAL[chr14--chr9]]			FALSE		Oncogene			1/16	6.25%	0/13	0.00%	0/1	0.00%
ECT2L--ECT2L	frameshift	ECT2L	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr6:0.11Mb]], duplication/non-canonical_splicing			FALSE	CosmicCensus	CosmicCensus			1/16	6.25%	0/13	0.00%	0/1	0.00%
PRDM16--SPAG16	other	SPAG16	Gene1B		Genic	[INTERCHROMOSOMAL[chr1--chr2]], translocation			FALSE	CosmicCensus, Oncogene, TranscriptionFactor				1/16	6.25%	0/13	0.00%	0/1	0.00%
PDZRN3--HMGB1	other	HMGB1	Gene1B		Genic	[INTERCHROMOSOMAL[chr3--chr13]], translocation/3'-3'			FALSE		Oncogene			1/16	6.25%	0/13	0.00%	0/1	0.00%
NEK5--AC090001.1	other	AC090001.1	Gene1B		Genic	[INTERCHROMOSOMAL[chr13--chr12]], translocation	No		FALSE	Kinase, Kinase				2/16	12.50%	0/13	0.00%	0/1	0.00%
FBXL13--FBXL13	in-frame	FBXL13	Gene1B		Intragenic	[SELFIE, INTRACHROMOSOMAL[chr7:0.26Mb]], duplication/non-canonical_splicing			FALSE	TumorSuppressorGene	TumorSuppressorGene			1/16	6.25%	0/13	0.00%	0/1	0.00%
NEK5--AC090001.1	frameshift	AC090001.1	Gene1B		Genic	[INTERCHROMOSOMAL[chr13--chr12]], translocation	No		FALSE	Kinase, Kinase				2/16	12.50%	0/13	0.00%	0/1	0.00%
SLC9A8--ABCB5	frameshift	ABCB5	Gene1B		Genic	[INTERCHROMOSOMAL[chr20--chr7]], translocation/5'-5'			FALSE		Oncogene			1/16	6.25%	0/13	0.00%	0/1	0.00%
MFHAS1--PRAG1	frameshift	PRAG1	Gene1B		Genic	[INTRACHROMOSOMAL[chr8:0.40Mb]], deletion		No	FALSE	Oncogene	Kinase			1/16	6.25%	0/13	0.00%	0/1	0.00%
STXBP1--RREB1	frameshift	RREB1	Gene1B		Genic	[INTERCHROMOSOMAL[chr9--chr6]], translocation			FALSE		Oncogene, TranscriptionFactor			1/16	6.25%	0/13	0.00%	0/1	0.00%
C11orf95--RELA	in-frame	C11orf95	Gene1A		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]], duplication			FALSE		Oncogene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
OPCML--ADGRL1	in-frame	OPCML	Gene1A		Genic	[INTERCHROMOSOMAL[chr11--chr19]], translocation			FALSE	TumorSuppressorGene, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
AFDN--SMTN	in-frame	AFDN	Gene1A		Genic	[INTERCHROMOSOMAL[chr6--chr22]], translocation			FALSE	CosmicCensus, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
AFDN--SMTN	other	AFDN	Gene1A		Genic	[INTERCHROMOSOMAL[chr6--chr22]], translocation			FALSE	CosmicCensus, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
EWSR1--PLAGL1	frameshift	EWSR1	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr6]], translocation			FALSE	CosmicCensus, Oncogene	TumorSuppressorGene, Oncogene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
EWSR1--PLAGL1	in-frame	EWSR1	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr6]], translocation			FALSE	CosmicCensus, Oncogene	TumorSuppressorGene, Oncogene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
EWSR1--PLAGL1	other	EWSR1	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr6]], translocation			FALSE	CosmicCensus, Oncogene	TumorSuppressorGene, Oncogene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
GNB1L--NF2	in-frame	GNB1L	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:9.75Mb]], inversion			FALSE		TumorSuppressorGene, CosmicCensus, Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
IGF2R--AL133456.1/AL121885.2	frameshift	IGF2R	Gene1A		Intergenic	[], translocation			FALSE	TumorSuppressorGene, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
LARGE1--ZNRF3	other	LARGE1	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:4.10Mb]], inversion			FALSE		CosmicCensus			1/14	7.14%	0/7	0.00%	0/3	0.00%
LPA--QKI	frameshift	LPA	Gene1A		Genic	[INTRACHROMOSOMAL[chr6:2.75Mb]], inversion			FALSE		TumorSuppressorGene, CosmicCensus			1/14	7.14%	0/7	0.00%	0/3	0.00%
LPA--QKI	in-frame	LPA	Gene1A		Genic	[INTRACHROMOSOMAL[chr6:2.75Mb]], inversion			FALSE		TumorSuppressorGene, CosmicCensus			1/14	7.14%	0/7	0.00%	0/3	0.00%
NF2--AL031587.6	other	NF2	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:8.25Mb]]			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
NF2--MAPK8IP2/ARSA	other	NF2	Gene1A		Intergenic	[], deletion			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
NF2--POLR2F	frameshift	NF2	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:8.25Mb]], deletion			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
QKI--LPA	frameshift	QKI	Gene1A		Genic	[INTRACHROMOSOMAL[chr6:2.75Mb]], inversion			FALSE	TumorSuppressorGene, CosmicCensus				1/14	7.14%	0/7	0.00%	0/3	0.00%
RBFOX2--IGL-@	other	RBFOX2	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:12.82Mb]]			FALSE		Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
RBFOX2--IGL@	other	RBFOX2	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:12.82Mb]]			FALSE		Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
RBFOX2--IGLC2	frameshift	RBFOX2	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:12.84Mb]], inversion			FALSE					1/14	7.14%	0/7	0.00%	0/3	0.00%
TEF/AL008582.1--CCDC134	other	TEF	Gene1A		Intergenic	[], deletion			FALSE	TranscriptionFactor				1/14	7.14%	0/7	0.00%	0/3	0.00%
ZBED4/ALG12--LPA	other	ZBED4	Gene1A		Intergenic	[], translocation			FALSE	TranscriptionFactor				1/14	7.14%	0/7	0.00%	0/3	0.00%
PTPRZ1--MET	in-frame	PTPRZ1	Gene1A	TCGAFusion	Genic	[ChimerPub, FA_CancerSupp, ChimerSeq, INTRACHROMOSOMAL[chr7:5.07Mb]], duplication		Yes	TRUE		Kinase, CosmicCensus, Oncogene, Kinase			1/14	7.14%	0/7	0.00%	0/3	0.00%
PTPRZ1--MET	frameshift	PTPRZ1	Gene1A	TCGAFusion	Genic	[ChimerPub, FA_CancerSupp, ChimerSeq, INTRACHROMOSOMAL[chr7:5.07Mb]], duplication		No	FALSE		Kinase, CosmicCensus, Oncogene, Kinase			1/14	7.14%	0/7	0.00%	0/3	0.00%
PTPRZ1--MET	in-frame	PTPRZ1	Gene1A	TCGAFusion	Genic	[ChimerPub, FA_CancerSupp, ChimerSeq, INTRACHROMOSOMAL[chr7:5.07Mb]], duplication		Yes	FALSE		Kinase, CosmicCensus, Oncogene, Kinase			1/14	7.14%	0/7	0.00%	0/3	0.00%
ARHGEF12--ETS1	frameshift	ARHGEF12	Gene1A		Genic	[INTRACHROMOSOMAL[chr11:7.97Mb]], inversion			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene	Oncogene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
AC092747.1/STK38L--MED21	other	AC092747.1	Gene1A		Intergenic	[], duplication			FALSE					1/14	7.14%	0/7	0.00%	0/3	0.00%
C12orf4--SOX5/MIR920	frameshift	C12orf4	Gene1A		Intergenic	[], inversion			FALSE		Oncogene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
DENND5B--KRAS	in-frame	DENND5B	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:6.13Mb]], deletion			FALSE		CosmicCensus, Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
ERBB3--GALNT8	frameshift	ERBB3	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:51.23Mb]], duplication	No		TRUE	Kinase, CosmicCensus, Oncogene, Kinase				1/14	7.14%	0/7	0.00%	0/3	0.00%
GALNT8--ERBB3	frameshift	GALNT8	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:51.23Mb]], deletion		No	TRUE		Kinase, CosmicCensus, Oncogene, Kinase			1/14	7.14%	0/7	0.00%	0/3	0.00%
MYT1L--IAH1	other	MYT1L	Gene1A		Genic	[INTRACHROMOSOMAL[chr2:7.14Mb]], inversion			FALSE	TranscriptionFactor				1/14	7.14%	0/7	0.00%	0/3	0.00%
OSBPL7--HNF4G	frameshift	OSBPL7	Gene1A		Genic	[INTERCHROMOSOMAL[chr17--chr8]], translocation/5'-5'			FALSE		TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
PRKCZ--HP1BP3	frameshift	PRKCZ	Gene1A		Genic	[INTRACHROMOSOMAL[chr1:18.56Mb]], inversion	No		FALSE	Kinase				1/14	7.14%	0/7	0.00%	0/3	0.00%
PRKCZ--HP1BP3	frameshift	PRKCZ	Gene1A		Genic	[INTRACHROMOSOMAL[chr1:18.56Mb]], inversion	Yes		FALSE	Kinase				1/14	7.14%	0/7	0.00%	0/3	0.00%
SLC16A7--KNTC1	in-frame	SLC16A7	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:62.74Mb]], deletion			FALSE					1/14	7.14%	0/7	0.00%	0/3	0.00%
SLC16A7--KNTC1	frameshift	SLC16A7	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:62.74Mb]], deletion			FALSE					1/14	7.14%	0/7	0.00%	0/3	0.00%
ZNF10--ANHX	other	ZNF10	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:0.06Mb], LOCAL_INVERSION:+:-:[58847]], inversion			FALSE	TranscriptionFactor	TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
ZNF10--Y_RNA	other	ZNF10	Gene1A		Genic	[], inversion			FALSE	TranscriptionFactor				1/14	7.14%	0/7	0.00%	0/3	0.00%
BMI1--RNU6-413P/ARMC3	frameshift	BMI1	Gene1A		Intergenic	[], deletion			FALSE	Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
C11orf95--RELA	frameshift	C11orf95	Gene1A		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]], duplication			FALSE		Oncogene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
C11orf95--RELA	other	C11orf95	Gene1A		Genic	[INTRACHROMOSOMAL[chr11:1.88Mb]]			FALSE		Oncogene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
AL691447.2--ZNF782	other	AL691447.2	Gene1A		Genic	[INTRACHROMOSOMAL[chr9:2.46Mb]], inversion			FALSE		TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
ARSA--NF2	frameshift	ARSA	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:20.92Mb]], deletion/5'-5'			FALSE		TumorSuppressorGene, CosmicCensus, Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
CHEK2--NF2	frameshift	CHEK2	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:0.86Mb]], inversion	No		FALSE	TumorSuppressorGene, CosmicCensus, Oncogene, Kinase	TumorSuppressorGene, CosmicCensus, Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
CHEK2--NF2	other	CHEK2	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:0.86Mb]], inversion	No		FALSE	TumorSuppressorGene, CosmicCensus, Oncogene, Kinase	TumorSuppressorGene, CosmicCensus, Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
CLTCL1--T	frameshift	CLTCL1	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr6]], translocation/5'-5'			FALSE	CosmicCensus, Oncogene	TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
CR381572.2/CR381572.1--MYO18B	other	CR381572.2	Gene1A		Intergenic	[], translocation			FALSE		TumorSuppressorGene			1/14	7.14%	0/7	0.00%	0/3	0.00%
GNAZ--MYO18B	other	GNAZ	Gene1A		Genic	[INTRACHROMOSOMAL[chr22:2.62Mb]], deletion			FALSE		TumorSuppressorGene			1/14	7.14%	0/7	0.00%	0/3	0.00%
HMGCR--SH3YL1	in-frame	HMGCR	Gene1A		Genic	[INTERCHROMOSOMAL[chr5--chr2]], translocation			FALSE	Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
LPAL2--QKI	other	LPAL2	Gene1A		Genic	[INTRACHROMOSOMAL[chr6:2.89Mb]], inversion			FALSE		TumorSuppressorGene, CosmicCensus			1/14	7.14%	0/7	0.00%	0/3	0.00%
MYO18B--LINC02560	frameshift	MYO18B	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr19]], translocation			FALSE	TumorSuppressorGene				1/14	7.14%	0/7	0.00%	0/3	0.00%
MYO18B--LINC02560	other	MYO18B	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr19]]			FALSE	TumorSuppressorGene				1/14	7.14%	0/7	0.00%	0/3	0.00%
NAT10/ABTB2--ABTB2	other	NAT10	Gene1A		Intergenic	[], duplication			FALSE		Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
NF2--MAPK8IP2/ARSA	frameshift	NF2	Gene1A		Intergenic	[], deletion			FALSE	TumorSuppressorGene, CosmicCensus, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
PARVB--MIR1202/SNORD28B	frameshift	PARVB	Gene1A		Intergenic	[], translocation			FALSE	Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
RNF225--MYO18B	other	RNF225	Gene1A		Genic	[INTERCHROMOSOMAL[chr19--chr22]], translocation			FALSE		TumorSuppressorGene			1/14	7.14%	0/7	0.00%	0/3	0.00%
RPS6KA2--LINC00207	frameshift	RPS6KA2	Gene1A		Genic	[INTERCHROMOSOMAL[chr6--chr22]], translocation	No		FALSE	TumorSuppressorGene, Kinase				1/14	7.14%	0/7	0.00%	0/3	0.00%
THOC5--WDR27	in-frame	THOC5	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr6]], translocation			FALSE	Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
ZBED4--LPA	other	ZBED4	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr6]], translocation			FALSE	TranscriptionFactor				1/14	7.14%	0/7	0.00%	0/3	0.00%
ZNF552--MLC1	other	ZNF552	Gene1A		Genic	[INTERCHROMOSOMAL[chr19--chr22]]			FALSE	TranscriptionFactor				1/14	7.14%	0/7	0.00%	0/3	0.00%
ZNF552--MLC1	frameshift	ZNF552	Gene1A		Genic	[INTERCHROMOSOMAL[chr19--chr22]], translocation			FALSE	TranscriptionFactor				1/14	7.14%	0/7	0.00%	0/3	0.00%
ZNF586--SMTN	in-frame	ZNF586	Gene1A		Genic	[INTERCHROMOSOMAL[chr19--chr22]], translocation			FALSE	TranscriptionFactor				1/14	7.14%	0/7	0.00%	0/3	0.00%
CXXC5--MN1	other	CXXC5	Gene1A		Genic	[INTERCHROMOSOMAL[chr5--chr22]], translocation			FALSE	TumorSuppressorGene, TranscriptionFactor	CosmicCensus, Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
MN1--AC008667.1	frameshift	MN1	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr5]], translocation			FALSE	CosmicCensus, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
MN1--CXXC5	in-frame	MN1	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr5]], translocation			FALSE	CosmicCensus, Oncogene	TumorSuppressorGene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
MN1--CXXC5	frameshift	MN1	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr5]], translocation			FALSE	CosmicCensus, Oncogene	TumorSuppressorGene, TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
MN1--PSD2	in-frame	MN1	Gene1A		Genic	[INTERCHROMOSOMAL[chr22--chr5]], translocation			FALSE	CosmicCensus, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
RN7SK--RMRP	other	RN7SK	Gene1A		Genic	[INTERCHROMOSOMAL[chr6--chr9]]			FALSE		Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
AL139099.5--IGF2	other	AL139099.5	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr11]]			FALSE		Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
RN7SL1--IGF2	other	RN7SL1	Gene1A		Genic	[INTERCHROMOSOMAL[chr14--chr11]]			FALSE		Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
AC026786.1--ANHX	other	AC026786.1	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:0.02Mb], LOCAL_INVERSION:+:-:[15943]], inversion			FALSE		TranscriptionFactor			1/14	7.14%	0/7	0.00%	0/3	0.00%
AL035413.1--RERE	other	AL035413.1	Gene1A		Genic	[INTRACHROMOSOMAL[chr1:10.39Mb]], inversion			FALSE		Oncogene			1/14	7.14%	0/7	0.00%	0/3	0.00%
FGF12--Y_RNA/AC026320.2	frameshift	FGF12	Gene1A		Intergenic	[], deletion			FALSE	Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
GALNT8--ERBB3	frameshift	GALNT8	Gene1A		Genic	[INTRACHROMOSOMAL[chr12:51.23Mb]], deletion		No	FALSE		Kinase, CosmicCensus, Oncogene, Kinase			1/14	7.14%	0/7	0.00%	0/3	0.00%
PDCD4--SMC3	frameshift	PDCD4	Gene1A		Genic	[INTRACHROMOSOMAL[chr10:0.27Mb]], duplication			FALSE	TumorSuppressorGene, Oncogene				1/14	7.14%	0/7	0.00%	0/3	0.00%
PRKCZ--HP1BP3	other	PRKCZ	Gene1A		Genic	[INTRACHROMOSOMAL[chr1:18.56Mb]], inversion	No		FALSE	Kinase				1/14	7.14%	0/7	0.00%	0/3	0.00%
PRKCZ--HP1BP3	other	PRKCZ	Gene1A		Genic	[INTRACHROMOSOMAL[chr1:18.56Mb]], inversion	Yes		FALSE	Kinase				1/14	7.14%	0/7	0.00%	0/3	0.00%
PTPRZ1--LINC01510/MET	frameshift	PTPRZ1	Gene1A		Intergenic	[], duplication			FALSE					1/14	7.14%	0/7	0.00%	0/3	0.00%
