LeftBreakpoint	RightBreakpoint	FusionName	Sample	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
6:146399699	6:146398769	GRM1--GRM1	BS_063ERW0R	ARRIBA	frameshift	21	0	low	[SELFIE,INTRACHROMOSOMAL[chr6:0.41Mb]],duplication/non-canonical_splicing	GRM1	NA	GRM1	NA	NA	NA	NA	NA	NA
15:34488963	15:34490796	HNRNPLP2--HNRNPLP2(225)/FSCN1P1(3624)	BS_063ERW0R	ARRIBA	other	9	0	low	[],duplication	HNRNPLP2	NA	HNRNPLP2	FSCN1P1	NA	NA	NA	NA	NA
2:162504443	2:162518158	KCNH7--KCNH7	BS_063ERW0R	ARRIBA	frameshift	2	2	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.47Mb]],duplication/non-canonical_splicing	KCNH7	NA	KCNH7	NA	NA	NA	NA	NA	NA
7:138861139	7:140787584	KIAA1549--BRAF	BS_063ERW0R	ARRIBA	in-frame	6	0	high	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
12:8238302	12:8208859	LINC02449--FAM66C	BS_063ERW0R	ARRIBA	other	3	0	medium	[INTRACHROMOSOMAL[chr12:0.02Mb],LOCAL_REARRANGEMENT:+:[19264]],duplication	LINC02449	NA	FAM66C	NA	NA	NA	NA	NA	NA
12:8235999	12:8215806	LINC02449--FAM66C	BS_063ERW0R	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr12:0.02Mb],LOCAL_REARRANGEMENT:+:[19264]],duplication	LINC02449	NA	FAM66C	NA	NA	NA	NA	NA	NA
X:11878018	X:12498680	MSL3(102265)/Y_RNA(176806)--FRMPD4	BS_063ERW0R	ARRIBA	other	2	0	high	[],deletion	MSL3	Y_RNA	FRMPD4	NA	NA	NA	NA	NA	NA
16:14932796	16:14766447	NPIPA1--AC136443.2	BS_063ERW0R	ARRIBA	other	12	0	low	[INTRACHROMOSOMAL[chr16:0.15Mb]],duplication/5'-5'	NPIPA1	NA	AC136443.2	NA	NA	NA	NA	NA	NA
17:74671658	17:73840329	RAB37--AC125421.2(4310)/AC137735.1(54420)	BS_063ERW0R	ARRIBA	frameshift	8	0	high	[],duplication	RAB37	NA	AC125421.2	AC137735.1	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_063ERW0R	ARRIBA	other	13	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
3:167554683	3:167633532	WDR49--WDR49	BS_063ERW0R	ARRIBA	frameshift	3	1	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.18Mb]],duplication/non-canonical_splicing	WDR49	NA	WDR49	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_06AMMCXR	ARRIBA	other	4	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_06AMMCXR	ARRIBA	other	4	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
10:4889923	10:4830675	AKR1C6P--AKR1E2	BS_06AMMCXR	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr10:0.02Mb],LOCAL_INVERSION:-:+:[23839]],duplication/3'-3'	AKR1C6P	NA	AKR1E2	NA	NA	NA	NA	NA	NA
2:26940172	2:26933258	DPYSL5--DPYSL5	BS_06AMMCXR	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.10Mb]],duplication/non-canonical_splicing	DPYSL5	NA	DPYSL5	NA	NA	NA	NA	NA	NA
7:138867975	7:140787584	KIAA1549--BRAF	BS_06AMMCXR	ARRIBA	in-frame	9	0	high	[Cosmic,ChimerPub,ChimerSeq,chimerdb_pubmed,ChimerKB,INTRACHROMOSOMAL[chr7:1.74Mb]],duplication	KIAA1549	NA	BRAF	NA	CosmicCensus, Oncogene	Kinase, CosmicCensus, Oncogene, Kinase	NA	NA	TCGAFusion
16:29082041	4:113174416	RRN3P2--ANK2	BS_06AMMCXR	ARRIBA	other	4	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
12:103965852	12:125316602	TDG--TMEM132B	BS_06AMMCXR	ARRIBA	other	8	0	medium	[INTRACHROMOSOMAL[chr12:21.20Mb]],inversion/3'-3'	TDG	NA	TMEM132B	NA	NA	NA	NA	NA	NA
19:53103265	19:53122743	ZNF160--ZNF415	BS_06AMMCXR	ARRIBA	other	6	0	medium	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr19:0.00Mb],LOCAL_REARRANGEMENT:-:[4443]],duplication	ZNF160	NA	ZNF415	NA	TranscriptionFactor	TranscriptionFactor	NA	NA	NA
19:53103265	19:53109908	ZNF160--ZNF415	BS_06AMMCXR	ARRIBA	other	3	0	medium	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr19:0.00Mb],LOCAL_REARRANGEMENT:-:[4443]],duplication	ZNF160	NA	ZNF415	NA	TranscriptionFactor	TranscriptionFactor	NA	NA	NA
19:53103265	19:53122616	ZNF160--ZNF415	BS_06AMMCXR	ARRIBA	other	1	0	low	[HGNC_GENEFAM,INTRACHROMOSOMAL[chr19:0.00Mb],LOCAL_REARRANGEMENT:-:[4443]],duplication	ZNF160	NA	ZNF415	NA	TranscriptionFactor	TranscriptionFactor	NA	NA	NA
14:75281146	4:38471747	FOS--LINC01258	BS_06XH7EVF	ARRIBA	frameshift	110	0	medium	[INTERCHROMOSOMAL[chr14--chr4]],translocation/5'-5'	FOS	NA	LINC01258	NA	Oncogene, TranscriptionFactor	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_07ANYSYQ	ARRIBA	other	5	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_07ANYSYQ	ARRIBA	other	5	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
5:90985522	5:90840578	ADGRV1--ADGRV1	BS_07ANYSYQ	ARRIBA	frameshift	15	0	low	[SELFIE,INTRACHROMOSOMAL[chr5:0.64Mb]],duplication/non-canonical_splicing	ADGRV1	NA	ADGRV1	NA	NA	NA	NA	NA	NA
1:210919640	1:210920069	AL590132.1--KCNH1	BS_07ANYSYQ	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211018864	1:211090690	AL590132.1--KCNH1	BS_07ANYSYQ	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211082780	1:211107377	AL590132.1--KCNH1	BS_07ANYSYQ	ARRIBA	frameshift	7	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
1:211103496	1:211107377	AL590132.1--KCNH1	BS_07ANYSYQ	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	AL590132.1	NA	KCNH1	NA	NA	Oncogene	NA	NA	NA
11:108347365	3:10329125	ATM--ATP2B2	BS_07ANYSYQ	ARRIBA	frameshift	7	0	high	[INTERCHROMOSOMAL[chr11--chr3]],translocation	ATM	NA	ATP2B2	NA	Kinase, TumorSuppressorGene, CosmicCensus, Oncogene, Kinase	NA	NA	NA	NA
11:63764518	11:65662076	C11orf95--RELA	BS_07ANYSYQ	ARRIBA	in-frame	136	3	high	[INTRACHROMOSOMAL[chr11:1.88Mb]],duplication	C11orf95	NA	RELA	NA	NA	Oncogene, TranscriptionFactor	NA	NA	NA
11:63764518	11:65662076	C11orf95--RELA	BS_07ANYSYQ	STARFUSION	in-frame	147	3	NA	[INTRACHROMOSOMAL[chr11:1.88Mb]]	C11orf95	NA	RELA	NA	NA	Oncogene, TranscriptionFactor	NA	NA	NA
10:104168744	10:104188410	CFAP43--CFAP43	BS_07ANYSYQ	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr10:0.10Mb]],duplication/non-canonical_splicing	CFAP43	NA	CFAP43	NA	NA	NA	NA	NA	NA
15:92974950	15:92955423	CHD2--CHD2	BS_07ANYSYQ	ARRIBA	in-frame	8	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr15:0.13Mb]],duplication/non-canonical_splicing	CHD2	NA	CHD2	NA	CosmicCensus, Oncogene	CosmicCensus, Oncogene	NA	NA	NA
3:2100639	11:46688260	CNTN4--ARHGAP1	BS_07ANYSYQ	ARRIBA	other	2	0	medium	[INTERCHROMOSOMAL[chr3--chr11]],translocation	CNTN4	NA	ARHGAP1	NA	Oncogene	NA	NA	NA	NA
3:2099649	11:46688260	CNTN4--ARHGAP1	BS_07ANYSYQ	ARRIBA	other	1	0	low	[INTERCHROMOSOMAL[chr3--chr11]],translocation	CNTN4	NA	ARHGAP1	NA	Oncogene	NA	NA	NA	NA
2:164692221	2:164722522	COBLL1--COBLL1	BS_07ANYSYQ	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.19Mb]],duplication/non-canonical_splicing	COBLL1	NA	COBLL1	NA	NA	NA	NA	NA	NA
3:55683794	3:55992250	ERC2--ERC2	BS_07ANYSYQ	ARRIBA	in-frame	7	0	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.96Mb]],duplication/non-canonical_splicing	ERC2	NA	ERC2	NA	Oncogene	Oncogene	NA	NA	NA
17:44906802	14:49862779	GFAP--RN7SL2	BS_07ANYSYQ	STARFUSION	other	4	9	NA	[INTERCHROMOSOMAL[chr17--chr14]]	GFAP	NA	RN7SL2	NA	NA	NA	NA	NA	NA
11:67279900	3:11817337	GRK2--TAMM41	BS_07ANYSYQ	ARRIBA	frameshift	3	0	medium	[INTERCHROMOSOMAL[chr11--chr3]],translocation	GRK2	NA	TAMM41	NA	Kinase	NA	NA	NA	NA
3:51714129	11:9836479	GRM2--SBF2	BS_07ANYSYQ	ARRIBA	frameshift	2	0	low	[INTERCHROMOSOMAL[chr3--chr11]],translocation	GRM2	NA	SBF2	NA	NA	NA	NA	NA	NA
11:72225166	11:120940347	INPPL1--GRIK4	BS_07ANYSYQ	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr11:48.27Mb]],deletion	INPPL1	NA	GRIK4	NA	Oncogene	NA	NA	NA	NA
11:72223960	11:120940347	INPPL1--GRIK4	BS_07ANYSYQ	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr11:48.27Mb]],deletion	INPPL1	NA	GRIK4	NA	Oncogene	NA	NA	NA	NA
1:210919640	1:210920069	KCNH1--AL590132.1	BS_07ANYSYQ	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018864	1:211090690	KCNH1--AL590132.1	BS_07ANYSYQ	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211018783	1:211090690	KCNH1--AL590132.1	BS_07ANYSYQ	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211103496	1:211107377	KCNH1--AL590132.1	BS_07ANYSYQ	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211082780	1:211107377	KCNH1--AL590132.1	BS_07ANYSYQ	ARRIBA	frameshift	7	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
1:211082780	1:211107377	KCNH1--KCNH1	BS_07ANYSYQ	ARRIBA	frameshift	7	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.46Mb]],duplication/non-canonical_splicing	KCNH1	NA	KCNH1	NA	Oncogene	Oncogene	NA	NA	NA
3:13358222	11:120037233	NUP210--AP001360.2(25075)/TRIM29(74042)	BS_07ANYSYQ	ARRIBA	frameshift	4	0	high	[],translocation	NUP210	NA	AP001360.2	TRIM29	NA	NA	NA	NA	NA
3:73602354	3:122264102	PDZRN3--CASR	BS_07ANYSYQ	ARRIBA	frameshift	3	0	high	[INTRACHROMOSOMAL[chr3:48.56Mb]],duplication/5'-5'	PDZRN3	NA	CASR	NA	NA	NA	NA	NA	NA
3:73602354	3:122297231	PDZRN3--CASR(5602)/HNRNPA1P23(20378)	BS_07ANYSYQ	ARRIBA	frameshift	2	0	medium	[],duplication	PDZRN3	NA	CASR	HNRNPA1P23	NA	NA	NA	NA	NA
11:88175183	11:100191126	RAB38--CNTN5	BS_07ANYSYQ	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr11:10.85Mb]],inversion	RAB38	NA	CNTN5	NA	NA	NA	NA	NA	NA
11:63920173	11:63910457	RCOR2(3329)/NAA40(18786)--MARK2	BS_07ANYSYQ	ARRIBA	other	6	0	medium	[],inversion	RCOR2	NAA40	MARK2	NA	NA	Kinase, Kinase	NA	NA	NA
X:20167589	X:20727039	RPS6KA3--AL807740.1(234690)/AL807742.1(42679)	BS_07ANYSYQ	ARRIBA	frameshift	2	1	high	[],duplication	RPS6KA3	NA	AL807740.1	AL807742.1	Kinase	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_07ANYSYQ	ARRIBA	other	5	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
3:11601833	3:44530251	VGLL4--AC099669.2(860)/ZKSCAN7(24942)	BS_07ANYSYQ	ARRIBA	frameshift	4	0	high	[],inversion	VGLL4	NA	AC099669.2	ZKSCAN7	NA	NA	NA	TranscriptionFactor	NA
11:9512596	11:11661933	ZNF143--MIR4299(5211)/AC131935.2(63399)	BS_07ANYSYQ	ARRIBA	frameshift	2	0	high	[],inversion	ZNF143	NA	MIR4299	AC131935.2	TranscriptionFactor	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_09R7GDA7	ARRIBA	other	12	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_09R7GDA7	ARRIBA	other	12	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
9:38462233	9:38426650	AL390726.6--IGFBPL1(2203)/AL390726.6(7046)	BS_09R7GDA7	ARRIBA	other	2	1	low	[],duplication	AL390726.6	NA	IGFBPL1	AL390726.6	NA	TumorSuppressorGene	NA	NA	NA
2:201299238	2:201362686	ALS2CR12--ALS2CR12(5288)/TRAK2(14521)	BS_09R7GDA7	ARRIBA	frameshift	1	0	low	[],duplication	ALS2CR12	NA	ALS2CR12	TRAK2	NA	NA	NA	NA	NA
3:55683794	3:55992250	ERC2--ERC2	BS_09R7GDA7	ARRIBA	in-frame	16	4	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.96Mb]],duplication/non-canonical_splicing	ERC2	NA	ERC2	NA	Oncogene	Oncogene	NA	NA	NA
6:34132978	6:34133859	GRM4--GRM4	BS_09R7GDA7	ARRIBA	frameshift	8	2	low	[SELFIE,INTRACHROMOSOMAL[chr6:0.14Mb]],duplication/non-canonical_splicing	GRM4	NA	GRM4	NA	NA	NA	NA	NA	NA
7:127242695	7:127243515	GRM8--GRM8	BS_09R7GDA7	ARRIBA	frameshift	5	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr7:0.81Mb]],duplication/non-canonical_splicing	GRM8	NA	GRM8	NA	NA	NA	NA	NA	NA
5:112142197	5:111735507	NREP-AS1(124888)/EPB41L4A(244)--NREP	BS_09R7GDA7	ARRIBA	other	9	3	medium	[],deletion	NREP-AS1	EPB41L4A	NREP	NA	NA	NA	NA	NA	NA
11:132657087	19:14177744	OPCML--ADGRL1	BS_09R7GDA7	ARRIBA	in-frame	1	1	low	[INTERCHROMOSOMAL[chr11--chr19]],translocation	OPCML	NA	ADGRL1	NA	TumorSuppressorGene, Oncogene	NA	NA	NA	NA
17:6525356	17:6590630	PITPNM3--KIAA0753	BS_09R7GDA7	ARRIBA	in-frame	2	0	low	[INTRACHROMOSOMAL[chr17:0.02Mb],LOCAL_REARRANGEMENT:-:[21654]],duplication	PITPNM3	NA	KIAA0753	NA	NA	NA	NA	NA	NA
1:98953070	1:98956741	PLPPR5--PLPPR5	BS_09R7GDA7	ARRIBA	in-frame	19	2	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.11Mb]],duplication/non-canonical_splicing	PLPPR5	NA	PLPPR5	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_09R7GDA7	ARRIBA	other	12	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
3:167554683	3:167658326	WDR49--WDR49(4343)/PDCD10(24972)	BS_09R7GDA7	ARRIBA	frameshift	1	3	high	[],duplication	WDR49	NA	WDR49	PDCD10	NA	NA	NA	NA	NA
X:12065575	X:12498680	Y_RNA(10649)/FRMPD4(72891)--FRMPD4	BS_09R7GDA7	ARRIBA	other	4	2	high	[],deletion	Y_RNA	FRMPD4	FRMPD4	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_09Z7TC35	ARRIBA	other	10	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_09Z7TC35	ARRIBA	other	10	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
2:201307519	2:201364176	ALS2CR12--ALS2CR12(6778)/TRAK2(13031)	BS_09Z7TC35	ARRIBA	frameshift	1	0	low	[],duplication	ALS2CR12	NA	ALS2CR12	TRAK2	NA	NA	NA	NA	NA
14:89870643	14:89932627	EFCAB11--EFCAB11	BS_09Z7TC35	ARRIBA	frameshift	3	0	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr14:0.16Mb]],duplication	EFCAB11	NA	EFCAB11	NA	NA	NA	NA	NA	NA
6:65490594	6:65495993	EYS--EYS	BS_09Z7TC35	ARRIBA	frameshift	56	7	low	[SELFIE,[\ChimerKB\],INTRACHROMOSOMAL[chr6:1.99Mb]],duplication/non-canonical_splicing	EYS	NA	EYS	NA	NA	NA	NA	NA	NA
5:162104026	5:162093828	GABRG2--GABRG2	BS_09Z7TC35	ARRIBA	frameshift	14	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr5:0.16Mb]],duplication/non-canonical_splicing	GABRG2	NA	GABRG2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_09Z7TC35	ARRIBA	other	10	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
8:52212079	8:52230077	ST18--ST18	BS_09Z7TC35	ARRIBA	frameshift	9	0	low	[SELFIE,INTRACHROMOSOMAL[chr8:0.35Mb]],duplication/non-canonical_splicing	ST18	NA	ST18	NA	TranscriptionFactor	TranscriptionFactor	NA	NA	NA
1:114947320	1:114923449	SYCP1--SYCP1	BS_09Z7TC35	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.14Mb]],duplication/non-canonical_splicing	SYCP1	NA	SYCP1	NA	NA	NA	NA	NA	NA
12:121712958	7:109854715	TMEM120B--AC073387.2(90358)/EIF3IP1(104503)	BS_09Z7TC35	ARRIBA	frameshift	7	1	medium	[],translocation	TMEM120B	NA	AC073387.2	EIF3IP1	NA	NA	NA	NA	NA
8:93820230	8:93786223	TMEM67(996)/AC084346.1(14224)--TMEM67	BS_09Z7TC35	ARRIBA	other	2	0	low	[],duplication	TMEM67	AC084346.1	TMEM67	NA	NA	NA	NA	NA	NA
17:17955415	17:44794204	TOM1L2--AC005180.2	BS_09Z7TC35	ARRIBA	other	1	1	medium	[INTRACHROMOSOMAL[chr17:26.82Mb]],inversion	TOM1L2	NA	AC005180.2	NA	TumorSuppressorGene	NA	NA	NA	NA
7:7267442	7:7234303	AC005532.1--C1GALT1	BS_0BXY0F9N	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr7:0.01Mb],LOCAL_REARRANGEMENT:+:[6503]],duplication	AC005532.1	NA	C1GALT1	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_0BXY0F9N	ARRIBA	other	16	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_0BXY0F9N	ARRIBA	other	16	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
3:167234890	3:167282495	AC092965.1(168570)/ZBBX(5397)--ZBBX	BS_0BXY0F9N	ARRIBA	other	4	0	high	[],duplication	AC092965.1	ZBBX	ZBBX	NA	NA	NA	NA	NA	NA
15:93634194	15:93557472	AC110023.1--AC091078.1	BS_0BXY0F9N	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr15:0.02Mb],LOCAL_REARRANGEMENT:+:[20384]],duplication	AC110023.1	NA	AC091078.1	NA	NA	NA	NA	NA	NA
15:93592733	15:93553605	AC110023.1--AC091078.1	BS_0BXY0F9N	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr15:0.02Mb],LOCAL_REARRANGEMENT:+:[20384]],duplication	AC110023.1	NA	AC091078.1	NA	NA	NA	NA	NA	NA
6:146788610	6:146782020	ADGB--ADGB	BS_0BXY0F9N	ARRIBA	in-frame	13	0	low	[SELFIE,INTRACHROMOSOMAL[chr6:0.22Mb]],duplication/non-canonical_splicing	ADGB	NA	ADGB	NA	NA	NA	NA	NA	NA
3:57357176	3:57363786	DNAH12--DNAH12	BS_0BXY0F9N	ARRIBA	in-frame	6	1	low	[SELFIE,INTRACHROMOSOMAL[chr3:0.25Mb]],duplication/non-canonical_splicing	DNAH12	NA	DNAH12	NA	NA	NA	NA	NA	NA
1:15369502	1:15367463	FHAD1--FHAD1	BS_0BXY0F9N	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr1:0.15Mb]],duplication/non-canonical_splicing	FHAD1	NA	FHAD1	NA	NA	NA	NA	NA	NA
14:60008214	14:59981848	LRRC9--LRRC9	BS_0BXY0F9N	ARRIBA	in-frame	5	0	low	[SELFIE,INTRACHROMOSOMAL[chr14:0.14Mb]],duplication/non-canonical_splicing	LRRC9	NA	LRRC9	NA	NA	NA	NA	NA	NA
12:96909895	12:96518272	NEDD1--CFAP54	BS_0BXY0F9N	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr12:0.03Mb],LOCAL_REARRANGEMENT:+:[31668]],duplication	NEDD1	NA	CFAP54	NA	NA	NA	NA	NA	NA
15:75943572	15:76011286	NRG4--NRG4	BS_0BXY0F9N	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr15:0.12Mb]],duplication/non-canonical_splicing	NRG4	NA	NRG4	NA	NA	NA	NA	NA	NA
18:62072673	18:62102902	PIGN--PIGN	BS_0BXY0F9N	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr18:0.28Mb]],duplication/non-canonical_splicing	PIGN	NA	PIGN	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	RRN3P2--ANK2	BS_0BXY0F9N	ARRIBA	other	16	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	RRN3P2	NA	ANK2	NA	NA	NA	NA	NA	NA
14:61996542	14:61970132	SYT16--SYT16	BS_0BXY0F9N	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr14:0.30Mb]],duplication/non-canonical_splicing	SYT16	NA	SYT16	NA	NA	NA	NA	NA	NA
4:16355785	4:16320065	TAPT1-AS1(35645)/ZEB2P1(4901)--TAPT1-AS1	BS_0BXY0F9N	ARRIBA	other	3	0	low	[],duplication	TAPT1-AS1	ZEB2P1	TAPT1-AS1	NA	NA	NA	NA	NA	NA
4:16325965	4:16288884	TAPT1-AS1(5825)/ZEB2P1(34721)--TAPT1-AS1	BS_0BXY0F9N	ARRIBA	other	2	0	low	[],duplication	TAPT1-AS1	ZEB2P1	TAPT1-AS1	NA	NA	NA	NA	NA	NA
2:99064939	2:99078813	TSGA10--TSGA10	BS_0BXY0F9N	ARRIBA	frameshift	2	1	low	[SELFIE,INTRACHROMOSOMAL[chr2:0.16Mb]],duplication/non-canonical_splicing	TSGA10	NA	TSGA10	NA	NA	NA	NA	NA	NA
6:52995860	14:49862675	7SK--RN7SL2	BS_0C7VZC0A	STARFUSION	other	4	14	NA	[INTERCHROMOSOMAL[chr1--chr14]]	7SK	NA	RN7SL2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.3--ANK2	BS_0C7VZC0A	ARRIBA	other	60	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
16:29082041	4:113174416	AC009093.9--ANK2	BS_0C7VZC0A	ARRIBA	other	60	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation/3'-3'	AC009093.9	NA	ANK2	NA	NA	NA	NA	NA	NA
16:14932796	16:14766447	AC138932.1--AC136443.2	BS_0C7VZC0A	ARRIBA	other	9	0	low	[INTRACHROMOSOMAL[chr16:0.14Mb]],duplication/5'-5'	AC138932.1	NA	AC136443.2	NA	NA	NA	NA	NA	NA
11:57152640	11:57189151	AP001521.2(96508)/LRRC55(29107)--LRRC55	BS_0C7VZC0A	ARRIBA	other	8	0	medium	[],duplication	AP001521.2	LRRC55	LRRC55	NA	NA	NA	NA	NA	NA
12:96792499	12:96647875	CFAP54--CFAP54	BS_0C7VZC0A	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.39Mb]],duplication/non-canonical_splicing	CFAP54	NA	CFAP54	NA	NA	NA	NA	NA	NA
15:34488963	15:34490796	HNRNPLP2--HNRNPLP2(225)/FSCN1P1(3624)	BS_0C7VZC0A	ARRIBA	other	8	0	medium	[],duplication	HNRNPLP2	NA	HNRNPLP2	FSCN1P1	NA	NA	NA	NA	NA
