FusionName	Sample	zscore_Gene1A	zscore_Gene1B	zscore_Gene2A	zscore_Gene2B	note_expression_Gene1A	note_expression_Gene1B	note_expression_Gene2A	note_expression_Gene2B	LeftBreakpoint	RightBreakpoint	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
AC005833.3--TMTC1	BS_49FQXT2E	NA	2.24648319239639	NA	NA	NA	differentially expressed	NA	NA	12:4669817	12:29512120	ARRIBA	other	5	1	medium	[INTRACHROMOSOMAL[chr12:24.76Mb]],inversion	AC005833.3	NA	TMTC1	NA	NA	NA	NA	NA	NA
AC005842.1(10391)/AC007207.2(100248)--PRMT8	BS_81SP2HX4	NA	0.773974865726146	NA	NA	NA	no change	NA	NA	12:3920729	12:3549936	ARRIBA	other	34	5	high	[],inversion	AC005842.1	AC007207.2	PRMT8	NA	NA	NA	NA	NA	NA
AC005865.1--CCDC77	BS_W644VEVE	NA	2.84829449265605	NA	NA	NA	differentially expressed	NA	NA	12:3319726	12:428769	ARRIBA	other	24	5	high	[INTRACHROMOSOMAL[chr12:2.88Mb]],duplication	AC005865.1	NA	CCDC77	NA	NA	NA	NA	NA	NA
AC005865.1--CCDC77	BS_W644VEVE	NA	2.84829449265605	NA	NA	NA	differentially expressed	NA	NA	12:3323452	12:405511	ARRIBA	other	2	8	high	[INTRACHROMOSOMAL[chr12:2.88Mb]],duplication	AC005865.1	NA	CCDC77	NA	NA	NA	NA	NA	NA
AC005865.1--CCDC77	BS_W644VEVE	NA	2.84829449265605	NA	NA	NA	differentially expressed	NA	NA	12:3319726	12:405511	ARRIBA	other	1	7	high	[INTRACHROMOSOMAL[chr12:2.88Mb]],duplication	AC005865.1	NA	CCDC77	NA	NA	NA	NA	NA	NA
AC005865.1--CCDC77	BS_W644VEVE	NA	2.84829449265605	NA	NA	NA	differentially expressed	NA	NA	12:3323452	12:428769	ARRIBA	other	3	5	high	[INTRACHROMOSOMAL[chr12:2.88Mb]],duplication	AC005865.1	NA	CCDC77	NA	NA	NA	NA	NA	NA
AC005865.1--CCDC77	BS_W644VEVE	NA	2.84829449265605	NA	NA	NA	differentially expressed	NA	NA	12:3319726	12:431866	ARRIBA	other	1	1	medium	[INTRACHROMOSOMAL[chr12:2.88Mb]],duplication	AC005865.1	NA	CCDC77	NA	NA	NA	NA	NA	NA
AC005865.2--AC007207.1(56016)/CCND2-AS1(74617)	BS_W644VEVE	NA	NA	NA	2.35256618193704	NA	NA	NA	differentially expressed	12:3366059	12:4174148	ARRIBA	other	6	0	medium	[],duplication	AC005865.2	NA	AC007207.1	CCND2-AS1	NA	NA	NA	Oncogene	NA
AC005865.2--AC010745.2(55621)/AC010745.4(31563)	BS_W644VEVE	NA	277.880413973593	NA	142.456031814028	NA	differentially expressed	NA	differentially expressed	12:3366059	2:16284761	ARRIBA	other	4	0	medium	[],translocation	AC005865.2	NA	AC010745.2	AC010745.4	NA	NA	NA	NA	NA
AC005865.2--AC010745.2(73150)/AC010745.4(14034)	BS_W644VEVE	NA	277.880413973593	NA	142.456031814028	NA	differentially expressed	NA	differentially expressed	12:3366059	2:16302290	ARRIBA	other	6	0	medium	[],translocation	AC005865.2	NA	AC010745.2	AC010745.4	NA	NA	NA	NA	NA
AC005865.2--CCND2	BS_W644VEVE	NA	10.5051335938283	NA	NA	NA	differentially expressed	NA	NA	12:3366059	12:4299860	ARRIBA	other	307	2	medium	[INTRACHROMOSOMAL[chr12:0.91Mb]],inversion	AC005865.2	NA	CCND2	NA	NA	CosmicCensus, Oncogene	NA	NA	NA
AC005865.2--CRACR2A	BS_81SP2HX4	NA	25.4762264020351	NA	NA	NA	differentially expressed	NA	NA	12:3366059	12:3659654	ARRIBA	other	11	0	medium	[INTRACHROMOSOMAL[chr12:0.24Mb]],duplication	AC005865.2	NA	CRACR2A	NA	NA	NA	NA	NA	NA
AC005865.2--NINJ2	BS_W644VEVE	NA	4.30346219338763	NA	NA	NA	differentially expressed	NA	NA	12:3366059	12:566178	ARRIBA	other	10	0	medium	[INTRACHROMOSOMAL[chr12:2.63Mb]],deletion	AC005865.2	NA	NINJ2	NA	NA	NA	NA	NA	NA
AC005865.2(132)/LINC02417(1579)--CCND2	BS_W644VEVE	NA	10.5051335938283	NA	NA	NA	differentially expressed	NA	NA	12:3366254	12:4299860	ARRIBA	other	48	5	medium	[],inversion	AC005865.2	LINC02417	CCND2	NA	NA	CosmicCensus, Oncogene	NA	NA	NA
AC005865.2(132)/LINC02417(1579)--PTPRO	BS_H4B5Y6S0	NA	3.85306706647428	NA	NA	NA	differentially expressed	NA	NA	12:3366254	12:15578853	ARRIBA	other	4	1	high	[],inversion	AC005865.2	LINC02417	PTPRO	NA	NA	NA	NA	NA	NA
AC005906.2--RERGL	BS_H4B5Y6S0	NA	-0.399075637234555	NA	NA	NA	no change	NA	NA	12:4910472	12:18088956	ARRIBA	other	1	2	high	[INTRACHROMOSOMAL[chr12:13.05Mb]],inversion	AC005906.2	NA	RERGL	NA	NA	NA	NA	NA	NA
AC006120.1--AC009120.2	BS_P4D8Y3S8	NA	NA	NA	NA	NA	NA	NA	NA	17:66198221	16:74305273	ARRIBA	other	10	0	low	[INTERCHROMOSOMAL[chr17--chr16]],translocation/5'-5'	AC006120.1	NA	AC009120.2	NA	NA	NA	NA	NA	NA
AC006236.1--ZSWIM7	BS_M0QYNVK8	NA	1.13837455997041	NA	NA	NA	no change	NA	NA	17:5730652	17:15987368	ARRIBA	other	3	0	medium	[INTRACHROMOSOMAL[chr17:10.25Mb]],duplication/3'-3'	AC006236.1	NA	ZSWIM7	NA	NA	NA	NA	NA	NA
AC006299.1--GAS2	BS_1A6MQ9ZA	NA	7.29931558898029	NA	NA	NA	differentially expressed	NA	NA	11:22838364	11:22674850	ARRIBA	other	2	0	medium	[INTRACHROMOSOMAL[chr11:0.02Mb],LOCAL_REARRANGEMENT:+:[16325]],duplication	AC006299.1	NA	GAS2	NA	NA	NA	NA	NA	NA
AC006299.1--GAS2	BS_92VDQ0NE	NA	0.670305613750981	NA	NA	NA	no change	NA	NA	11:22838364	11:22674850	ARRIBA	other	3	0	high	[INTRACHROMOSOMAL[chr11:0.02Mb],LOCAL_REARRANGEMENT:+:[16325]],duplication	AC006299.1	NA	GAS2	NA	NA	NA	NA	NA	NA
AC006299.1--GAS2	BS_92VDQ0NE	NA	0.670305613750981	NA	NA	NA	no change	NA	NA	11:22838364	11:22737705	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr11:0.02Mb],LOCAL_REARRANGEMENT:+:[16325]],duplication	AC006299.1	NA	GAS2	NA	NA	NA	NA	NA	NA
AC006453.2--AC093913.1(143692)/snoU13(107951)	BS_4QW2S1Q8	NA	NA	NA	NA	NA	NA	NA	NA	2:89581006	4:34858290	ARRIBA	other	6	0	medium	[],translocation	AC006453.2	NA	AC093913.1	snoU13	NA	NA	NA	NA	NA
AC006453.2--AC093913.1(143692)/snoU13(107951)	BS_MX23ZY0Y	NA	NA	NA	NA	NA	NA	NA	NA	2:89580558	4:34858290	ARRIBA	other	5	0	medium	[],translocation	AC006453.2	NA	AC093913.1	snoU13	NA	NA	NA	NA	NA
AC006453.2--AC093913.1(143692)/snoU13(107951)	BS_P9JP6JFA	NA	NA	NA	NA	NA	NA	NA	NA	2:89581006	4:34858290	ARRIBA	other	10	0	medium	[],translocation	AC006453.2	NA	AC093913.1	snoU13	NA	NA	NA	NA	NA
AC007036.1(48731)/ZNRF2(56562)--ST7-AS2	BS_6WP1FHTE	NA	8.14391200746179	4.72007251750714	NA	NA	differentially expressed	differentially expressed	NA	7:30227745	7:117081072	ARRIBA	other	2	1	high	[],inversion	AC007036.1	ZNRF2	ST7-AS2	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_9DFBHHB5	NA	1.08035227414065	NA	NA	NA	no change	NA	NA	2:210035244	2:210015973	ARRIBA	other	3	0	low	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_ARBQDTT5	NA	1.2509108637054	NA	NA	NA	no change	NA	NA	2:210032924	2:210009657	ARRIBA	other	1	1	medium	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_ARBQDTT5	NA	1.2509108637054	NA	NA	NA	no change	NA	NA	2:210035244	2:210015973	ARRIBA	other	1	1	medium	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_D144EJRQ	NA	1.13499069138028	NA	NA	NA	no change	NA	NA	2:210035244	2:210009657	ARRIBA	other	1	1	low	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_FEPRNEXX	NA	1.38247759539485	NA	NA	NA	no change	NA	NA	2:210035244	2:210015973	ARRIBA	other	2	1	medium	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_FEPRNEXX	NA	1.38247759539485	NA	NA	NA	no change	NA	NA	2:210035244	2:210009657	ARRIBA	other	1	1	medium	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_ME3HKN2C	NA	0.889958743723309	NA	NA	NA	no change	NA	NA	2:210035244	2:210015973	ARRIBA	other	3	0	low	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_ME3HKN2C	NA	0.889958743723309	NA	NA	NA	no change	NA	NA	2:210035244	2:210009657	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007038.1--RPE	BS_S5P8VTN5	NA	1.15583207801353	NA	NA	NA	no change	NA	NA	2:210032924	2:210015973	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr2:0.01Mb],LOCAL_REARRANGEMENT:+:[8474]],duplication	AC007038.1	NA	RPE	NA	NA	NA	NA	NA	NA
AC007091.1--AC003986.1(153075)/AC007091.1(54206)	BS_A14Z8BBK	45.7743651849396	NA	NA	45.7743651849396	differentially expressed	NA	NA	differentially expressed	7:19405370	7:19299328	ARRIBA	other	2	0	medium	[],duplication	AC007091.1	NA	AC003986.1	AC007091.1	NA	NA	NA	NA	NA
AC007091.1--AC003986.1(153075)/AC007091.1(54206)	BS_Q5WZYWCT	32.9156871392884	NA	NA	32.9156871392884	differentially expressed	NA	NA	differentially expressed	7:19405370	7:19299328	ARRIBA	other	3	0	medium	[],duplication	AC007091.1	NA	AC003986.1	AC007091.1	NA	NA	NA	NA	NA
AC007091.1--AC003986.1(153075)/AC007091.1(54206)	BS_Z7PKVY9J	34.5291226560959	NA	NA	34.5291226560959	differentially expressed	NA	NA	differentially expressed	7:19405370	7:19299328	ARRIBA	other	3	0	high	[],duplication	AC007091.1	NA	AC003986.1	AC007091.1	NA	NA	NA	NA	NA
AC007091.1(30716)/TWISTNB(86140)--AC007091.1	BS_A14Z8BBK	45.7743651849396	45.7743651849396	0.63932151278642	NA	differentially expressed	differentially expressed	no change	NA	7:19609322	7:19576287	ARRIBA	other	8	0	medium	[],duplication	AC007091.1	TWISTNB	AC007091.1	NA	NA	NA	NA	NA	NA
AC007091.1(30716)/TWISTNB(86140)--AC007091.1	BS_G63HYD6N	18.4999791029984	18.4999791029984	1.18719879609133	NA	differentially expressed	differentially expressed	no change	NA	7:19609322	7:19576287	ARRIBA	other	3	0	low	[],duplication	AC007091.1	TWISTNB	AC007091.1	NA	NA	NA	NA	NA	NA
AC007091.1(30716)/TWISTNB(86140)--AC007091.1	BS_QEYPFYHD	27.4281690724665	27.4281690724665	0.647785580664699	NA	differentially expressed	differentially expressed	no change	NA	7:19609322	7:19576287	ARRIBA	other	26	1	high	[],duplication	AC007091.1	TWISTNB	AC007091.1	NA	NA	NA	NA	NA	NA
AC007091.1(30716)/TWISTNB(86140)--AC007091.1	BS_QEYPFYHD	27.4281690724665	27.4281690724665	0.647785580664699	NA	differentially expressed	differentially expressed	no change	NA	7:19609322	7:19576287	ARRIBA	other	12	1	high	[],duplication	AC007091.1	TWISTNB	AC007091.1	NA	NA	NA	NA	NA	NA
AC007091.1(30716)/TWISTNB(86140)--AC007091.1	BS_TE0GVDNG	33.8891317282849	33.8891317282849	1.77268391510055	NA	differentially expressed	differentially expressed	no change	NA	7:19609322	7:19576287	ARRIBA	other	9	1	high	[],duplication	AC007091.1	TWISTNB	AC007091.1	NA	NA	NA	NA	NA	NA
AC007091.1(30716)/TWISTNB(86140)--AC007091.1	BS_Z7PKVY9J	34.5291226560959	34.5291226560959	0.923995811652858	NA	differentially expressed	differentially expressed	no change	NA	7:19609322	7:19576287	ARRIBA	other	13	0	high	[],duplication	AC007091.1	TWISTNB	AC007091.1	NA	NA	NA	NA	NA	NA
AC007115.1(48390)/AC025035.1(119864)--CCER1	BS_Q9V7A95C	NA	170.350406674511	NA	NA	NA	differentially expressed	NA	NA	12:91242332	12:90905864	ARRIBA	other	23	0	medium	[],inversion	AC007115.1	AC025035.1	CCER1	NA	NA	NA	NA	NA	NA
AC007207.1--PARP11	BS_W644VEVE	NA	4.92179106477613	NA	NA	NA	differentially expressed	NA	NA	12:4109922	12:3827034	ARRIBA	other	25	2	medium	[INTRACHROMOSOMAL[chr12:0.24Mb]],inversion/5'-5'	AC007207.1	NA	PARP11	NA	NA	NA	NA	NA	NA
AC007207.1(5333)/CCND2-AS1(125300)--PARP11	BS_W644VEVE	NA	4.92179106477613	2.35256618193704	NA	NA	differentially expressed	differentially expressed	NA	12:4123465	12:3830018	ARRIBA	other	1	1	low	[],inversion	AC007207.1	CCND2-AS1	PARP11	NA	NA	NA	Oncogene	NA	NA
AC007207.2(47998)/HSPA8P5(22795)--PLCL2	BS_81SP2HX4	NA	1.46051718386972	13.2981846871522	NA	NA	no change	differentially expressed	NA	12:4074656	3:17067956	ARRIBA	other	5	0	medium	[],translocation	AC007207.2	HSPA8P5	PLCL2	NA	NA	NA	NA	NA	NA
AC007221.2--AC007221.1	BS_7ZV3DPGT	NA	NA	NA	NA	NA	NA	NA	NA	16:9566590	16:9514699	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr16:0.02Mb],LOCAL_REARRANGEMENT:+:[24481]],duplication	AC007221.2	NA	AC007221.1	NA	NA	NA	NA	NA	NA
AC007389.1(49305)/AC118345.1(101433)--AC007389.1	BS_JTMXAMB7	64.4570579405311	64.4570579405311	-0.0506116872411649	NA	differentially expressed	differentially expressed	no change	NA	2:66133944	2:66072504	ARRIBA	other	3	10	high	[],duplication	AC007389.1	AC118345.1	AC007389.1	NA	NA	NA	NA	NA	NA
AC007389.1(50200)/AC118345.1(100538)--AC007389.1	BS_M84H3KXA	51.6904438764898	51.6904438764898	-0.0506116872411649	NA	differentially expressed	differentially expressed	no change	NA	2:66134839	2:66072504	ARRIBA	other	2	0	low	[],duplication	AC007389.1	AC118345.1	AC007389.1	NA	NA	NA	NA	NA	NA
AC007389.3--BHMT	BS_77317DY4	43.6048215875017	16.164797535197	NA	NA	differentially expressed	differentially expressed	NA	NA	2:65601157	5:79130933	ARRIBA	other	7	0	medium	[FA_CancerSupp,INTERCHROMOSOMAL[chr2--chr5]],translocation	AC007389.3	NA	BHMT	NA	NA	NA	NA	NA	NA
AC007389.3--BHMT	BS_HB03GSHF	8.04211539329627	19.4928478204214	NA	NA	differentially expressed	differentially expressed	NA	NA	2:65601157	5:79130933	ARRIBA	other	4	0	medium	[FA_CancerSupp,INTERCHROMOSOMAL[chr2--chr5]],translocation	AC007389.3	NA	BHMT	NA	NA	NA	NA	NA	NA
AC007389.3--BHMT	BS_JZRM1S3T	16.2818992200302	18.5472863212496	NA	NA	differentially expressed	differentially expressed	NA	NA	2:65601157	5:79130933	ARRIBA	other	25	0	medium	[FA_CancerSupp,INTERCHROMOSOMAL[chr2--chr5]],translocation	AC007389.3	NA	BHMT	NA	NA	NA	NA	NA	NA
AC007389.3--BHMT	BS_M84H3KXA	34.0112895814569	20.3356601914243	NA	NA	differentially expressed	differentially expressed	NA	NA	2:65601157	5:79130933	ARRIBA	other	23	0	medium	[FA_CancerSupp,INTERCHROMOSOMAL[chr2--chr5]],translocation	AC007389.3	NA	BHMT	NA	NA	NA	NA	NA	NA
AC007389.3--BHMT	BS_YETBN0RQ	4.16394105410327	16.4301164052348	NA	NA	differentially expressed	differentially expressed	NA	NA	2:65601157	5:79130933	ARRIBA	other	9	0	medium	[FA_CancerSupp,INTERCHROMOSOMAL[chr2--chr5]],translocation	AC007389.3	NA	BHMT	NA	NA	NA	NA	NA	NA
AC007563.2--RN7SKP43(9785)/DIRC3-AS1(21079)	BS_CGB2WS2A	NA	-0.203039029752556	NA	1.11307492955109	NA	no change	NA	no change	2:216712469	2:217261660	ARRIBA	other	1	0	low	[],deletion	AC007563.2	NA	RN7SKP43	DIRC3-AS1	NA	NA	NA	NA	NA
AC007570.1--KCTD10	BS_EFE4YEK3	NA	3.33938911847517	NA	NA	NA	differentially expressed	NA	NA	12:109447067	12:109460805	ARRIBA	other	5	0	medium	[INTRACHROMOSOMAL[chr12:0.00Mb],LOCAL_REARRANGEMENT:-:[1159]],duplication	AC007570.1	NA	KCTD10	NA	NA	NA	NA	NA	NA
AC008667.1--CXXC5	BS_W4DB5RP1	NA	1.04335596000063	NA	NA	NA	no change	NA	NA	5:139685432	5:139680364	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr5:0.00Mb],LOCAL_REARRANGEMENT:+:[763]],duplication	AC008667.1	NA	CXXC5	NA	NA	TumorSuppressorGene, TranscriptionFactor	NA	NA	NA
AC008667.1--CXXC5	BS_W4DB5RP1	NA	1.04335596000063	NA	NA	NA	no change	NA	NA	5:139685432	5:139665580	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr5:0.00Mb],LOCAL_REARRANGEMENT:+:[763]],duplication	AC008667.1	NA	CXXC5	NA	NA	TumorSuppressorGene, TranscriptionFactor	NA	NA	NA
AC008695.1--AC008695.1	BS_B741RZY9	NA	NA	NA	NA	NA	NA	NA	NA	5:131439581	5:131548190	ARRIBA	frameshift	3	0	low	[SELFIE],duplication/non-canonical_splicing	AC008695.1	NA	AC008695.1	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_B741RZY9	NA	1.03636567586009	NA	NA	NA	no change	NA	NA	5:131472587	5:131521521	ARRIBA	frameshift	1	0	low	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_B741RZY9	NA	1.03636567586009	NA	NA	NA	no change	NA	NA	5:131504626	5:131548190	ARRIBA	in-frame	1	0	low	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_B741RZY9	NA	1.03636567586009	NA	NA	NA	no change	NA	NA	5:131439581	5:131548190	ARRIBA	frameshift	3	0	medium	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_R7HZCZ8B	NA	1.20146859764369	NA	NA	NA	no change	NA	NA	5:131489546	5:131521521	ARRIBA	frameshift	4	0	medium	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_R7HZCZ8B	NA	1.20146859764369	NA	NA	NA	no change	NA	NA	5:131489546	5:131562047	ARRIBA	frameshift	1	0	low	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_R7HZCZ8B	NA	1.20146859764369	NA	NA	NA	no change	NA	NA	5:131453054	5:131521521	ARRIBA	frameshift	1	0	low	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_R7HZCZ8B	NA	1.20146859764369	NA	NA	NA	no change	NA	NA	5:131592383	5:131604693	ARRIBA	frameshift	1	0	low	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_R7HZCZ8B	NA	1.20146859764369	NA	NA	NA	no change	NA	NA	5:131521390	5:131548190	ARRIBA	in-frame	1	0	low	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--RAPGEF6	BS_R7HZCZ8B	NA	1.20146859764369	NA	NA	NA	no change	NA	NA	5:131504626	5:131521521	ARRIBA	in-frame	1	0	low	[],duplication	AC008695.1	NA	RAPGEF6	NA	NA	NA	NA	NA	NA
AC008695.1--SPOCK1	BS_51RA1PGE	NA	0.135294350884374	NA	NA	NA	no change	NA	NA	5:131521390	5:137441060	ARRIBA	frameshift	7	2	high	[],inversion/5'-5'	AC008695.1	NA	SPOCK1	NA	NA	NA	NA	NA	NA
AC008837.2(148398)/AC092284.1(204600)--AL356489.2	BS_49BQS7Z6	NA	NA	NA	NA	NA	NA	NA	NA	5:99743695	9:33700132	ARRIBA	other	2	0	medium	[],translocation	AC008837.2	AC092284.1	AL356489.2	NA	NA	NA	NA	NA	NA
AC008837.2(148398)/AC092284.1(204600)--AL356489.2	BS_AG3D3435	NA	NA	NA	NA	NA	NA	NA	NA	5:99743695	9:33700132	ARRIBA	other	2	0	medium	[],translocation	AC008837.2	AC092284.1	AL356489.2	NA	NA	NA	NA	NA	NA
AC008837.2(148398)/AC092284.1(204600)--AL356489.2	BS_FWMJPKCV	NA	NA	NA	NA	NA	NA	NA	NA	5:99743695	9:33700132	ARRIBA	other	3	0	medium	[],translocation	AC008837.2	AC092284.1	AL356489.2	NA	NA	NA	NA	NA	NA
AC008837.2(148398)/AC092284.1(204600)--AL356489.2	BS_M4TTKPNR	NA	NA	NA	NA	NA	NA	NA	NA	5:99743695	9:33700132	ARRIBA	other	4	0	medium	[],translocation	AC008837.2	AC092284.1	AL356489.2	NA	NA	NA	NA	NA	NA
AC008837.2(148398)/AC092284.1(204600)--AL356489.2	BS_TMTV769C	NA	NA	NA	NA	NA	NA	NA	NA	5:99743695	9:33700132	ARRIBA	other	2	0	medium	[],translocation	AC008837.2	AC092284.1	AL356489.2	NA	NA	NA	NA	NA	NA
AC009075.1(11625)/AC009075.2(41499)--LINC01572	BS_RHD7XPNP	NA	6.3151418019071	NA	NA	NA	differentially expressed	NA	NA	16:72236769	16:72308188	ARRIBA	other	2	1	medium	[],duplication	AC009075.1	AC009075.2	LINC01572	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_014EVM2D	NA	1.34947134185702	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	4	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_02NZT8CE	NA	0.819482901322291	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	17	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_044XZ8ST	NA	1.34904955941134	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	61	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_052PZFMK	NA	0.320836308881881	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	3	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_063ERW0R	NA	0.945136588782071	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	13	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_06AMMCXR	NA	-0.845163035856809	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	4	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_07ANYSYQ	NA	1.33804507765298	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	5	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_09R7GDA7	NA	1.80929535425522	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	12	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_09Z7TC35	NA	-0.0613542110579309	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	10	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_0BXY0F9N	NA	0.57294728491451	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	16	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_0C7VZC0A	NA	1.65880463681231	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	60	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_0HW7W7SD	NA	-1.38941619741803	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	7	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_0J9SHHSC	NA	0.0257919257294979	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	18	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_0QYS36NR	NA	-0.571388228011334	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	6	1	high	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_0SCXXM6N	NA	1.12574493338291	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	12	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
AC009093.3--ANK2	BS_0T17SY47	NA	0.41056471207971	NA	NA	NA	no change	NA	NA	16:29082041	4:113174416	ARRIBA	other	14	0	medium	[INTERCHROMOSOMAL[chr16--chr4]],translocation	AC009093.3	NA	ANK2	NA	NA	NA	NA	NA	NA
