Cancer	sampleId	Gene_A	Gene_B	A_chr	B_chr	A_strand	B_strand	Discordant_n	JSR_n	perfectJSR_n	Evalue	Junction_A	Junction_B	tier	frame	id	gene_A_start	gene_A_end	gene_B_start	gene_B_end	phos_A	phos_B	ubiq_A	ubiq_B	WGS	centrality
SARC	3B.A9HS.01A	ACACB	Mar-09	12	12	1	1	14	12	12	0.023	109675185	58150712	tier1	In-frame	237	109554400	109706031	58148881	58154190	0	0	0	0	NA	0
BRCA	AN.A0XP.01A	ACACB	UNG	12	12	1	1	2	4	4	0.2	109665294	109547634	tier3	Out-of-frame	238	109554400	109706031	109535379	109548797	0	0	0	0	NA	0.35764
SKCM	BF.AAP6.01A	ACACB	UNG	12	12	1	1	14	27	25	0.2	109665294	109547634	tier1	Out-of-frame	239	109554400	109706031	109535379	109548797	0	0	0	0	NA	0.35764
COAD	D5.5537.01A	ACACB	UNG	12	12	1	1	4	3	2	0.2	109665294	109547634	tier1	Out-of-frame	240	109554400	109706031	109535379	109548797	0	0	0	0	NA	0.35764
SKCM	EB.A44O.01A	ACACB	UNG	12	12	1	1	45	39	31	0.2	109665294	109547634	tier1	Out-of-frame	241	109554400	109706031	109535379	109548797	0	0	0	0	NA	0.35764
READ	EF.5830.01A	ACACB	UNG	12	12	1	1	11	9	7	0.2	109665294	109547634	tier1	Out-of-frame	242	109554400	109706031	109535379	109548797	0	0	0	0	NA	0.35764
SKCM	FS.A1YY.06A	ACACB	UNG	12	12	1	1	23	14	12	0.2	109665294	109547634	tier1	Out-of-frame	243	109554400	109706031	109535379	109548797	0	0	0	0	NA	0.35764
SARC	DX.A3UA.01A	ACAD11	ABCE1	3	4	-1	1	18	15	12	2	132360816	146025538	tier1	CDS-5UTR	244	132276982	132379567	145097932	145129179	0	0	0	0	NA	0.34888
LGG	DB.5275.01A	ACAD9	KIAA1257	3	3	1	-1	3	8	6	0.53	128598684	128707761	tier1	Out-of-frame	245	128598439	128634910	128628709	128721533	0	0	0	0	NA	0.34566
CESC	EA.A3HU.01A	ACADVL	CD74	17	5	1	-1	2	2	1	0.14	7120492	149792314	tier4	CDS-5UTR	246	7120444	7128587	149781200	149792492	0	0	0	0	NA	0.36558
OV	24.2262.01A	ACAP2	APOD	3	3	-1	-1	4	17	16	3.5	195101738	195300842	tier1	In-frame	247	194995465	195163807	195295573	195311076	1	0	0	0	NA	0.36128
LIHC	EP.A2KA.01A	ACAP2	DLG1	3	3	-1	-1	3	4	3	1.3	195112819	196778539	tier1	Out-of-frame	248	194995465	195163807	196769431	197026171	0	0	0	0	validated	0.3823
HNSC	CV.5970.01A	ACAP2	IQCG	3	3	-1	-1	16	6	5	0.047	195163524	197640913	tier1	Out-of-frame	249	194995465	195163807	197615946	197687013	0	0	0	0	NA	0.3625
UCEC	EY.A3QX.01A	ACAP2	UBE2J2	3	1	-1	-1	5	4	4	2.1	195101738	1203372	tier1	In-frame	250	194995465	195163807	1189289	1209265	1	1	0	0	NA	0.35949
OV	13.1512.01A	ACAP3	CPSF3L	1	1	-1	-1	2	10	10	0.1	1243149	1250342	tier2	In-frame	251	1227756	1244989	1246965	1260071	0	0	0	0	NA	0.36563
LUSC	21.1076.01A	ACAP3	CPSF3L	1	1	-1	-1	10	2	2	0.1	1231805	1250818	tier1	Out-of-frame	252	1227756	1244989	1246965	1260071	0	0	0	0	non-validated	0.36563
LUSC	96.A4JK.01A	ACAP3	DVL1	1	1	-1	-1	7	3	3	0.13	1243149	1278138	tier1	In-frame	253	1227756	1244989	1270656	1284760	0	1	0	0	NA	0.37828
SARC	IS.A3K6.01A	ACBD6	CCDC122	1	13	-1	-1	6	2	2	100	180283827	44411565	tier1	Out-of-frame	254	180244515	180472089	43823909	43879727	0	0	0	0	NA	0.35124
BRCA	A2.A1FW.01A	ACBD6	IVNS1ABP	1	1	-1	-1	19	14	14	3	180366651	185274775	tier1	In-frame	255	180244515	180472089	185265520	185286461	0	0	0	0	NA	0.37229
BRCA	AC.A3QQ.01A	ACBD6	PGBD2	1	1	-1	1	8	7	7	0.59	180366651	249208015	tier1	CDS-5UTR	256	180244515	180472089	249200395	249214145	0	0	0	0	NA	0.3529
COAD	AZ.6605.01A	ACE2	GPR143	X	X	-1	-1	112	50	47	0.76	15596212	9693880	tier1	In-frame	257	15579156	15620271	9693386	9754337	0	0	0	0	NA	0.35036
PRAD	EJ.A7NF.01A	ACER2	C8orf37	9	8	1	-1	3	1	1	0.92	19435082	96276002	tier3	In-frame	258	19408925	19452018	96257147	96281429	0	0	0	0	NA	0
STAD	BR.4366.01A	ACER3	C11orf30	11	11	1	1	3	9	8	0.52	76572123	76248839	tier1	In-frame	259	76571911	76737841	76155967	76264069	0	0	0	0	NA	0
BRCA	AN.A0G0.01A	ACER3	NARS2	11	11	1	-1	192	182	172	0.66	76572123	78180359	tier1	Out-of-frame	260	76571911	76737841	78147007	78285919	0	0	0	0	validated	0.3334
BRCA	A2.A0EQ.01A	ACER3	NRL	11	14	1	-1	18	5	4	0.15	76572123	24552084	tier2	CDS-5UTR	261	76571911	76737841	24549316	24564339	0	0	0	0	NA	0.35045
LUAD	05.5425.01A	ACER3	PPME1	11	11	1	1	9	5	5	2.5	76670075	73933357	tier1	In-frame	262	76571911	76737841	73882144	73965748	0	0	0	0	NA	0.33239
BRCA	A1.A0SM.01A	ACER3	THRSP	11	11	1	1	10	10	9	1.1	76572123	77778705	tier4	CDS-3UTR	263	76571911	76737841	77774907	77779397	0	0	0	0	non-validated	0.32288
BRCA	E2.A109.01A	ACER3	UVRAG	11	11	1	1	17	26	24	0.026	76730820	75826968	tier1	In-frame	264	76571911	76737841	75526212	75854239	0	0	0	0	validated	0.33918
LUSC	O2.A52V.01A	ACIN1	KIAA1598	14	10	-1	-1	12	4	4	0.2	23559731	118700123	tier1	Out-of-frame	265	23527773	23564823	118643742	118886097	1	0	1	0	NA	0.35972
BRCA	D8.A1JM.01A	ACLY	DNAJC7	17	17	-1	-1	4	7	6	1.1	40054884	40129341	tier1	Out-of-frame	266	40023161	40075272	40128439	40169715	0	0	0	0	NA	0.37966
BRCA	LL.A6FR.01A	ACLY	DNAJC7	17	17	-1	-1	219	438	394	1.1	40057949	40129341	tier1	In-frame	267	40023161	40075272	40128439	40169715	0	0	0	0	NA	0.37966
ESCA	VR.AA4D.01A	ACLY	NEUROD2	17	17	-1	-1	14	58	46	0.47	40039375	37762857	tier1	CDS-5UTR	268	40023161	40075272	37760021	37764196	0	0	0	0	NA	0.3706
SARC	WK.A8Y0.01A	ACLY	TAF15	17	17	-1	1	366	170	157	0.095	40054002	34163136	tier1	In-frame	269	40023161	40075272	34136488	34174237	0	0	0	0	NA	0.38054
ESCA	L5.A4OS.01A	ACLY	WEE1	17	11	-1	1	10	46	42	0.5	40030064	9609996	tier1	In-frame	270	40023161	40075272	9595228	9615004	0	0	0	0	NA	0.38382
BRCA	OL.A5RY.01A	ACO1	TYRP1	9	9	1	1	9	17	14	0.36	32384733	12693912	tier1	5UTR-5UTR	271	32384601	32450834	12685439	12710274	0	0	0	0	NA	0.3502
SKCM	EB.A5KH.06A	ACO2	AHRR	22	5	1	1	2	12	11	0.57	41865186	422844	tier2	Out-of-frame	272	41865117	41924993	304176	438291	1	1	0	0	NA	0.35388
UCEC	AJ.A3EM.01A	ACO2	ARHGAP8	22	22	1	1	27	4	4	0.2	41895866	45110471	tier1	In-frame	273	41865117	41924993	44752558	44862788	1	0	0	0	NA	0.3622
SKCM	BF.A5EQ.01A	ACO2	C22orf25	22	22	1	1	7	12	9	2.8	41865186	20024283	tier1	CDS-5UTR	274	41865117	41924993	20004537	20053449	1	0	0	0	NA	0
UCEC	AJ.A3EM.01A	ACO2	PRR5	22	22	1	1	27	10	10	0.23	41895866	45098372	tier1	CDS-5UTR	275	41865117	41924993	44668547	44737681	1	0	0	0	NA	0.34806
SKCM	XV.AAZY.01A	ACO2	RASGEF1C	22	5	1	-1	3	6	6	0.24	41865186	179565058	tier1	CDS-5UTR	276	41865117	41924993	179527795	179636153	1	0	0	0	NA	0.34678
LUSC	56.A4BX.01A	ACO2	ZC3H7B	22	22	1	1	4	9	8	0.049	41865186	41737092	tier1	Out-of-frame	278	41865117	41924993	41697526	41756151	1	0	0	0	NA	0.36587
BRCA	D8.A1X5.01A	ACO2	ZC3H7B	22	22	1	1	7	10	9	0.049	41865186	41751473	tier1	In-frame	279	41865117	41924993	41697526	41756151	1	0	0	0	NA	0.36587
BRCA	E9.A1R7.01A	ACOT11	C8B	1	1	1	-1	9	14	11	1.9	55051577	57417853	tier1	In-frame	280	55007930	55104865	57394883	57431813	0	0	0	0	NA	0.36134
LIHC	ZS.A9CF.01A	ACOT12	SSBP2	5	5	-1	-1	2	2	2	0.19	80631587	80785128	tier4	Out-of-frame	281	80625824	80689998	80708840	81047616	0	0	0	0	NA	0.34493
SARC	DX.A6YT.01A	ACOT2	ZNF320	14	19	1	-1	2	1	1	4.6	74036100	53385236	tier2	In-frame	282	73567620	73575658	52863790	52897693	1	0	0	0	NA	0.34972
UCS	N8.A56S.01A	ACOT7	DNAJC11	1	1	-1	-1	19	12	10	1	6341162	6727870	tier1	In-frame	283	6324333	6454451	6694228	6761984	0	1	0	1	NA	0.34907
BRCA	D8.A1XZ.01A	ACOT7	FUCA1	1	1	-1	-1	26	19	15	0.61	6341162	24181050	tier1	In-frame	284	6324333	6454451	24171567	24194784	0	0	0	0	NA	0.33832
BRCA	C8.A12Q.01A	ACOT7	KLHL21	1	1	-1	-1	2	5	5	0.56	6378552	6655617	tier2	Out-of-frame	285	6324333	6454451	6650784	6674667	0	0	0	0	non-validated	0.34855
CESC	C5.A8YQ.01A	ACOT7	MIB2	1	1	-1	1	17	13	12	1	6378552	1560666	tier1	In-frame	286	6324333	6454451	1550795	1565990	0	0	0	0	NA	0.36242
BRCA	A2.A0T1.01A	ACOT7	NSMCE2	1	8	-1	1	57	45	42	100	6453317	126379010	tier1	In-frame	287	6324333	6454451	126103921	126379362	1	0	0	0	NA	0.33792
ESCA	L5.A4OS.01A	ACOT7	PLEKHG5	1	1	-1	-1	3	24	20	0.13	6341162	6556629	tier1	Out-of-frame	288	6324333	6454451	6526152	6580121	0	0	0	0	NA	0.34698
LUSC	43.A56U.01A	ACOT9	APOO	X	X	-1	-1	17	13	9	1.5	23739998	23899069	tier1	In-frame	290	23720370	23784592	23851470	23926057	0	0	0	0	NA	0.327
LUSC	98.A53A.01A	ACOT9	APOO	X	X	-1	-1	9	1	1	1.5	23739998	23899069	tier3	In-frame	291	23720370	23784592	23851470	23926057	0	0	0	0	NA	0.327
BRCA	A7.A13D.01B	ACOT9	APOO	X	X	-1	-1	102	142	126	1.5	23748644	23851729	tier1	CDS-3UTR	292	23720370	23784592	23851470	23926057	0	0	0	0	non-validated	0.327
BRCA	AC.A8OQ.01A	ACOT9	APOO	X	X	-1	-1	10	10	10	1.5	23739998	23899069	tier1	In-frame	293	23720370	23784592	23851470	23926057	0	0	0	0	NA	0.327
LUAD	78.7155.01A	ACOX1	SRP68	17	17	-1	-1	7	4	3	2.4	73969706	74066525	tier1	In-frame	294	73937596	73975515	74035187	74068607	0	1	0	1	NA	0.35243
UCEC	B5.A3FB.01A	ACOX1	SRP68	17	17	-1	-1	6	3	3	2.4	73951647	74060252	tier1	Out-of-frame	295	73937596	73975515	74035187	74068607	0	1	0	0	NA	0.35243
BLCA	DK.A3IT.01A	ACOX1	SRP68	17	17	-1	-1	7	5	5	2.4	73974615	74063411	tier1	In-frame	296	73937596	73975515	74035187	74068607	1	1	0	1	NA	0.35243
BLCA	E7.A5KE.01A	ACOX1	SRP68	17	17	-1	-1	14	11	8	2.4	73949532	74046607	tier1	Out-of-frame	297	73937596	73975515	74035187	74068607	0	0	0	0	NA	0.35243
MESO	TS.A7P8.01A	ACOX3	STAT1	4	2	-1	-1	13	6	6	4.5	8442375	191863034	tier1	5UTR-CDS	298	8366282	8440723	190964358	191020960	0	1	0	1	NA	0.37869
BLCA	FD.A3SJ.01A	ACOXL	UNC5D	2	8	1	1	5	5	5	0.24	111850543	35406810	tier1	Out-of-frame	299	111490150	111875799	35092975	35654068	0	0	0	0	NA	0.35427
CESC	IR.A3LH.01A	ACP2	CD74	11	5	-1	-1	2	2	1	0.47	47261044	149792295	tier4	NA	300	47260853	47270457	149781200	149792492	0	0	0	0	NA	0.362
UCEC	AP.A5FX.01A	ACP2	MRPL48	11	11	-1	1	20	16	14	0.52	47266856	73555852	tier1	In-frame	301	47260853	47270457	73498361	73576178	0	0	0	0	NA	0.33371
SKCM	EB.A550.01A	ACP5	GTF2F1	19	19	-1	-1	37	31	28	0.55	11688408	6389648	tier1	5UTR-CDS	302	11685477	11689801	6379580	6393992	0	1	0	0	NA	0.3706
PRAD	2A.AAYU.01A	ACP6	INTS7	1	1	-1	-1	4	2	2	0.98	147120048	212190365	tier1	Out-of-frame	303	147119170	147142618	212113741	212208884	0	1	0	1	NA	0.3456
SARC	DX.AB3A.01A	ACP6	PIAS3	1	1	-1	1	4	6	6	0.18	147141952	145578062	tier1	In-frame	304	147119170	147142618	145575233	145586546	0	0	0	0	NA	0.36738
PRAD	V1.A9O9.01A	ACPP	ATP2C1	3	3	1	1	185	178	160	0.56	132036420	130649260	tier1	In-frame	305	132036211	132087142	130569439	130735556	0	0	0	0	NA	0.35561
PRAD	EJ.5512.01A	ACPP	OGT	3	X	1	1	2	11	10	0.05	132077596	70782980	tier3	3UTR-CDS	306	132036211	132087142	70752933	70795747	0	0	0	0	NA	0.37605
PRAD	HC.7233.01A	ACPP	SAFB2	3	19	1	-1	306	342	319	0.37	132036420	5616346	tier1	In-frame	307	132036211	132087142	5587011	5622938	0	1	0	0	non-validated	0.36917
PRAD	G9.6499.01A	ACPP	STAT6	3	12	1	-1	2	12	10	0.45	132077596	57496773	tier4	NA	308	132036211	132087142	57489191	57525922	0	0	0	0	NA	0.37358
PRAD	G9.6498.01A	ACPP	ZNF462	3	9	1	1	3	14	14	0.095	132036420	109685635	tier1	CDS-5UTR	309	132036211	132087142	109625378	109775915	0	0	0	0	NA	0.35923
PRAD	WW.A8ZI.01A	ACPP	ZNF462	3	9	1	1	35	23	21	0.095	132036420	109685635	tier1	CDS-5UTR	310	132036211	132087142	109625378	109775915	0	0	0	0	NA	0.35923
BRCA	A8.A07I.01A	ACSF2	SPAG9	17	17	1	-1	21	18	17	2.3	48503750	49091714	tier1	In-frame	311	48503519	48552206	49039535	49198226	1	1	0	0	validated	0.36715
LUAD	67.6215.01A	ACSF3	MYH7B	16	20	1	1	2	1	1	0.24	89212457	33578541	tier3	Out-of-frame	312	89154783	89222254	33563206	33590240	0	0	0	0	validated	0.346
SARC	DX.AATS.01A	ACSF3	ZNF483	16	9	1	1	6	7	7	1.7	89212457	114338645	tier1	Out-of-frame	313	89154783	89222254	111525159	111577844	0	0	0	0	NA	0.35539
BRCA	AC.A8OQ.01A	ACSL3	MOGAT1	2	2	1	1	4	1	1	0.73	223725976	223553063	tier2	5UTR-CDS	314	223725652	223809357	222671786	222709930	0	0	0	0	NA	0.34089
LUAD	69.7979.01A	ACSL3	PHGDH	2	1	1	1	61	92	88	0.053	223725976	120263793	tier1	5UTR-CDS	315	223725652	223809357	120202421	120286838	0	1	0	1	NA	0.35417
PRAD	CH.5750.01A	ACSL3	SGPP2	2	2	1	1	4	5	5	2.4	223725976	223386486	tier1	5UTR-CDS	316	223725652	223809357	223289236	223425667	0	0	0	0	non-validated	0.34266
PRAD	CH.5751.01A	ACSL3	SGPP2	2	2	1	1	15	22	22	2.4	223725976	223386486	tier1	5UTR-CDS	317	223725652	223809357	223289236	223425667	0	0	0	0	NA	0.34266
LIHC	BW.A5NO.01A	ACSL3	SMARCAL1	2	2	1	1	4	2	1	8.1	223795530	217341832	tier2	Out-of-frame	318	223725652	223809357	216412414	216483053	0	0	0	0	non-validated	0.34913
PRAD	ZG.A9LZ.01A	ACSL6	CDS2	5	20	-1	1	4	2	2	0.62	131307243	5154169	tier1	In-frame	319	131142683	131347936	5107432	5178533	0	1	0	0	NA	0.34449
PRAD	EJ.A46G.01A	ACSM1	DNAH3	16	16	-1	-1	4	4	4	0.022	20681149	21128660	tier1	In-frame	320	20634559	20710212	20943804	21170762	0	1	0	0	NA	0.34953
CHOL	3X.AAVE.01A	ACSS1	CDH4	20	20	-1	1	3	2	1	0.57	25028721	60318619	tier3	Out-of-frame	321	24986868	25039616	59827559	60512307	0	1	0	0	NA	0.35715
LUSC	22.A5C4.01A	ACSS1	DBNDD2	20	20	-1	1	17	19	15	0.27	25038405	44037100	tier1	CDS-5UTR	322	24986868	25039616	45406057	45410610	0	0	0	0	NA	0.34974
KIRP	DZ.6131.01A	ACSS1	ZFAND3	20	6	-1	1	2	10	2	2	24986874	38029369	tier3	3UTR-CDS	324	24986868	25039616	37787275	38122400	0	0	0	0	NA	0.34738
BRCA	C8.A134.01A	ACSS2	GSS	20	20	1	-1	13	4	4	0.21	33502240	33516754	tier1	Out-of-frame	325	33459949	33515769	33516236	33543620	0	0	0	0	NA	0.34548
SARC	3R.A8YX.01A	ACSS3	AVIL	12	12	1	-1	6	8	6	6.1	81472210	58204910	tier1	In-frame	326	81331594	81650533	58191159	58212487	0	1	0	0	NA	0.35614
SARC	DX.A7EI.01A	ACSS3	CYP39A1	12	6	1	-1	54	47	37	1.3	81472210	46518174	tier1	Out-of-frame	327	81331594	81650533	46517541	46620523	0	0	0	0	NA	0.34453
SARC	3B.A9HS.01A	ACSS3	INSR	12	19	1	-1	2	11	11	0.037	81545875	7143101	tier2	Out-of-frame	328	81331594	81650533	7112266	7294011	0	0	0	0	NA	0.38842
SARC	DX.A7EI.01A	ACSS3	STAU2	12	8	1	-1	111	108	95	0.016	81537026	74334937	tier2	In-frame	329	81331594	81650533	74332604	74659943	0	0	0	0	NA	0.35328
SARC	DX.A7EM.01A	ACTA2	COL6A1	10	21	-1	1	4	81	1	0.26	90694833	47407069	tier4	3UTR-CDS	330	90694831	90751147	47401651	47424964	0	1	0	0	NA	0.37574
LIHC	2Y.A9H7.01A	ACTB	AHSG	7	3	-1	1	2	1	1	1.4	5567255	186330855	tier3	3UTR-5UTR	332	5566782	5603415	186612923	186621318	0	0	0	0	NA	0.37573
BLCA	FD.A3SO.01A	ACTB	CDC5L	7	6	-1	1	2	1	1	1.5	5566782	44374060	tier4	3UTR-CDS	333	5566782	5603415	44355262	44418163	0	0	0	0	NA	0.38431
PAAD	HZ.8003.01A	ACTB	CELA3A	7	1	-1	1	2	2	1	0.06	5567255	22328149	tier3	3UTR-5UTR	334	5566782	5603415	22001656	22012539	0	0	0	0	NA	0.3717
PAAD	HZ.A77O.01A	ACTB	CELA3A	7	1	-1	1	2	3	2	0.06	5567255	22328149	tier3	3UTR-5UTR	335	5566782	5603415	22001656	22012539	0	0	0	0	NA	0.3717
LUAD	78.7542.01A	ACTB	COL17A1	7	10	-1	-1	4	3	2	0.39	5567255	105845629	tier1	NA	336	5566782	5603415	105791044	105845760	0	0	0	0	NA	0.37621
LUSC	77.7337.01A	ACTB	CSE1L	7	20	-1	1	2	2	1	2.9	5567255	47662862	tier3	3UTR-5UTR	337	5566782	5603415	47662838	47713489	0	0	0	0	NA	0.37649
LUAD	49.6761.01A	ACTB	EML2	7	19	-1	-1	2	1	1	0.66	5567034	46142669	tier3	3UTR-5UTR	338	5566782	5603415	46112660	46148726	0	0	0	0	NA	0.37729
HNSC	CQ.A4CD.01A	ACTB	GLTSCR2	7	19	-1	1	2	5	4	1.3	5567255	48248811	tier3	3UTR-5UTR	339	5566782	5603415	47745522	47757058	0	0	0	0	NA	0.37732
READ	AH.6903.01A	ACTB	GNB2L1	7	5	-1	-1	2	5	3	1.2	5567255	180670914	tier3	3UTR-5UTR	340	5566782	5603415	180663909	180675096	0	0	0	0	NA	0.38094
PRAD	G9.6371.01A	ACTB	GNB2L1	7	5	-1	-1	3	1	1	1.2	5567255	180670914	tier4	3UTR-5UTR	341	5566782	5603415	180663909	180675096	0	0	0	0	NA	0.38094
PRAD	HC.A632.01A	ACTB	GNB2L1	7	5	-1	-1	2	4	2	1.2	5567255	180670914	tier4	3UTR-5UTR	342	5566782	5603415	180663909	180675096	0	0	0	0	NA	0.38094
BRCA	OL.A66I.01A	ACTB	HLA-DQB1	7	6	-1	-1	2	6	6	0.12	5567255	32634461	tier4	3UTR-5UTR	343	5566782	5603415	32748163	32755410	0	0	0	0	NA	0.37649
BLCA	BT.A3PH.01A	ACTB	KIAA0182	7	16	-1	1	2	7	1	0.51	5567255	85696972	tier4	NA	345	5566782	5603415	85645023	85709810	0	0	0	0	NA	0.38117
LGG	DH.A669.01A	ACTB	PMP2	7	8	-1	-1	2	2	1	0.86	5567255	82359674	tier3	3UTR-5UTR	346	5566782	5603415	81440326	81447523	0	0	0	0	non-validated	0.37501
COAD	A6.6649.01A	ACTB	SAFB	7	19	-1	1	2	2	2	2.5	5567255	5623150	tier3	3UTR-5UTR	348	5566782	5603415	5623150	5668488	0	0	0	0	NA	0.3823
LIHC	DD.A73F.01A	ACTB	SEPP1	7	5	-1	-1	2	1	1	1.9	5567255	42811994	tier4	3UTR-5UTR	349	5566782	5603415	42799880	42887392	0	0	0	0	NA	0.37488
PAAD	HZ.7924.01A	ACTB	TM4SF4	7	3	-1	1	2	3	1	100	5567255	149192486	tier4	NA	350	5566782	5603415	149191761	149221068	0	0	0	0	NA	0.37316
PAAD	IB.7654.01A	ACTB	TM4SF4	7	3	-1	1	2	3	1	100	5567255	149192486	tier3	NA	351	5566782	5603415	149191761	149221068	0	0	0	0	NA	0.37316
KIRP	DW.7838.01A	ACTB	YWHAE	7	17	-1	-1	2	2	1	0.48	5567255	1303494	tier4	3UTR-5UTR	352	5566782	5603415	1247566	1303505	0	0	0	0	NA	0.37744
CESC	EA.A5FO.01A	ACTB	YWHAE	7	17	-1	-1	2	3	3	0.48	5567255	1303494	tier3	3UTR-5UTR	353	5566782	5603415	1247566	1303505	0	0	0	0	NA	0.37744
COAD	D5.6931.01A	ACTG1	ANKS1A	17	6	-1	1	2	4	1	0.01	79476999	34977682	tier3	NA	354	79476999	79479827	34857038	35085317	0	0	0	0	NA	0.37762
CESC	EA.A5ZD.01A	ACTG1	ANKS1A	17	6	-1	1	2	17	5	0.01	79476999	34977682	tier3	NA	355	79476999	79479827	34857038	35085317	0	0	0	0	NA	0.37762
UCS	N5.A4RO.01A	ACTG1	ANKS1A	17	6	-1	1	2	19	3	0.01	79476999	34977682	tier3	NA	356	79476999	79479827	34857038	35085317	0	0	0	0	NA	0.37762
PRAD	G9.6371.01A	ACTG1	CCT5	17	5	-1	1	2	9	4	0.002	79476999	10250033	tier3	3UTR-5UTR	357	79476999	79479827	10250033	10266524	0	0	0	0	NA	0.37086
KIRP	BQ.5878.01A	ACTG1	CLCN3	17	4	-1	1	2	5	2	0.46	79476999	170623929	tier3	NA	358	79476999	79479827	170533784	170644824	0	0	0	0	NA	0.37406
UCEC	EY.A1GO.01A	ACTG1	CLCN3	17	4	-1	1	2	23	11	0.46	79476999	170623929	tier3	NA	359	79476999	79479827	170533784	170644824	0	0	0	0	NA	0.37406
DLBC	GR.A4D9.01B	ACTG1	CXCR5	17	11	-1	1	2	10	3	0.086	79476999	118754475	tier4	3UTR-5UTR	360	79476999	79479827	118754475	118768508	0	0	0	0	NA	0.37431
COAD	D5.6923.01A	ACTG1	DDX21	17	10	-1	1	2	4	2	0.026	79476999	70723858	tier3	NA	361	79476999	79479827	70715884	70744829	0	0	0	0	NA	0.37346
LUAD	73.4666.01A	ACTG1	PLEKHA5	17	12	-1	1	2	33	15	5.4	79476999	19441012	tier4	NA	362	79476999	79479827	19282648	19529334	0	0	0	0	non-validated	0.37184
UCEC	AJ.A3EK.01A	ACTG1	STAT6	17	12	-1	-1	2	24	14	0.96	79476999	57496773	tier4	NA	363	79476999	79479827	57489191	57525922	0	0	0	0	NA	0.37837
COAD	G4.6586.01A	ACTG1	STAT6	17	12	-1	-1	2	52	24	0.96	79476999	57496773	tier3	NA	364	79476999	79479827	57489191	57525922	0	0	0	0	NA	0.37837
LUAD	71.6725.01A	ACTG1	THSD4	17	15	-1	1	2	47	12	2.2	79476999	72072881	tier4	3UTR-CDS	365	79476999	79479827	71389291	72075722	0	0	0	0	NA	0.37082
HNSC	CV.A460.01A	ACTG1	USP7	17	16	-1	-1	2	25	1	1.3	79476999	9030586	tier3	NA	366	79476999	79479827	8985951	9057341	0	0	0	0	NA	0.37435
PRAD	HC.7736.01A	ACTG1	ZNF827	17	4	-1	-1	2	12	5	1.8	79476999	146859787	tier3	3UTR-5UTR	367	79476999	79479827	146678779	146859787	0	0	0	0	NA	0.3736
SARC	IW.A3M6.01A	ACTG2	ALK	2	2	1	-1	1072	594	556	0.46	74128564	29449940	tier1	Out-of-frame	368	74119441	74146992	29415640	30144432	1	0	1	0	NA	0.3835
HNSC	CV.7103.01A	ACTL6A	ALG3	3	3	1	-1	77	56	51	0.4	179288029	183963600	tier1	In-frame	369	179280668	179306196	183960089	183967336	0	0	0	0	NA	0.3697
ESCA	L5.A4OS.01A	ACTL8	ACOX1	1	17	1	-1	4	23	22	0.042	18081999	73974774	tier2	5UTR-CDS	370	18081808	18153558	73937596	73975515	0	1	0	0	NA	0.35314
UCEC	A5.A3LP.01A	ACTN1	DCAF5	14	14	-1	-1	11	9	8	0.066	69445669	69529228	tier1	Out-of-frame	371	69340860	69446157	69517598	69619867	1	0	0	0	NA	0.3742
BRCA	BH.A0DQ.01A	ACTN1	SCGN	14	6	-1	1	16	13	12	0.68	69343799	25691284	tier1	In-frame	372	69340860	69446157	25652464	25702011	0	0	0	0	NA	0.37692
BRCA	AN.A0G0.01A	ACTN2	CHRM3	1	1	1	1	69	63	57	0.13	236850099	239841486	tier1	CDS-5UTR	373	236686454	236764631	239549865	240078750	1	0	0	0	non-validated	0.3841
LUSC	22.1005.01A	ACTN4	CATSPERG	19	19	1	1	32	11	9	0.22	39200116	38834220	tier1	Out-of-frame	375	39138310	39222223	38826415	38861589	1	0	0	0	NA	0.37315
LUSC	63.A5MM.01A	ACTN4	EIF3K	19	19	1	1	156	163	145	0.18	39138547	39123070	tier1	In-frame	376	39138310	39222223	38619082	38636955	1	0	1	0	NA	0.375
BLCA	E7.A541.01A	ACTN4	EIF3K	19	19	1	1	177	148	128	0.18	39138547	39123070	tier1	In-frame	377	39138310	39222223	38619082	38636955	1	0	1	0	NA	0.375
SKCM	GN.A268.06A	ACTN4	EIF3K	19	19	1	1	46	13	9	0.18	39138547	39125633	tier1	Out-of-frame	378	39138310	39222223	38619082	38636955	1	0	1	0	NA	0.375
SARC	HS.A5N8.01A	ACTN4	EIF3K	19	19	1	1	64	57	50	0.18	39138547	39116668	tier1	In-frame	379	39138310	39222223	38619082	38636955	1	0	1	0	NA	0.375
PRAD	EJ.A46E.01A	ACTN4	MGST2	19	4	1	1	5	7	7	0.14	39138547	140616351	tier1	Out-of-frame	381	39138310	39222223	140586922	140661899	1	0	1	0	NA	0.37464
LIHC	ED.A7PX.01A	ACTN4	RYR1	19	19	1	1	6	10	10	0.22	39138547	39051753	tier1	In-frame	382	39138310	39222223	38924340	39078204	1	0	1	0	NA	0.37895
GBM	14.1034.02B	ACTN4	TXNDC12	19	1	1	-1	6	7	7	1.5	39138547	52507269	tier1	Out-of-frame	383	39138310	39222223	52020131	52056171	1	0	1	0	non-validated	0.37551
LUAD	55.A4DF.01A	ACTN4	YIF1B	19	19	1	-1	60	37	35	0.042	39138547	38800283	tier1	Out-of-frame	384	39138310	39222223	38794200	38806606	1	0	1	0	NA	0.3752
