GeneID	GeneSymbol	Alias	Links	Chromosome	Cytoband	Description	GeneType
1687	DFNA5	ICERE-1	MIM:608798|HGNC:HGNC:2810|Ensembl:ENSG00000105928|HPRD:02996|Vega:OTTHUMG00000023237	7	7p15	"deafness, autosomal dominant 5"	protein-coding
1739	DLG1	DLGH1|SAP-97|SAP97|dJ1061C18.1.1|hdlg	MIM:601014|HGNC:HGNC:2900|Ensembl:ENSG00000075711|HPRD:03007|Vega:OTTHUMG00000047972	3	3q29	"discs, large homolog 1 (Drosophila)"	protein-coding
1755	DMBT1	GP340|muclin	MIM:601969|HGNC:HGNC:2926|Ensembl:ENSG00000187908|HPRD:03575|Vega:OTTHUMG00000019185	10	10q26.13	deleted in malignant brain tumors 1	protein-coding
1756	DMD	BMD|CMD3B|DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85	MIM:300377|HGNC:HGNC:2928|Ensembl:ENSG00000198947|HPRD:02303|Vega:OTTHUMG00000021336	X	Xp21.2	dystrophin	protein-coding
1786	DNMT1	ADCADN|AIM|CXXC9|DNMT|HSN1E|MCMT	MIM:126375|HGNC:HGNC:2976|Ensembl:ENSG00000130816|HPRD:00532|Vega:OTTHUMG00000180397	19	19p13.2	DNA (cytosine-5-)-methyltransferase 1	protein-coding
1788	DNMT3A	DNMT3A2|M.HsaIIIA|TBRS	MIM:602769|HGNC:HGNC:2978|Ensembl:ENSG00000119772|HPRD:04141|Vega:OTTHUMG00000094777	2	2p23	DNA (cytosine-5-)-methyltransferase 3 alpha	protein-coding
1789	DNMT3B	ICF|ICF1|M.HsaIIIB	MIM:602900|HGNC:HGNC:2979|Ensembl:ENSG00000088305|HPRD:04209|Vega:OTTHUMG00000032226	20	20q11.2	DNA (cytosine-5-)-methyltransferase 3 beta	protein-coding
1796	DOK1	P62DOK	MIM:602919|HGNC:HGNC:2990|Ensembl:ENSG00000115325|HPRD:04228|Vega:OTTHUMG00000129956	2	2p13	"docking protein 1, 62kDa (downstream of tyrosine kinase 1)"	protein-coding
1801	DPH1	DPH2L|DPH2L1|OVCA1	MIM:603527|HGNC:HGNC:3003|Ensembl:ENSG00000108963|HPRD:04634|Vega:OTTHUMG00000177724	17	17p13.3	diphthamide biosynthesis 1	protein-coding
1803	DPP4	ADABP|ADCP2|CD26|DPPIV|TP103	MIM:102720|HGNC:HGNC:3009|Ensembl:ENSG00000197635|HPRD:02187|Vega:OTTHUMG00000132056	2	2q24.3	dipeptidyl-peptidase 4	protein-coding
1825	DSC3	CDHF3|DSC|DSC1|DSC2|DSC4|HT-CP	MIM:600271|HGNC:HGNC:3037|Ensembl:ENSG00000134762|HPRD:02604|Vega:OTTHUMG00000179622	18	18q12.1	desmocollin 3	protein-coding
1832	DSP	DCWHKTA|DP|DPI|DPII	MIM:125647|HGNC:HGNC:3052|Ensembl:ENSG00000096696|HPRD:00513|Vega:OTTHUMG00000014212	6	6p24	desmoplakin	protein-coding
1843	DUSP1	CL100|HVH1|MKP-1|MKP1|PTPN10	MIM:600714|HGNC:HGNC:3064|Ensembl:ENSG00000120129|HPRD:02835|Vega:OTTHUMG00000130523	5	5q34	dual specificity phosphatase 1	protein-coding
1847	DUSP5	DUSP|HVH3	MIM:603069|HGNC:HGNC:3071|Ensembl:ENSG00000138166|HPRD:04349|Vega:OTTHUMG00000019040	10	10q25	dual specificity phosphatase 5	protein-coding
1848	DUSP6	HH19|MKP3|PYST1	MIM:602748|HGNC:HGNC:3072|Ensembl:ENSG00000139318|HPRD:04124|Vega:OTTHUMG00000169912	12	12q22-q23	dual specificity phosphatase 6	protein-coding
1852	DUSP9	MKP-4|MKP4	MIM:300134|HGNC:HGNC:3076|Ensembl:ENSG00000130829|HPRD:02136|Vega:OTTHUMG00000024211	X	Xq28	dual specificity phosphatase 9	protein-coding
1869	E2F1	E2F-1|RBAP1|RBBP3|RBP3	MIM:189971|HGNC:HGNC:3113|Ensembl:ENSG00000101412|HPRD:01806|Vega:OTTHUMG00000032265	20	20q11.2	E2F transcription factor 1	protein-coding
1870	E2F2	E2F-2	MIM:600426|HGNC:HGNC:3114|Ensembl:ENSG00000007968|HPRD:02692|Vega:OTTHUMG00000003223	1	1p36	E2F transcription factor 2	protein-coding
1871	E2F3	E2F-3	MIM:600427|HGNC:HGNC:3115|Ensembl:ENSG00000112242|HPRD:02693|Vega:OTTHUMG00000016389	6	6p22	E2F transcription factor 3	protein-coding
1894	ECT2	ARHGEF31	MIM:600586|HGNC:HGNC:3155|Ensembl:ENSG00000114346|HPRD:11860|Vega:OTTHUMG00000156762	3	3q26.1-q26.2	epithelial cell transforming 2	protein-coding
1910	EDNRB	ABCDS|ET-B|ET-BR|ETB|ETBR|ETRB|HSCR|HSCR2|WS4A	MIM:131244|HGNC:HGNC:3180|Ensembl:ENSG00000136160|HPRD:08834|Vega:OTTHUMG00000017111	13	13q22	endothelin receptor type B	protein-coding
1915	EEF1A1	CCS-3|CCS3|EE1A1|EEF-1|EEF1A|EF-Tu|EF1A|GRAF-1EF|HNGC:16303|LENG7|PTI1|eEF1A-1	MIM:130590|HGNC:HGNC:3189|Ensembl:ENSG00000156508|HPRD:00559	6	6q14.1	eukaryotic translation elongation factor 1 alpha 1	protein-coding
1946	EFNA5	AF1|EFL5|EPLG7|GLC1M|LERK7|RAGS	MIM:601535|HGNC:HGNC:3225|Ensembl:ENSG00000184349|HPRD:03324|Vega:OTTHUMG00000128741	5	5q21	ephrin-A5	protein-coding
1958	EGR1	AT225|G0S30|KROX-24|NGFI-A|TIS8|ZIF-268|ZNF225	MIM:128990|HGNC:HGNC:3238|Ensembl:ENSG00000120738|HPRD:00549|Vega:OTTHUMG00000129197	5	5q31.1	early growth response 1	protein-coding
1959	EGR2	AT591|CMT1D|CMT4E|KROX20	MIM:129010|HGNC:HGNC:3239|Ensembl:ENSG00000122877|HPRD:00551|Vega:OTTHUMG00000018308	10	10q21.1	early growth response 2	protein-coding
1969	EPHA2	ARCC2|CTPA|CTPP1|CTRCT6|ECK	MIM:176946|HGNC:HGNC:3386|Ensembl:ENSG00000142627|HPRD:01494|Vega:OTTHUMG00000009527	1	1p36	EPH receptor A2	protein-coding
2012	EMP1	CL-20|EMP-1|TMP	MIM:602333|HGNC:HGNC:3333|HPRD:11892	12	12p12.3	epithelial membrane protein 1	protein-coding
2013	EMP2	NPHS10|XMP	MIM:602334|HGNC:HGNC:3334|Ensembl:ENSG00000213853|HPRD:11893|Vega:OTTHUMG00000129752	16	16p13.2	epithelial membrane protein 2	protein-coding
2034	EPAS1	ECYT4|HIF2A|HLF|MOP2|PASD2|bHLHe73	MIM:603349|HGNC:HGNC:3374|Ensembl:ENSG00000116016|HPRD:06787|Vega:OTTHUMG00000128818	2	2p21-p16	endothelial PAS domain protein 1	protein-coding
2035	EPB41	4.1R|EL1|HE	MIM:130500|HGNC:HGNC:3377|Ensembl:ENSG00000159023|HPRD:00558|Vega:OTTHUMG00000003644	1	1p33-p32	erythrocyte membrane protein band 4.1	protein-coding
2041	EPHA1	EPH|EPHT|EPHT1	MIM:179610|HGNC:HGNC:3385|Ensembl:ENSG00000146904|HPRD:01554|Vega:OTTHUMG00000155894	7	7q34	EPH receptor A1	protein-coding
2042	EPHA3	EK4|ETK|ETK1|HEK|HEK4|TYRO4	MIM:179611|HGNC:HGNC:3387|Ensembl:ENSG00000044524|HPRD:01555|Vega:OTTHUMG00000159040	3	3p11.2	EPH receptor A3	protein-coding
2048	EPHB2	CAPB|DRT|EK5|EPHT3|ERK|Hek5|PCBC|Tyro5	MIM:600997|HGNC:HGNC:3393|Ensembl:ENSG00000133216|HPRD:02997|Vega:OTTHUMG00000002881	1	1p36.1-p35	EPH receptor B2	protein-coding
2049	EPHB3	ETK2|HEK2|TYRO6	MIM:601839|HGNC:HGNC:3394|Ensembl:ENSG00000182580|HPRD:03502|Vega:OTTHUMG00000156710	3	3q27.1	EPH receptor B3	protein-coding
2050	EPHB4	HTK|MYK1|TYRO11	MIM:600011|HGNC:HGNC:3395|Ensembl:ENSG00000196411|HPRD:02481|Vega:OTTHUMG00000157040	7	7q22	EPH receptor B4	protein-coding
2051	EPHB6	HEP	MIM:602757|HGNC:HGNC:3396|Ensembl:ENSG00000106123|HPRD:04133|Vega:OTTHUMG00000155707	7	7q33-q35	EPH receptor B6	protein-coding
2066	ERBB4	ALS19|HER4|p180erbB4	MIM:600543|HGNC:HGNC:3432|Ensembl:ENSG00000178568|HPRD:02767|Vega:OTTHUMG00000133012	2	2q33.3-q34	erb-b2 receptor tyrosine kinase 4	protein-coding
2070	EYA4	CMD1J|DFNA10	MIM:603550|HGNC:HGNC:3522|Ensembl:ENSG00000112319|HPRD:04648|Vega:OTTHUMG00000015602	6	6q23	EYA transcriptional coactivator and phosphatase 4	protein-coding
2077	ERF	CRS4|PE-2|PE2	MIM:611888|HGNC:HGNC:3444|Ensembl:ENSG00000105722|HPRD:09942|Vega:OTTHUMG00000182788	19	19q13	Ets2 repressor factor	protein-coding
2099	ESR1	ER|ESR|ESRA|ESTRR|Era|NR3A1	MIM:133430|HGNC:HGNC:3467|Ensembl:ENSG00000091831|HPRD:00589|Vega:OTTHUMG00000016103	6	6q25.1	estrogen receptor 1	protein-coding
2100	ESR2	ER-BETA|ESR-BETA|ESRB|ESTRB|Erb|NR3A2	MIM:601663|HGNC:HGNC:3468|Ensembl:ENSG00000140009|HPRD:03390|Vega:OTTHUMG00000141306	14	14q23.2	estrogen receptor 2 (ER beta)	protein-coding
2103	ESRRB	DFNB35|ERR2|ERRb|ESRL2|NR3B2	MIM:602167|HGNC:HGNC:3473|Ensembl:ENSG00000119715|HPRD:03700|Vega:OTTHUMG00000160457	14	14q24.3	estrogen-related receptor beta	protein-coding
2114	ETS2	ETS2IT1	MIM:164740|HGNC:HGNC:3489|Ensembl:ENSG00000157557|HPRD:01263|Vega:OTTHUMG00000090769	21	21q22.2	v-ets avian erythroblastosis virus E26 oncogene homolog 2	protein-coding
2120	ETV6	TEL|TEL/ABL	MIM:600618|HGNC:HGNC:3495|Ensembl:ENSG00000139083|HPRD:15976|Vega:OTTHUMG00000168538	12	12p13	ets variant 6	protein-coding
2131	EXT1	EXT|LGCR|LGS|TRPS2|TTV	MIM:608177|HGNC:HGNC:3512|HPRD:00598	8	8q24.11	exostosin glycosyltransferase 1	protein-coding
2132	EXT2	SOTV	MIM:608210|HGNC:HGNC:3513|Ensembl:ENSG00000151348|HPRD:00599|Vega:OTTHUMG00000166498	11	11p12-p11	exostosin glycosyltransferase 2	protein-coding
2134	EXTL1	EXTL	MIM:601738|HGNC:HGNC:3515|Ensembl:ENSG00000158008|HPRD:03441|Vega:OTTHUMG00000007509	1	1p36.1	exostosin-like glycosyltransferase 1	protein-coding
2135	EXTL2	EXTR2	MIM:602411|HGNC:HGNC:3516|Ensembl:ENSG00000162694|HPRD:03876|Vega:OTTHUMG00000011814	1	1p21	exostosin-like glycosyltransferase 2	protein-coding
2137	EXTL3	BOTV|EXTL1L|EXTR1|REGR|RPR	MIM:605744|HGNC:HGNC:3518|Ensembl:ENSG00000012232|HPRD:09306|Vega:OTTHUMG00000102146	8	8p21	exostosin-like glycosyltransferase 3	protein-coding
2145	EZH1	KMT6B	MIM:601674|HGNC:HGNC:3526|Ensembl:ENSG00000108799|HPRD:03397|Vega:OTTHUMG00000180645	17	17q21.1-q21.3	enhancer of zeste 1 polycomb repressive complex 2 subunit	protein-coding
2146	EZH2	ENX-1|ENX1|EZH1|EZH2b|KMT6|KMT6A|WVS|WVS2	MIM:601573|HGNC:HGNC:3527|Ensembl:ENSG00000106462|HPRD:03342|Vega:OTTHUMG00000158973	7	7q35-q36	enhancer of zeste 2 polycomb repressive complex 2 subunit	protein-coding
2170	FABP3	FABP11|H-FABP|M-FABP|MDGI|O-FABP	MIM:134651|HGNC:HGNC:3557|HPRD:00613	1	1p33-p32	"fatty acid binding protein 3, muscle and heart"	protein-coding
2189	FANCG	FAG|XRCC9	MIM:602956|HGNC:HGNC:3588|Ensembl:ENSG00000221829|HPRD:04262|Vega:OTTHUMG00000019850	9	9p13	"Fanconi anemia, complementation group G"	protein-coding
2192	FBLN1	FBLN|FIBL1	MIM:135820|HGNC:HGNC:3600|Ensembl:ENSG00000077942|HPRD:00629|Vega:OTTHUMG00000151340	22	22q13.31	fibulin 1	protein-coding
2195	FAT1	CDHF7|CDHR8|FAT|ME5|hFat1	MIM:600976|HGNC:HGNC:3595|Ensembl:ENSG00000083857|HPRD:02986|Vega:OTTHUMG00000160320	4	4q35	FAT atypical cadherin 1	protein-coding
2203	FBP1	FBP	MIM:611570|HGNC:HGNC:3606|Ensembl:ENSG00000165140|HPRD:01973|Vega:OTTHUMG00000020268	9	9q22.3	"fructose-1,6-bisphosphatase 1"	protein-coding
2262	GPC5	-	MIM:602446|HGNC:HGNC:4453|Ensembl:ENSG00000179399|HPRD:03902|Vega:OTTHUMG00000017200	13	13q32	glypican 5	protein-coding
2271	FH	HLRCC|LRCC|MCL|MCUL1	MIM:136850|HGNC:HGNC:3700|Ensembl:ENSG00000091483|HPRD:00652|Vega:OTTHUMG00000039597	1	1q42.1	fumarate hydratase	protein-coding
2272	FHIT	AP3Aase|FRA3B	MIM:601153|HGNC:HGNC:3701|Ensembl:ENSG00000189283|HPRD:03096|Vega:OTTHUMG00000158591	3	3p14.2	fragile histidine triad	protein-coding
2273	FHL1	FHL-1|FHL1A|FHL1B|FLH1A|KYOT|SLIM|SLIM-1|SLIM1|SLIMMER|XMPMA	MIM:300163|HGNC:HGNC:3702|Ensembl:ENSG00000022267|HPRD:02157|Vega:OTTHUMG00000022504	X	Xq26	four and a half LIM domains 1	protein-coding
2296	FOXC1	ARA|FKHL7|FREAC-3|FREAC3|IGDA|IHG1|IRID1|RIEG3	MIM:601090|HGNC:HGNC:3800|Ensembl:ENSG00000054598|HPRD:03054|Vega:OTTHUMG00000016182	6	6p25	forkhead box C1	protein-coding
2308	FOXO1	FKH1|FKHR|FOXO1A	MIM:136533|HGNC:HGNC:3819|Ensembl:ENSG00000150907|HPRD:00645|Vega:OTTHUMG00000016775	13	13q14.1	forkhead box O1	protein-coding
2309	FOXO3	AF6q21|FKHRL1|FKHRL1P2|FOXO2|FOXO3A	MIM:602681|HGNC:HGNC:3821|Ensembl:ENSG00000118689|HPRD:04061|Vega:OTTHUMG00000015327	6	6q21	forkhead box O3	protein-coding
2316	FLNA	ABP-280|ABPX|CSBS|CVD1|FLN|FLN-A|FLN1|FMD|MNS|NHBP|OPD|OPD1|OPD2|XLVD|XMVD	MIM:300017|HGNC:HGNC:3754|Ensembl:ENSG00000196924|HPRD:02060|Vega:OTTHUMG00000022712	X	Xq28	"filamin A, alpha"	protein-coding
2322	FLT3	CD135|FLK-2|FLK2|STK1	MIM:136351|HGNC:HGNC:3765|Ensembl:ENSG00000122025|HPRD:00635|Vega:OTTHUMG00000016646	13	13q12	fms-related tyrosine kinase 3	protein-coding
2395	FXN	CyaY|FA|FARR|FRDA|X25	MIM:606829|HGNC:HGNC:3951|Ensembl:ENSG00000165060|HPRD:06013	9	9q21.11	frataxin	protein-coding
2444	FRK	GTK|PTK5|RAK	MIM:606573|HGNC:HGNC:3955|HPRD:05954	6	6q21-q22.3	fyn-related Src family tyrosine kinase	protein-coding
2521	FUS	ALS6|ETM4|FUS1|HNRNPP2|POMP75|TLS	MIM:137070|HGNC:HGNC:4010|Ensembl:ENSG00000089280|HPRD:00660|Vega:OTTHUMG00000132395	16	16p11.2	FUS RNA binding protein	protein-coding
2587	GALR1	GALNR|GALNR1	MIM:600377|HGNC:HGNC:4132|HPRD:02657	18	18q23	galanin receptor 1	protein-coding
2619	GAS1	-	MIM:139185|HGNC:HGNC:4165|Ensembl:ENSG00000180447|HPRD:00747|Vega:OTTHUMG00000020141	9	9q21.3-q22	growth arrest-specific 1	protein-coding
2626	GATA4	ASD2|TACHD|TOF|VSD1	MIM:600576|HGNC:HGNC:4173|Ensembl:ENSG00000136574|HPRD:08994|Vega:OTTHUMG00000090800	8	8p23.1-p22	GATA binding protein 4	protein-coding
2633	GBP1	-	MIM:600411|HGNC:HGNC:4182|Ensembl:ENSG00000117228|HPRD:02681|Vega:OTTHUMG00000010614	1	1p22.2	"guanylate binding protein 1, interferon-inducible"	protein-coding
2697	GJA1	AVSD3|CMDR|CX43|GJAL|HLHS1|HSS|ODDD	MIM:121014|HGNC:HGNC:4274|Ensembl:ENSG00000152661|HPRD:00414|Vega:OTTHUMG00000015479	6	6q22.31	"gap junction protein, alpha 1, 43kDa"	protein-coding
2706	GJB2	CX26|DFNA3|DFNA3A|DFNB1|DFNB1A|HID|KID|NSRD1|PPK	MIM:121011|HGNC:HGNC:4284|Ensembl:ENSG00000165474|HPRD:00413|Vega:OTTHUMG00000016513	13	13q11-q12	"gap junction protein, beta 2, 26kDa"	protein-coding
2719	GPC3	DGSX|GTR2-2|MXR7|OCI-5|SDYS|SGB|SGBS|SGBS1	MIM:300037|HGNC:HGNC:4451|Ensembl:ENSG00000147257|HPRD:02074|Vega:OTTHUMG00000022448	X	Xq26.1	glypican 3	protein-coding
2735	GLI1	GLI	MIM:165220|HGNC:HGNC:4317|Ensembl:ENSG00000111087|HPRD:01311|Vega:OTTHUMG00000167332	12	12q13.2-q13.3	GLI family zinc finger 1	protein-coding
2779	GNAT1	CSNBAD3|GBT1|GNATR	MIM:139330|HGNC:HGNC:4393|HPRD:08850	3	3p21	"guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1"	protein-coding
2810	SFN	YWHAS	MIM:601290|HGNC:HGNC:10773|Ensembl:ENSG00000175793|HPRD:03185|Vega:OTTHUMG00000004093	1	1p36.11	stratifin	protein-coding
2878	GPX3	GPx-P|GSHPx-3|GSHPx-P	MIM:138321|HGNC:HGNC:4555|Ensembl:ENSG00000211445|HPRD:11750|Vega:OTTHUMG00000163693	5	5q23	glutathione peroxidase 3 (plasma)	protein-coding
2903	GRIN2A	EPND|FESD|GluN2A|LKS|NMDAR2A|NR2A	MIM:138253|HGNC:HGNC:4585|Ensembl:ENSG00000183454|HPRD:00698|Vega:OTTHUMG00000129721	16	16p13.2	"glutamate receptor, ionotropic, N-methyl D-aspartate 2A"	protein-coding
2932	GSK3B	-	MIM:605004|HGNC:HGNC:4617|Ensembl:ENSG00000082701|HPRD:05418|Vega:OTTHUMG00000133765	3	3q13.3	glycogen synthase kinase 3 beta	protein-coding
2934	GSN	ADF|AGEL	MIM:137350|HGNC:HGNC:4620|Ensembl:ENSG00000148180|HPRD:00674|Vega:OTTHUMG00000020584	9	9q33	gelsolin	protein-coding
2950	GSTP1	DFN7|FAEES3|GST3|GSTP|HEL-S-22|PI	MIM:134660|HGNC:HGNC:4638|Ensembl:ENSG00000084207|HPRD:00614|Vega:OTTHUMG00000137430	11	11q13	glutathione S-transferase pi 1	protein-coding
2952	GSTT1	-	MIM:600436|HGNC:HGNC:4641|HPRD:02700	22	22q11.23	glutathione S-transferase theta 1	protein-coding
2972	BRF1	BRF|BRF-1|GTF3B|HEL-S-76p|TAF3B2|TAF3C|TAFIII90|TF3B90|TFIIIB90|hBRF	MIM:604902|HGNC:HGNC:11551|Ensembl:ENSG00000185024|HPRD:05361|Vega:OTTHUMG00000029884	14	14q	"BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit"	protein-coding
2984	GUCY2C	DIAR6|GUC2C|MECIL|MUCIL|STAR	MIM:601330|HGNC:HGNC:4688|Ensembl:ENSG00000070019|HPRD:07529|Vega:OTTHUMG00000168732	12	12p12	guanylate cyclase 2C	protein-coding
3014	H2AFX	H2A.X|H2A/X|H2AX	MIM:601772|HGNC:HGNC:4739|Ensembl:ENSG00000188486|HPRD:03465|Vega:OTTHUMG00000166196	11	11q23.3	"H2A histone family, member X"	protein-coding
3065	HDAC1	GON-10|HD1|RPD3|RPD3L1	MIM:601241|HGNC:HGNC:4852|Ensembl:ENSG00000116478|HPRD:03143|Vega:OTTHUMG00000007529	1	1p34	histone deacetylase 1	protein-coding
3090	HIC1	ZBTB29|ZNF901|hic-1	MIM:603825|HGNC:HGNC:4909|Ensembl:ENSG00000177374|HPRD:04826|Vega:OTTHUMG00000177635	17	17p13.3	hypermethylated in cancer 1	protein-coding
3091	HIF1A	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	MIM:603348|HGNC:HGNC:4910|Ensembl:ENSG00000100644|HPRD:04517|Vega:OTTHUMG00000140344	14	14q23.2	"hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)"	protein-coding
3094	HINT1	HINT|NMAN|PKCI-1|PRKCNH1	MIM:601314|HGNC:HGNC:4912|HPRD:03204	5	5q31.2	histidine triad nucleotide binding protein 1	protein-coding
3096	HIVEP1	CIRIP|CRYBP1|GAAP|MBP-1|PRDII-BF1|Schnurri-1|ZAS1|ZNF40|ZNF40A	MIM:194540|HGNC:HGNC:4920|Ensembl:ENSG00000095951|HPRD:01925|Vega:OTTHUMG00000014265	6	6p24-p22.3	human immunodeficiency virus type I enhancer binding protein 1	protein-coding
3104	ZBTB48	HKR3|ZNF855|pp9964	MIM:165270|HGNC:HGNC:4930|Ensembl:ENSG00000204859|HPRD:01316|Vega:OTTHUMG00000001438	1	1p36.3	zinc finger and BTB domain containing 48	protein-coding
3164	NR4A1	GFRP1|HMR|N10|NAK-1|NGFIB|NP10|NUR77|TR3	MIM:139139|HGNC:HGNC:7980|Ensembl:ENSG00000123358|HPRD:00744|Vega:OTTHUMG00000150393	12	12q13	"nuclear receptor subfamily 4, group A, member 1"	protein-coding
3169	FOXA1	HNF3A|TCF3A	MIM:602294|HGNC:HGNC:5021|Ensembl:ENSG00000129514|HPRD:03801|Vega:OTTHUMG00000140253	14	14q12-q13	forkhead box A1	protein-coding
3170	FOXA2	HNF3B|TCF3B	MIM:600288|HGNC:HGNC:5022|Ensembl:ENSG00000125798|HPRD:02618|Vega:OTTHUMG00000032041	20	20p11	forkhead box A2	protein-coding
3172	HNF4A	FRTS4|HNF4|HNF4a7|HNF4a8|HNF4a9|HNF4alpha|MODY|MODY1|NR2A1|NR2A21|TCF|TCF14	MIM:600281|HGNC:HGNC:5024|Ensembl:ENSG00000101076|HPRD:02612|Vega:OTTHUMG00000032531	20	20q13.12	"hepatocyte nuclear factor 4, alpha"	protein-coding
3175	ONECUT1	HNF-6|HNF6|HNF6A	MIM:604164|HGNC:HGNC:8138|Ensembl:ENSG00000169856|HPRD:05002|Vega:OTTHUMG00000131899	15	15q21.3	one cut homeobox 1	protein-coding
3248	HPGD	15-PGDH|PGDH|PGDH1|PHOAR1|SDR36C1	MIM:601688|HGNC:HGNC:5154|Ensembl:ENSG00000164120|HPRD:03406|Vega:OTTHUMG00000160772	4	4q34-q35	hydroxyprostaglandin dehydrogenase 15-(NAD)	protein-coding
3273	HRG	HPRG|HRGP|THPH11	MIM:142640|HGNC:HGNC:5181|Ensembl:ENSG00000113905|HPRD:00812|Vega:OTTHUMG00000156578	3	3q27	histidine-rich glycoprotein	protein-coding
3329	HSPD1	CPN60|GROEL|HLD4|HSP-60|HSP60|HSP65|HuCHA60|SPG13	MIM:118190|HGNC:HGNC:5261|Ensembl:ENSG00000144381|HPRD:00318|Vega:OTTHUMG00000154463	2	2q33.1	heat shock 60kDa protein 1 (chaperonin)	protein-coding
3337	DNAJB1	HSPF1|Hdj1|Hsp40|RSPH16B|Sis1	MIM:604572|HGNC:HGNC:5270|Ensembl:ENSG00000132002|HPRD:05198|Vega:OTTHUMG00000183289	19	19p13.2	"DnaJ (Hsp40) homolog, subfamily B, member 1"	protein-coding
3394	IRF8	H-ICSBP|ICSBP|ICSBP1|IMD32A|IMD32B|IRF-8	MIM:601565|HGNC:HGNC:5358|Ensembl:ENSG00000140968|HPRD:03336|Vega:OTTHUMG00000137648	16	16q24.1	interferon regulatory factor 8	protein-coding
3400	ID4	IDB4|bHLHb27	MIM:600581|HGNC:HGNC:5363|HPRD:08995	6	6p22.3	"inhibitor of DNA binding 4, dominant negative helix-loop-helix protein"	protein-coding
3417	IDH1	HEL-216|HEL-S-26|IDCD|IDH|IDP|IDPC|PICD	MIM:147700|HGNC:HGNC:5382|Ensembl:ENSG00000138413|HPRD:00984|Vega:OTTHUMG00000132943	2	2q33.3	"isocitrate dehydrogenase 1 (NADP+), soluble"	protein-coding
3428	IFI16	IFNGIP1|PYHIN2	MIM:147586|HGNC:HGNC:5395|Ensembl:ENSG00000163565|HPRD:00969|Vega:OTTHUMG00000037108	1	1q22	"interferon, gamma-inducible protein 16"	protein-coding
3479	IGF1	IGF-I|IGF1A|IGFI	MIM:147440|HGNC:HGNC:5464|Ensembl:ENSG00000017427|HPRD:00936|Vega:OTTHUMG00000149910	12	12q23.2	insulin-like growth factor 1 (somatomedin C)	protein-coding
3482	IGF2R	CD222|CIMPR|M6P-R|MPR1|MPRI	MIM:147280|HGNC:HGNC:5467|Ensembl:ENSG00000197081|HPRD:00928|Vega:OTTHUMG00000015945	6	6q26	insulin-like growth factor 2 receptor	protein-coding
3483	IGFALS	ACLSD|ALS	MIM:601489|HGNC:HGNC:5468|Ensembl:ENSG00000099769|HPRD:03290|Vega:OTTHUMG00000128638	16	16p13.3	"insulin-like growth factor binding protein, acid labile subunit"	protein-coding
3486	IGFBP3	BP-53|IBP3	MIM:146732|HGNC:HGNC:5472|Ensembl:ENSG00000146674|HPRD:00899|Vega:OTTHUMG00000023769	7	7p12.3	insulin-like growth factor binding protein 3	protein-coding
3487	IGFBP4	BP-4|HT29-IGFBP|IBP4|IGFBP-4	MIM:146733|HGNC:HGNC:5473|Ensembl:ENSG00000141753|HPRD:00900|Vega:OTTHUMG00000133326	17	17q21.2	insulin-like growth factor binding protein 4	protein-coding
3488	IGFBP5	IBP5	MIM:146734|HGNC:HGNC:5474|Ensembl:ENSG00000115461|HPRD:00901|Vega:OTTHUMG00000133058	2	2q35	insulin-like growth factor binding protein 5	protein-coding
3490	IGFBP7	AGM|FSTL2|IBP-7|IGFBP-7|IGFBP-7v|IGFBPRP1|MAC25|PSF|RAMSVPS|TAF	MIM:602867|HGNC:HGNC:5476|HPRD:04183	4	4q12	insulin-like growth factor binding protein 7	protein-coding
3579	CXCR2	CD182|CDw128b|CMKAR2|IL8R2|IL8RA|IL8RB	MIM:146928|HGNC:HGNC:6027|Ensembl:ENSG00000180871|HPRD:00907|Vega:OTTHUMG00000133107	2	2q35	chemokine (C-X-C motif) receptor 2	protein-coding
3605	IL17A	CTLA8|IL-17|IL-17A|IL17	MIM:603149|HGNC:HGNC:5981|Ensembl:ENSG00000112115|HPRD:04396|Vega:OTTHUMG00000014840	6	6p12	interleukin 17A	protein-coding
3611	ILK	HEL-S-28|ILK-1|ILK-2|P59|p59ILK	MIM:602366|HGNC:HGNC:6040|Ensembl:ENSG00000166333|HPRD:03842|Vega:OTTHUMG00000133407	11	11p15.4	integrin-linked kinase	protein-coding
3621	ING1	p24ING1c|p33|p33ING1|p33ING1b|p47|p47ING1a	MIM:601566|HGNC:HGNC:6062|Ensembl:ENSG00000153487|HPRD:03337|Vega:OTTHUMG00000017346	13	13q34	"inhibitor of growth family, member 1"	protein-coding
3622	ING2	ING1L|p33ING2	MIM:604215|HGNC:HGNC:6063|Ensembl:ENSG00000168556|HPRD:05021|Vega:OTTHUMG00000150502	4	4q35.1	"inhibitor of growth family, member 2"	protein-coding
3627	CXCL10	C7|IFI10|INP10|IP-10|SCYB10|crg-2|gIP-10|mob-1	MIM:147310|HGNC:HGNC:10637|Ensembl:ENSG00000169245|HPRD:00930|Vega:OTTHUMG00000160887	4	4q21	chemokine (C-X-C motif) ligand 10	protein-coding
