Gene Symbol,Name,Entrez GeneId,Genome Location,Chr Band,Somatic,Germline,Tumour Types(Somatic),Tumour Types(Germline),Cancer Syndrome,Tissue Type,Molecular Genetics,Role in Cancer,Mutation Types,Translocation Partner,Other Germline Mut,Other Syndrome,Synonyms
PCSK7,proprotein convertase subtilisin/kexin type 7,9159,11:117205997-117229844,11q23.3,yes,,MLCLS,,,L,Dom,,T,IGH,,,"Q16549,PCSK7,9159,ENSG00000160613,PC8,SPC7,PC7,LPC"
PDCD1LG2,programmed cell death 1 ligand 2,80380,9:5522547-5569959,9p24.2,yes,,"PMBL, Hodgkin lymphoma",,,L,Dom,,T,CIITA,,,"Q9BQ51,PDCD1LG2,80380,ENSG00000197646,MGC142240,Btdc,PDCD1L2,CD273,B7DC,MGC142238,PD-L2,PDL2,bA574F11_2"
PDE4DIP,phosphodiesterase 4D interacting protein (myomegalin),9659,1:148889754-149031985,1q12,yes,,MPN,,,L,Dom,,T,PDGFRB,,,"ENSG00000178104,PDE4DIP,9659"
PDGFB,platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog),5155,22:39225723-39243963,22q12.3-q13.1,yes,,DFSP,,,M,Dom,oncogene,T,COL1A1,,,"SIS,5155,PDGFB,ENSG00000100311,FLJ12858,PDGF2,P01127,c-sis,SSV"
PDGFRA,"platelet-derived growth factor, alpha-receptor",5156,4:54258769-54295272,4q11-q13,yes,yes,"GIST, idiopathic hypereosinophilic syndrome, paediatric glioblastoma",GIST,familial gastrointestinal stromal tumour,"L, M, O",Dom,oncogene,"Mis, O, T",FIP1L1,,,"MGC74795,PDGFRA,5156,ENSG00000134853,PDGFR2,CD140A,Rhe-PDGFRA,CD140a,P16234"
PDGFRB,"platelet-derived growth factor receptor, beta polypeptide",5159,5:150115763-150137047,5q31-q32,yes,,"MPN, AML, CMML, CML",,,L,Dom,,T,"ETV6, TRIP11, HIP1, RABEP1, H4, NIN, SPECC1, PDE4DIP",,,"JTK12,5159,PDGFRB,P09619,ENSG00000113721,PDGF-R-beta,PDGFR1,CD140B,PDGFR,CD140b"
PER1,period homolog 1 (Drosophila),5187,17:8141068-8150706,17p13.1-17p12,yes,,"AML, CMML",,,L,Dom,,T,ETV6,,,"O15534,5187,PER1,ENSG00000179094,PER,RIGUI"
PHF6,PHD finger protein 6,84295,X:134377618-134425330,Xq26.3,yes,,ETP ALL,,,L,Rec,,"F, N, S, Mis",,,,"BORJ,PHF6,84295,ENSG00000156531,MGC14797"
PHOX2B,paired-like homeobox 2b,8929,4:41745807-41748610,4p12,yes,yes,neuroblastoma,neuroblastoma,familial neuroblastoma,O,Rec,,"Mis, F",,yes,Congenital central hypoventilation syndrome,"PHOX2B,8929"
PICALM,phosphatidylinositol binding clathrin assembly protein (CALM),8301,11:85959046-86068780,11q14,yes,,"T-ALL, AML",,,L,Dom,,T,"MLLT10, KMT2A",,,"CLTH,8301,PICALM,ENSG00000073921,CALM,Q13492"
PIK3CA,"phosphoinositide-3-kinase, catalytic, alpha polypeptide",5290,3:179198826-179234364,3q26.3,yes,,"colorectal, gastric, glioblastoma, breast",,,"E, O",Dom,oncogene,Mis,,,,"MGC142161,5290,PIK3CA,ENSG00000121879,P42336,MGC142163,p110-alpha,PI3K"
PIK3R1,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",5295,5:68226676-68297601,5q13.1,yes,,"glioblastoma, ovarian, colorectal",,,"E, O",Rec,,"Mis, F, O",,,,"P27986,5295,PIK3R1,ENSG00000145675,p85-ALPHA,GRB1"
PIM1,pim-1 oncogene,5292,6:37170576-37174091,6p21.2,yes,,NHL,,,L,Dom,,T,BCL6,,,"PIM,5292,PIM1,ENSG00000137193,P11309"
PLAG1,pleiomorphic adenoma gene 1,5324,8:56166243-56168269,8q12,yes,,"salivary adenoma, lipoblastoma",,,E,Dom,oncogene,T,"TCEA1, LIFR, CTNNB1, CHCHD7, COL1A2, HAS2",,,"ENSG00000181690,5324,PLAG1"
PLCG1,"phospholipase C, gamma 1",5335,20:41137642-41174509,20q12-q13.1,yes,,angiosarcoma,,,E,Dom,,Mis,,,,"PLC1,PLCG1,5335,ENSG00000124181,PLC-II,Plcg1,PLCgamma1,PLC148"
PML,promyelocytic leukemia,5371,15:73994813-74045008,15q22,yes,,"APL, ALL",,,L,Dom,TSG,T,"RARA, PAX5",,,"TRIM19,PML,5371,ENSG00000140464,MYL,PP8675,RNF71"
PMS1,PMS1 postmeiotic segregation increased 1 (S. cerevisiae),5378,2:189791810-189877436,2q31-q33,,yes,,"colorectal, endometrial, ovarian",hereditary non-polyposis colorectal cancer,E,Rec,,"Mis, N",,,,"hPMS1,5378,PMS1,ENSG00000064933,PMSL1,HNPCC3,DKFZp781M0253"
PMS2,PMS2 postmeiotic segregation increased 2 (S. cerevisiae),5395,7:5973399-6009019,7p22,,yes,,"colorectal, endometrial, ovarian, medulloblastoma, glioma","hereditary non-polyposis colorectal cancer, Turcot syndrome",E,Rec,,"Mis, N, F",,,,"HNPCC4,5395,PMS2,ENSG00000122512,H_DJ0042M02_9,PMSL2,PMS2CL"
POLE,"polymerase (DNA directed), epsilon, catalytic subunit",5426,12:132624697-132687315,12q24.3,yes,yes,"colorectal carcinoma, endometrioid carcinoma, stomach carcinoma, skin cancer",colorectal cancer susceptibility,,E,Rec,,Mis,,yes,FILS syndrome,"POLE1,POLE,5426,FLJ21434,DKFZp434F222,ENSG00000177084"
POT1,protection of telomeres 1,25913,7:124823962-124897173,7q31.33,yes,,CLL,,,L,Dom,,"Mis, N",,,,"DKFZP586D211,POT1,25913,ENSG00000128513,hPot1,DKFZp586D211"
POU2AF1,"POU domain, class 2, associating factor 1 (OBF1)",5450,11:111354261-111379177,11q23.1,yes,,NHL,,,L,Dom,,T,BCL6,,,"OBF1,5450,POU2AF1,ENSG00000110777,BOB1,OCAB,Q16633,OBF-1"
POU5F1,"POU domain, class 5, transcription factor 1",5460,6:31164601-31170620,6p21.31,yes,,sarcoma,,,M,Dom,,T,EWSR1,,,"MGC22487,5460,POU5F1,ENSG00000230336,POU5F1P1,OTF3P1,Oct4,OCT4,OCT3,OTF3C,OTF4,OTF3"
PPARG,"peroxisome proliferative activated receptor, gamma",5468,3:12351593-12434145,3p25,yes,,follicular thyroid,,,E,Dom,,T,PAX8,yes,"Insulin resistance ; lipodystrophy, familial partial L;diabetes mellitus, insulin-resistantI, with acanthosis nigricans and hypertension","PPARG1,PPARG,5468,ENSG00000132170,PPARG2,NR1C3,HUMPPARG"
PPFIBP1,"PTPRF interacting protein, binding protein 1 (liprin beta 1)",8496,12:27633397-27692882,12p12.1,yes,,"Spitzoid tumour, inflammatory myofibroblastic tumour",,,"E, M",Dom,,T,"ROS1, ALK",,,"L2,8496,PPFIBP1,ENSG00000110841,hSGT2,hSgt2p"
PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",8493,17:60600415-60663552,17q23.3,yes,,"glioma, ovarian cancer, breast cancer",,,E,Dom,oncogene,"A, Mis, N, F",,,,"Wip1,PPM1D,8493,ENSG00000170836,O15297,WIP1,PP2C-DELTA"
PPP2R1A,"protein phosphatase 2, regulatory subunit A, alpha",5518,19:52190097-52225981,19q13.41,yes,,clear cell ovarian carcinoma,,,E,Dom,,Mis,,,,"PR65A,PPP2R1A,5518,ENSG00000105568,MGC786,P30153"
PPP6C,"protein phosphatase 6, catalytic subunit",5537,9:125149673-125189718,9q33.3,yes,,melanoma,,,E,Dom,,"Mis, N",,,,"O00743,PPP6C,5537,ENSG00000119414"
PRCC,papillary renal cell carcinoma (translocation-associated),5546,1:156767772-156800460,1q21.1,yes,,papillary renal,,,E,Dom,,T,TFE3,,,"PRCC,Q92733,TPRC,RCCP1,MGC4723,MGC17178,ENSG00000143294,5546"
PRDM1,"PR domain containing 1, with ZNF domain",639,6:106088267-106107486,6q21,yes,,DLBCL,,,L,Rec,,"D, N, Mis, F, S",,,,"BLIMP1,639,PRDM1,ENSG00000057657,MGC118925,PRDI-BF1,MGC118924,MGC118922,RP1-134E15_1,O75626,MGC118923"
PRDM16,PR domain containing 16,63976,1:3069260-3433811,1p36.23-p33,yes,,"MDS, AML",,,L,Dom,,T,MECOM,,,"KIAA1675,63976,PRDM16,ENSG00000142611,MEL1,PFM13,Q9HAZ2"
PREX2,"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2",80243,8:67952395-68231378,8q13.2,yes,,"melanoma, pancreatic ductal adenocarcinoma",,,E,Dom,oncogene,"Mis, N",,,,"6230420N16Rik,DEPDC2,80243,PREX2,ENSG00000046889,FLJ12987,DEP_2,PREX2,P-REX2"
PRF1,perforin 1 (pore forming protein),5551,10:70598053-70600902,10q22,,yes,,"various leukaemia, lymphoma",,L,Rec,,M,,yes,Type 2 familial haemophagocytic lymphohistiocytosis,"PRF1,P14222,PFP,P1,MGC65093,HPLH2,FLH2,ENSG00000180644,5551"
PRKACA,protein kinase cAMP-activated catalytic subunit alpha,5566,19:14093112-14117547,19p13.1,yes,,"fibrolamellar hepatocellular carcinoma, cortisol secreting adrenal adenoma",,,E,Dom,oncogene,"T, Mis, N",DNAJB1,,,"MGC48865,5566,PRKACA,ENSG00000072062,P17612,PKACA,MGC102831"
PRKAR1A,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",5573,17:68515400-68530449,17q23-q24,yes,yes,papillary thyroid,"myxoma, endocrine, papillary thyroid",Carney complex,"E, M",Dom/Rec,,"T, Mis, N, F, S",RET,,,"DKFZp779L0468,5573,PRKAR1A,ENSG00000108946,PRKAR1,P10644,CNC1,PKR1,MGC17251,PPNAD1,TSE1,CNC,CAR"
PRRX1,paired related homeobox 1,5396,1:170664220-170730332,1q24,yes,,AML,,,L,Dom,,T,NUP98,,,"ENSG00000116132,PRRX1,5396"
PSIP1,PC4 and SFRS1 interacting protein 1 (LEDGF),11168,9:15471207-15510188,9p22.3,yes,,AML,,,L,Dom,,T,NUP98,,,"PSIP2,11168,PSIP1,ENSG00000164985"
PTCH1,Homolog of Drosophila Patched gene,5727,9:95446912-95508361,9q22.3,yes,yes,"skin basal cell, medulloblastoma","skin basal cell, medulloblastoma",nevoid basal cell carcinoma syndrome,"E, M",Rec,,"Mis, N, F, S",,,,"RP11-435O5_3,Q13635,PTCH,PTCH1,5727,HPE7,FLJ26746,NBCCS,BCNS,PTC1,PTC,ENSG00000185920,PTCH1,FLJ42602"
PTEN,phosphatase and tensin homolog gene,5728,10:87864470-87965472,10q23.3,yes,yes,"glioma, prostate, endometrial","harmartoma, glioma, prostate, endometrial","Cowden syndrome, Bannayan-Riley-Ruvalcaba syndrome","L, E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"MMAC1,5728,PTEN,MGC11227,PTEN1,MHAM,P60484,BZS,ENSG00000171862"
PTK6,protein tyrosine kinase 6,5753,20:63529536-63537314,20q13.3,yes,,"renal, gastric, head and neck, ovarian, others",,,E,Dom,oncogene/TSG,"Mis, N",,,,"BRK,PTK6,5753,ENSG00000101213,Q13882,FLJ42088"
PTPN11,"protein tyrosine phosphatase, non-receptor type 11",5781,12:112419112-112504764,12q24.1,yes,,"JMML, AML, MDS",,,L,Dom,oncogene,Mis,,yes,Noonan Syndrome,"CFC,Q06124,5781,PTPN11,ENSG00000179295,SHP2,MGC14433,SHP-2,BPTP3,PTP-1D,SH-PTP3,NS1,SH-PTP2,PTP2C"
PTPN13,"protein tyrosine phosphatase, non-receptor type 13",5783,4:86635257-86814551,4q21.3,yes,yes,"lung, NSCLC, gastric, peritoneal carcinomatosis",hepatocellular,Familial Hepatocellular Carcinoma,E,Rec,TSG,"Mis, N",,,,"PTP1E,PTPN13,5783,ENSG00000163629,PTPLE,PTPL1,PNP1,PTP-BAS,DKFZp686J1497,Q12923,FAP-1,PTP-BL"
PTPRB,"protein tyrosine phosphatase, receptor type, B",5787,12:70521489-70609814,12q15-q21,yes,,angiosarcoma,,,E,Rec,,"N, Mis, S, F",,,,"ENSG00000127329,PTPRB,5787,MGC142023,DKFZp686H15164,MGC59935,PTPB,HPTP-BETA,P23467,HPTPB,R-PTP-BETA,FLJ44133,DKFZp686E2262"
PTPRC,"protein tyrosine phosphatase, receptor type, C",5788,1:198639275-198756181,1q31-q32,yes,,T-ALL,,,L,Rec,,"Mis, N, S",,,,"LCA,PTPRC,5788,ENSG00000081237,T200,GP180,B220,LY5,CD45"
PTPRK,"protein tyrosine phosphatase, receptor type, K",5796,6:127970227-128520358,6q22.2-q22.3,yes,,colorectal,,,E,Dom,,T,RSPO3,,,"DKFZp686C2268,5796,PTPRK,ENSG00000152894,DKFZp779N1045,R-PTP-kappa,RP3-480J14_1"
PTPRT,"protein tyrosine phosphatase, receptor type T",11122,20:42080879-43189733,20q12-q13,yes,,"HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma",,,E,,TSG,"Mis, N",,,,"KIAA0283,11122,PTPRT,ENSG00000196090,O14522,RPTPrho,RP5-1121H13_2"
PWWP2A,PWWP domain containing 2A,114825,5:160078155-160119388,5q33.3,yes,,Spitzoid tumour,,,E,Dom,,T,ROS1,,,"PWWP2A,Q8IYR3_HUMAN,Q96N64,MST101,MGC132770,KIAA1935,ENSG00000170234,114825"
QKI,"QKI, KH domain containing, RNA binding",9444,6:163415194-163570710,6q26,yes,,"angiocentric glioma, colorectal cancer",,,"E, O",Dom,oncogene/TSG,"Mis, F, T",MYB,,,"Hqk,QKI,9444,ENSG00000112531,Q96PU8,QK3,DKFZp586I0923,QK"
RABEP1,"rabaptin, RAB GTPase binding effector protein 1",9135,17:5282488-5383224,17p13.2,yes,,CMML,,,L,Dom,,T,PDGFRB,,,"Q15276,RABEP1,9135,ENSG00000029725,RAB5EP,neurocrescin,RABPT5,rabaptin-5"
RAC1,"ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1)",5879,7:6374736-6402446,7p22,yes,,"melanoma, carcinoma",,,E,Dom,oncogene,"Mis, F",,,,"ENSG00000136238,5879,RAC1,MIG5,MGC111543,P63000,p21-Rac1,TC-25"
RAD21,RAD21 homolog (S. pombe),5885,8:116847500-116866729,8q24.11,yes,,"AML, endometrium, colorectal, lung",,,"L, E",Rec,,"Mis, N, F",,yes,Cornelia de Lange syndrome-4,"HR21,RAD21,5885,ENSG00000164754,KIAA0078,FLJ25655,hHR21,MCD1,O60216,NXP1,HRAD21,FLJ40596,SCC1"
RAD51B,RAD51 paralog B,5890,14:67823544-68594603,14q23-q24.2,yes,,"lipoma, uterine leiomyoma",,,M,Dom,,T,HMGA2,,,"ENSG00000182185,5890,RAD51L1,RAD51B,O15315,hREC2,R51H2,REC2,RAD51B,MGC34245"
RAF1,v-raf-1 murine leukemia viral oncogene homolog 1,5894,3:12584514-12618721,3p25,yes,,"pilocytic astrocytoma, prostate",,,"O, E",Dom,,T,"SRGAP3, ESRP1",,,"Raf-1,RAF1,5894,P04049,ENSG00000132155,c-Raf,CRAF"
RALGDS,ral guanine nucleotide dissociation stimulator,5900,9:133098587-133121154,9q34.3,yes,,"PMBL, Hodgkin lymphoma,",,,L,Dom,,T,CIITA,,,"FLJ20922,5900,RALGDS,ENSG00000160271,RalGEF,RGF,Q12967"
RANBP17,RAN binding protein 17,64901,5:170862034-171298858,5q34,yes,,ALL,,,L,Dom,,T,TRD,,,"ENSG00000204764,64901,RANBP17,Q9H2T7,FLJ32916"
RANBP2,RAN binding protein 2,5903,2:108719607-108783901,2q12.3,yes,,inflammatory myofibroblastic tumour,,,M,Dom,,T,ALK,,,"NUP358,5903,RANBP2,ENSG00000153201,P49792,TRP1,TRP2"
RAP1GDS1,"RAP1, GTP-GDP dissociation stimulator 1",5910,4:98261566-98442117,4q21-q25,yes,,T-ALL,,,L,Dom,,T,NUP98,,,"P52306,5910,RAP1GDS1,MGC118861,MGC118859,GDS1,ENSG00000138698"
RARA,"retinoic acid receptor, alpha",5914,17:40331219-40356226,17q12,yes,,APL,,,L,Dom,oncogene,T,"PML, ZBTB16, TRIM24, NUMA1, NPM1",,,"RAR,RARA,5914,ENSG00000131759,NR1B1"
RB1,retinoblastoma gene,5925,13:48303913-48480071,13q14,yes,yes,"retinoblastoma, sarcoma, breast, small cell lung carcinoma","retinoblastoma, sarcoma, breast, small cell lung carcinoma",familial retinoblastoma,"L, E, M, O",Rec,TSG,"D, Mis, N, F, S",,,,"OSRC,ENSG00000139687,RB1,5925,RB,P06400"
RBM10,RNA binding motif protein 10,8241,X:47147482-47186599,Xp11.3,yes,,lung adenocarcinoma,,,E,Rec/X,TSG,"Mis, F, N",,yes,TARP syndrome,"GPATC9,8241,RBM10,ENSG00000182872,CTD-2522E6_5,GPATCH9,KIAA0122,P98175,MGC1132,DXS8237E,ZRANB5,MGC997"
RBM15,RNA binding motif protein 15,64783,1:110339407-110345610,1p13,yes,,acute megakaryocytic leukaemia,,,L,Dom,,T,MKL1,,,"Q96T37,RBM15,64783,ENSG00000162775,OTT,OTT1"
RECQL4,RecQ protein-like 4,9401,8:144511431-144517784,8q24.3,,yes,,"osteosarcoma, skin basal cell, skin sqamous cell",Rothmund-Thompson syndrome,M,Rec,,"N, F, S",,,,"RecQ4,9401,RECQL4,ENSG00000160957,RECQ4,RTS"
REL,v-rel reticuloendotheliosis viral oncogene homolog (avian),5966,2:60881841-60922535,2p13-p12,yes,,Hodgkin lymphoma,,,L,Dom,oncogene,A,,,,"I-Rel,5966,REL,ENSG00000162924,C-Rel"
RET,ret proto-oncogene,5979,10:43077259-43128269,10q11.2,yes,yes,"medullary thyroid, papillary thyroid, pheochromocytoma, NSCLC, Spitzoid tumour","medullary thyroid,  papillary thyroid, pheochromocytoma",multiple endocrine neoplasia 2A/2B,"E, O",Dom,oncogene,"T, Mis, N, F","H4, PRKAR1A, NCOA4, PCM1, GOLGA5, TRIM33, KTN1, TRIM27, HOOK3, KIF5B, CCDC6",yes,Hirschsprung disease,"RET51,5979,RET,P07949,ENSG00000165731,MTC1,MEN2A,RET-ELE1,HSCR1,PTC,MEN2B,CDHF12"
RHOA,ras homolog family member A,387,3:49360209-49375589,3p21.3,yes,,"diffuse gastric, T cell lymphomas, paediatric Burkitt lymphoma",,,"E, L",Dom,,"Mis, F, O",,,,"ENSG00000067560,RHOA,387,ARHA,RhoA,RHOH12,RHO12,ARH12,Rho12"
RHOH,ras homolog family member H,399,4:40243387-40243962,4p13,yes,,NHL,,,L,Dom,,T,BCL6,,,"TTF,RHOH,399,ENSG00000168421,ARHH,RhoH"
RMI2,RecQ mediated genome instability 2,116028,16:11345472-11350790,16p13.13,yes,,"PMBL, Hodgkin lymphoma",,,L,Dom,,T,CIITA,,,"MGC24665,116028,RMI2,C16orf75,ENSG00000175643"
RNF213,ring finger protein 213,57674,17:80340149-80393498,17q25.3,yes,,ALCL,,,L,Dom,,T,ALK,,,"C17orf27,57674,RNF213,ENSG00000173821,Q63HN8,KIAA1554"
RNF217-AS1,RNF217 antisense RNA 1 (head to head),7955,6:-,6q22.33,yes,,B-ALL,,,L,Dom,,T,ETV6,,,
RNF43,ring finger protein 43,54894,17:58354943-58415577,17q23.2,yes,,"cholangiocarcinoma, ovary, pancreas",,,E,Rec,,"Mis, N, F, S",,,,"DKFZp781H02126,54894,RNF43,Q68DV7,URCC,RNF124,MGC125630,FLJ20315,DKFZp781H0392"
ROS1,v-ros UR2 sarcoma virus oncogene homolog 1 (avian),6098,6:117288492-117425656,6q22,yes,,"glioblastoma, NSCLC, Spitzoid tumour, cholangiocarcinoma, borderline ovarian",,,"O, E",Dom,oncogene,T,"GOPC, SDC4, SLC34A2, EZR, LRIG3, HLA-A, MYO5A, PPFIBP1, ERC1, CLIP1, TPM3, ZCCHHC8, KIAA1598, PWWP2A",,,"ROS,6098,ROS1,ENSG00000047936,P08922,MCF3,RP1-179P9_1"
RPL10,ribosomal protein L10,6134,X:154398520-154400854,Xq28,yes,,T-ALL,,,L,Dom,,Mis,,,,"XX-FW83563B9_1,6134,RPL10,ENSG00000147403,FLJ27072,DXS648,DXS648E,DKFZp686J1851,P27635,QM,FLJ23544"
RPL22,ribosomal protein L22 (EAP),6146,1:6186672-6199573,1p36.31,yes,,"AML, CML",,,L,Dom,,T,RUNX1,,,"EAP,RPL22,6146"
RPL5,ribososomal protein L5,6125,1:92832115-92841865,1p22.1,yes,,T-ALL,,,L,Dom,,"Mis, N, F",,yes,Diamond-Blackfan anaemia,"RPL5,6125,P46777,MSTP030,MGC117339,ENSG00000122406"
RPN1,ribophorin I,6184,3:128620411-128650800,3q21.3-q25.2,yes,,AML,,,L,Dom,,T,MECOM,,,"OST1,6184,RPN1,ENSG00000163902,P04843"
RSPO2,R-spondin 2,340419,8:107901075-108082638,8q23.1,yes,,colorectal,,,E,Dom,,T,EIF3E,,,"Q6UXX9,RSPO2,340419,ENSG00000147655,MGC43342,MGC35555"
RSPO3,R-spondin 3,84870,6:127119193-127196007,6q22.33,yes,,colorectal,,,E,Dom,,T,PTPRK,,,"RSPO3,Q9BXY4,THSD2,PWTSR,FLJ14440,CRISTIN1,ENSG00000146374,84870"
RUNDC2A,RUN domain containing 2A,84127,16:11976807-12052226,16p13.13,yes,,"PMBL, Hodgkin lymphoma",,,L,Dom,,T,CIITA,,,"ENSG00000140660,84127,RUNDC2A,Q9HA26,FLJ12363"
RUNX1,runt-related transcription factor 1  (AML1),861,21:34792135-35048899,21q22.3,yes,,"AML, pre B-ALL, T-ALL",,,L,Dom,oncogene/TSG,T,"RPL22, MECOM, CBFA2T3, RUNX1T1, ETV6, AFF3",,,"PEBP2A2,RUNX1,861,ENSG00000159216,Q01196,AML1,CBFA2,AMLCR1"
RUNX1T1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)",862,8:91960242-92017340,8q22,yes,,AML,,,L,Dom,oncogene,T,"KMT2A, RUNX1",,,"ENSG00000079102,862,RUNX1T1"
SALL4,spalt like transcription factor 4,57167,20:51784265-51802408,20q13.2,yes,,"colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma",,,E,,oncogene,"Mis, F",,,Duane-radial ray syndrome,"ENSG00000101115,57167,SALL4,Q9UJQ4,ZNF797,MGC133050,HSAL4,DRRS,dJ1112F19_1"
SBDS,Shwachman-Bodian-Diamond syndrome protein,51119,7:66988371-66995417,7q11,,yes,,"AML, MDS",Schwachman-Diamond syndrome,L,Rec,,Gene Conversion,,,,"SWDS,51119,SBDS,ENSG00000126524,FLJ10917,CGI-97,Q9Y3A5"
SDC4,syndecan 4,6385,20:45327264-45348384,20q12,yes,,NSCLC,,,E,Dom,,T,ROS1,,,"ENSG00000124145,6385,SDC4,P31431,SYND4,MGC22217"
SDHA,"succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",6389,5:218356-256420,5p15,yes,yes,"GIST, paraganglioma",paraganglioma,paragangliomas-5 (PGL5),"M, O",Rec,TSG,"Mis, N",,,,"SDH2,SDHA,6389,ENSG00000073578,FP,P31040,SDHF"
SDHAF2,succinate dehydrogenase complex assembly factor 2,54949,11:61430147-61446071,11q12.2,,yes,,paraganglioma,familial paraganglioma,M,Rec,,M,,,,"ENSG00000167985,C11orf79,FLJ20487,54949,SDHAF2"
SDHB,"succinate dehydrogenase complex, subunit B, iron sulfur (Ip)",6390,1:17018881-17054019,1p36.1-p35,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,,"Mis, N, F",,,,"PGL4,SDHB,6390,ENSG00000117118,SDH1,SDHIP,SDH,IP"
SDHC,"succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa",6391,1:161314406-161362433,1q21,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,,"Mis, N, F",,,,"CYBL,SDHC,6391,ENSG00000143252,SDH3,PGL3,QPS1,CYB560"
SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",6392,11:112086908-112094970,11q23,,yes,,"paraganglioma, pheochromocytoma",familial paraganglioma,O,Rec,,"Mis, N, F, S",,,,"PGL1,SDHD,6392,ENSG00000204370,PGL,SDH4,CBT1,O14521"
SEPT5,septin 5,5413,22:19714590-19722485,22q11.21,yes,,AML,,,L,Dom,,T,KMT2A,,,"HCDCREL-1,5413,SEPT5,ENSG00000184702,Q99719,PNUTL1,H5"
SEPT6,septin 6,23157,X:119618762-119693105,Xq24,yes,,AML,,,L,Dom,,T,KMT2A,,,"RP5-876A24_2,SEPT6,23157,ENSG00000125354,Q14141,SEP2,MGC16619,KIAA0128,MGC20339"
SEPT9,septin 9,10801,17:77320327-77498658,17q25,yes,,AML*,,,L,Dom,,T,KMT2A,,,"PNUTL4,10801,SEPT9,ENSG00000184640,MSF1,KIAA0991,AF17q25,MSF,SeptD1,SINT1"
SET,SET translocation,6418,9:128689583-128694664,9q34,yes,,AML,,,L,Dom,,T,NUP214,,,"I2PP2A,6418,SET,ENSG00000119335,TAF-IBETA,PHAPII,IGAAD,2PP2A"
SETBP1,SET binding protein 1,26040,18:44701347-45063698,18q21.1,yes,yes,"aCML, sAML, MDS/MPN-U, CMML, JMML",neuroepithelial tumours,Schinzel-Giedion syndrome,L,Dom,,"Mis, T",NUP98,,,"SETBP1,Q9UEF3,Q6P6C3,A6H8W5,Q9Y6X0,26040,SEB,KIAA0437,ENSG00000152217"
SETD2,SET domain containing 2,29072,3:47017093-47123126,3p21.31,yes,,clear cell renal carcinoma,,,E,Rec,TSG,"N, F, S, Mis",,,,"ENSG00000181555,SETD2,29072"
SF3B1,"splicing factor 3b, subunit 1, 155kDa",23451,2:197392303-197434999,2q33.1,yes,,myelodysplastic syndrome,,,L,Dom,,Mis,,,,"ENSG00000115524,SF3B1,23451,O75533,SF3b155,SAP155,PRPF10,PRP10"
SFPQ,splicing factor proline/glutamine rich(polypyrimidine tract binding protein associated),6421,1:35184456-35193049,1p34.3,yes,,papillary renal,,,E,Dom,,T,TFE3,,,"PSF,6421,SFPQ,ENSG00000116560,P23246"
SFRP4,secreted frizzled related protein 4,6424,7:37907479-37916537,7p14.1,yes,,"colorectal cancer, melanoma, SCC, gastric cancer, oesophageal SCC",,,E,Rec,TSG,Mis,,yes,Pyle disease,"Q6FHJ7,SFRP4,6424,ENSG00000106483,frpHE,MGC26498,FRPHE,FRP-4"
SH2B3,SH2B adaptor protein 3,10019,12:111418146-111448302,12q24.12,yes,,"MPN, sAML, erythrocytosis, B-ALL",,,L,Rec,TSG,"Mis, F, N",,yes,"Coeliac disease type 13; diabetes mellitus, insulin-dependent;","LNK,10019,SH2B3,ENSG00000111252,Q9UQQ2"
SH3GL1,SH3-domain GRB2-like 1 (EEN),6455,19:4361600-4400368,19p13.3,yes,,AL,,,L,Dom,,T,KMT2A,,,"Q99961,6455,SH3GL1,ENSG00000141985,SH3D2B,EEN,CNSA1,SH3P8"
SLC34A2,"solute carrier family 34 (sodium phosphate), member 2",10568,4:25662501-25676749,4p15.2,yes,,NSCLC,,,E,Dom,,T,ROS1,,,"ENSG00000157765,O95436,NPTIIb,NAPI-IIb,NAPI-3B,FLJ90534,10568,SLC34A2"
SLC45A3,"solute carrier family 45, member 3",85414,1:205659234-205664656,1q32,yes,,prostate,,,E,Dom,,T,"ETV1, ETV5, ELK4, ERG, BRAF",,,"IPCA-6,85414,SLC45A3,ENSG00000158715,Q96JT2,PRST,PCANAP6,IPCA6"
SMAD2,SMAD family member 2,4087,18:47841827-47896756,18q21,yes,,"colorectal carcinoma, hepatocellular carcinoma",,,E,Rec,TSG,"Mis, N",,,,"MADH2,4087,SMAD2,ENSG00000175387,MGC34440,MGC22139,hMAD-2,MADR2,JV18-1,hSMAD2,JV18"
