Hugo Symbol	Entrez Gene ID	GRCh37 Isoform	GRCh37 RefSeq	GRCh38 Isoform	GRCh38 RefSeq	# of occurrence within resources (Column D-J)	OncoKB Annotated	Is Oncogene	Is Tumor Suppressor Gene	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	SANGER CGC(05/30/2017)
LARP4B	23185	ENST00000316157	NM_015155.2	ENST00000316157	NM_015155.2	1	Yes	No	No	No	No	No	No	No	No
LCP1	3936					1	No	No	No	No	No	No	Yes	No	No
LIFR	3977					1	No	No	No	No	No	No	No	No	Yes
LMNA	4000					1	No	No	No	No	No	No	No	No	Yes
LRIG3	121227					1	No	No	No	No	No	No	No	No	Yes
LRP5	4041	ENST00000294304	NM_001291902.1	ENST00000294304	NM_001291902.1	1	Yes	Yes	Yes	No	No	No	No	No	No
LRP6	4040	ENST00000261349	NM_002336.2	ENST00000261349	NM_002336.2	1	Yes	Yes	No	No	No	No	No	No	No
LRRK2	120892					1	No	No	No	No	No	No	Yes	No	No
LTK	4058					1	No	No	No	No	No	Yes	No	No	No
MAGED1	9500					1	No	No	No	No	No	No	Yes	No	No
MAML2	84441					1	No	No	No	No	No	No	No	No	Yes
MAP3K6	9064					1	No	No	No	No	No	No	Yes	No	No
MAP3K7	6885					1	No	No	No	No	No	No	Yes	No	No
MBD6	114785	ENST00000355673	NM_052897.3	ENST00000355673	NM_052897.3	1	Yes	No	Yes	No	No	No	No	No	No
MDS2	259283					1	No	No	No	No	No	No	Yes	No	No
MEF2C	4208					1	No	No	No	No	No	No	Yes	No	No
MEF2D	4209	ENST00000348159	NM_005920.3	ENST00000348159	NM_005920.3	1	Yes	Yes	No	No	No	No	No	No	No
MERTK	10461					1	No	No	No	No	No	Yes	No	No	No
MIB1	57534					1	No	No	No	No	No	No	Yes	No	No
MIDEAS	91748	ENST00000286523	NM_001043318.2	ENST00000286523	NM_001043318.2	1	Yes	No	Yes	No	No	No	No	No	No
MKI67	4288					1	No	No	No	No	No	No	Yes	No	No
MKNK1	8569					1	No	No	No	No	No	Yes	No	No	No
MLLT11	10962					1	No	No	No	No	No	No	No	No	Yes
MNX1	3110					1	No	No	No	No	No	No	Yes	No	No
MTCP1	4515					1	No	No	No	No	No	No	No	No	Yes
MYO18A	399687					1	No	No	No	No	No	No	Yes	No	No
MYO5A	4644					1	No	No	No	No	No	No	No	No	Yes
NAB2	4665					1	No	No	No	No	No	No	No	No	Yes
NACA	4666					1	No	No	No	No	No	No	Yes	No	No
NBEAP1	606					1	No	No	No	No	No	No	Yes	No	No
NCOA1	8648					1	No	No	No	No	No	No	No	No	Yes
NCOA4	8031					1	No	No	No	No	No	No	No	No	Yes
NFATC2	4773					1	No	No	No	No	No	No	No	No	Yes
NFIB	4781					1	No	No	No	No	No	No	No	No	Yes
NFKBIE	4794					1	No	No	No	No	No	No	No	No	Yes
NOD1	10392					1	No	No	No	No	No	No	Yes	No	No
NONO	4841					1	No	No	No	No	No	No	No	No	Yes
NUTM2B	729262					1	No	No	No	No	No	No	No	No	Yes
OLIG2	10215					1	No	No	No	No	No	No	No	No	Yes
OMD	4958					1	No	No	No	No	No	No	Yes	No	No
PAG1	55824					1	No	No	No	No	No	No	Yes	No	No
PAK3	5063					1	No	No	No	No	No	No	Yes	No	No
PARP2	10038					1	No	No	No	No	No	Yes	No	No	No
PARP3	10039					1	No	No	No	No	No	Yes	No	No	No
PASK	23178					1	No	No	No	No	No	No	Yes	No	No
PATZ1	23598					1	No	No	No	No	No	No	No	No	Yes
PC	5091					1	No	No	No	No	No	No	Yes	No	No
PCLO	27445					1	No	No	No	No	No	No	Yes	No	No
PCSK7	9159					1	No	No	No	No	No	No	Yes	No	No
PDCD11	22984					1	No	No	No	No	No	No	Yes	No	No
PHF1	5252					1	No	No	No	No	No	No	Yes	No	No
PIK3C2B	5287					1	No	No	No	No	No	Yes	No	No	No
POLQ	10721					1	No	No	No	No	No	No	No	No	Yes
POU5F1	5460					1	No	No	No	No	No	No	No	No	Yes
PPFIBP1	8496					1	No	No	No	No	No	No	No	No	Yes
PPP1CB	5500					1	No	No	No	No	No	No	Yes	No	No
PRCC	5546					1	No	No	No	No	No	No	No	No	Yes
PRF1	5551					1	No	No	No	No	No	No	No	No	Yes
PRKDC	5591					1	No	No	No	No	No	No	Yes	No	No
PRSS1	5644	ENST00000311737	NM_002769.4	ENST00000311737	NM_002769.4	1	Yes	No	No	No	No	No	No	No	No
PRSS8	5652					1	No	No	No	No	No	No	Yes	No	No
PTK6	5753					1	No	No	No	No	No	No	No	No	Yes
PTK7	5754					1	No	No	No	No	No	No	Yes	No	No
PTPN13	5783					1	No	No	No	No	No	No	No	No	Yes
PTPN6	5777					1	No	No	No	No	No	No	Yes	No	No
PTPRB	5787					1	No	No	No	No	No	No	No	No	Yes
PTPRC	5788					1	No	No	No	No	No	No	No	No	Yes
PTPRK	5796					1	No	No	No	No	No	No	No	No	Yes
RALGDS	5900					1	No	No	No	No	No	No	Yes	No	No
RANBP2	5903					1	No	No	No	No	No	No	No	No	Yes
RASGEF1A	221002					1	No	No	No	No	No	No	Yes	No	No
RMI2	116028					1	No	No	No	No	No	No	No	No	Yes
RNF217-AS1	7955					1	No	No	No	No	No	No	Yes	No	No
RPL10	6134					1	No	No	No	No	No	No	No	No	Yes
RPL5	6125					1	No	No	No	No	No	No	No	No	Yes
RSPO3	84870					1	No	No	No	No	No	No	No	No	Yes
RUNX2	860					1	No	No	No	No	No	No	Yes	No	No
S1PR2	9294					1	No	No	No	No	No	No	Yes	No	No
SALL4	57167					1	No	No	No	No	No	No	No	No	Yes
SBDS	51119					1	No	No	No	No	No	No	No	No	Yes
SEC31A	22872					1	No	No	No	No	No	No	Yes	No	No
SEPTIN5	5413					1	No	No	No	No	No	No	Yes	No	No
SEPTIN6	23157					1	No	No	No	No	No	No	Yes	No	No
SEPTIN9	10801					1	No	No	No	No	No	No	Yes	No	No
SERP2	387923					1	No	No	No	No	No	No	Yes	No	No
SFPQ	6421					1	No	No	No	No	No	No	No	No	Yes
SFRP1	6422	ENST00000220772	NM_003012.4	ENST00000220772	NM_003012.4	1	Yes	No	Yes	No	No	No	No	No	No
SFRP2	6423	ENST00000274063	NM_003013.2	ENST00000274063	NM_003013.2	1	Yes	Yes	Yes	No	No	No	No	No	No
SFRP4	6424					1	No	No	No	No	No	No	No	No	Yes
SIX1	6495					1	No	No	No	No	No	No	No	No	Yes
SLC1A2	6506					1	No	No	No	No	No	No	Yes	No	No
SLC45A3	85414					1	No	No	No	No	No	No	No	No	Yes
SMARCA1	6594					1	No	No	No	No	No	No	Yes	No	No
SNCAIP	9627					1	No	No	No	No	No	Yes	No	No	No
SND1	27044					1	No	No	No	No	No	No	No	No	Yes
SNX29	92017					1	No	No	No	No	No	No	Yes	No	No
SOCS2	8835					1	No	No	No	No	No	No	Yes	No	No
SOX10	6663					1	No	No	No	No	No	No	Yes	No	No
SS18L1	26039					1	No	No	No	No	No	No	No	No	Yes
STAT1	6772	ENST00000361099	NM_007315.3	ENST00000361099	NM_007315.3	1	Yes	No	No	No	No	No	No	No	No
STAT2	6773	ENST00000314128	NM_005419.3	ENST00000314128	NM_005419.3	1	Yes	No	No	No	No	No	No	No	No
STAT4	6775					1	No	No	No	No	No	No	Yes	No	No
STIL	6491					1	No	No	No	No	No	No	No	No	Yes
STRN	6801					1	No	No	No	No	No	No	No	No	Yes
TAF1	6872					1	No	No	No	No	No	No	Yes	No	No
TCEA1	6917					1	No	No	No	No	No	No	No	No	Yes
TCF12	6938					1	No	No	No	No	No	No	No	No	Yes
TCL1B	9623	ENST00000340722	NM_004918.3	ENST00000340722	NM_004918.3	1	Yes	Yes	No	No	No	No	No	No	No
TEC	7006					1	No	No	No	No	No	No	Yes	No	No
TERC	7012					1	No	No	No	No	No	Yes	No	No	No
TFEB	7942					1	No	No	No	No	No	No	No	No	Yes
TFPT	29844					1	No	No	No	No	No	No	Yes	No	No
TFRC	7037					1	No	No	No	No	No	No	Yes	No	No
TIPARP	25976					1	No	No	No	No	No	Yes	No	No	No
TLE1	7088	ENST00000376499	NM_001303103.1	ENST00000376499	NM_001303103.1	1	Yes	No	No	No	No	No	No	No	No
TLE2	7089	ENST00000262953	NM_003260.4	ENST00000262953	NM_003260.4	1	Yes	No	No	No	No	No	No	No	No
TLE3	7090	ENST00000558939	NM_005078.3	ENST00000558939	NM_005078.3	1	Yes	No	No	No	No	No	No	No	No
TLE4	7091	ENST00000376552	NM_007005.4	ENST00000376552	NM_007005.4	1	Yes	No	No	No	No	No	No	No	No
TLL2	7093					1	No	No	No	No	No	No	Yes	No	No
TMEM30A	55754					1	No	No	No	No	No	No	Yes	No	No
TMSB4XP8	7117					1	No	No	No	No	No	No	Yes	No	No
TNFRSF11A	8792					1	No	No	No	No	No	No	Yes	No	No
TPR	7175					1	No	No	No	No	No	No	No	No	Yes
TRIM27	5987					1	No	No	No	No	No	No	No	No	Yes
TRIM33	51592					1	No	No	No	No	No	No	No	No	Yes
TRRAP	8295					1	No	No	No	No	No	No	No	No	Yes
TTL	150465					1	No	No	No	No	No	No	Yes	No	No
TUSC3	7991					1	No	No	No	No	No	No	Yes	No	No
TYRO3	7301					1	No	No	No	No	No	Yes	No	No	No
WAS	7454					1	No	No	No	No	No	No	No	No	Yes
WDCP	80304					1	No	No	No	No	No	No	No	No	Yes
WDR90	197335					1	No	No	No	No	No	No	Yes	No	No
WRN	7486					1	No	No	No	No	No	No	No	No	Yes
XPA	7507					1	No	No	No	No	No	No	No	No	Yes
XPC	7508					1	No	No	No	No	No	No	No	No	Yes
YPEL5	51646					1	No	No	No	No	No	No	Yes	No	No
YWHAE	7531					1	No	No	No	No	No	No	No	No	Yes
YY1	7528	ENST00000262238	NM_003403.4	ENST00000262238	NM_003403.4	1	Yes	Yes	No	No	No	No	No	No	No
YY1AP1	55249					1	No	No	No	No	No	No	Yes	No	No
ZBTB20	26137	ENST00000474710	NM_001164342.2	ENST00000474710	NM_001164342.2	1	Yes	Yes	Yes	No	No	No	No	No	No
ZBTB7A	51341					1	No	No	No	No	Yes	No	No	No	No
ZFP36L1	677	ENST00000336440	NM_001244698.1	ENST00000336440	NM_001244698.1	1	Yes	No	Yes	No	No	No	No	No	No
ZMYM3	9203					1	No	No	No	No	No	No	Yes	No	No
ZNF24	7572					1	No	No	No	No	No	No	Yes	No	No
ZNF331	55422					1	No	No	No	No	No	No	No	No	Yes
ZNF750	79755	ENST00000269394	NM_024702.2	ENST00000269394	NM_024702.2	1	Yes	No	Yes	No	No	No	No	No	No
