Gene_Ensembl_ID	Gene_full_name	Protein_RefSeq_ID
ENSG00000010219	dual specificity tyrosine phosphorylation regulated kinase 4	NP_001269214.1,NP_001269215.1,NP_001358230.1,NP_001381708.1,NP_001381709.1,NP_003836.1
ENSG00000010244	zinc finger protein 207	NP_001027464.1,NP_001091977.1,NP_003448.1
ENSG00000010256	ubiquinol-cytochrome c reductase core protein 1	NP_003356.2
ENSG00000010270	STARD3 N-terminal like	NP_001350268.1,NP_001350269.1,NP_001350272.1,NP_001350273.1,NP_001350274.1,NP_001350275.1,NP_001350276.1,NP_114405.1
ENSG00000010278	CD9 molecule	NP_001317241.1,NP_001760.1
ENSG00000010282	hedgehog acyltransferase like	NP_065758.3
ENSG00000010292	non-SMC condensin I complex subunit D2	NP_055680.3
ENSG00000010295	intermediate filament family orphan 1	NP_001034759.1,NP_001180386.1,NP_001317253.1,NP_001317254.1,NP_542768.2
ENSG00000010310	gastric inhibitory polypeptide receptor	NP_000155.1,NP_001295347.1
ENSG00000010318	PHD finger protein 7	NP_001265150.1,NP_001308055.1,NP_001308056.1,NP_057567.3
ENSG00000010319	semaphorin 3G	NP_064548.1
ENSG00000010322	nischarin	NP_001263222.2,NP_001263223.2,NP_009115.3
ENSG00000010327	stabilin 1	NP_055951.2
ENSG00000010361	fuzzy planar cell polarity protein	NP_001165408.1,NP_001339191.1,NP_001350592.1,NP_079405.2
ENSG00000010379	solute carrier family 6 member 13	NP_001177926.1,NP_001230321.1,NP_057699.2
ENSG00000010404	iduronate 2-sulfatase	NP_000193.1,NP_001160022.1,NP_006114.1
ENSG00000010438	serine protease 3	NP_001184026.3,NP_001184027.1,NP_002762.3,NP_031369.3
ENSG00000010539	zinc finger protein 200	NP_001138918.1,NP_001138919.1,NP_001138920.1,NP_003445.2,NP_932353.1,NP_932354.1
ENSG00000010610	CD4 molecule	NP_000607.1,NP_001181943.1,NP_001181944.1,NP_001181945.1,NP_001181946.1,NP_001369634.1,NP_001369635.1,NP_001369636.1,NP_001369643.1
ENSG00000010626	leucine rich repeat containing 23	NP_001128689.1,NP_008923.1,NP_964013.1
ENSG00000010671	Bruton tyrosine kinase	NP_000052.1,NP_001274273.1,NP_001274274.1
ENSG00000010704	homeostatic iron regulator	NP_000401.1,NP_001287678.1,NP_001371093.1,NP_620572.1,NP_620573.1,NP_620575.1,NP_620576.1,NP_620577.1,NP_620578.1,NP_620579.1,NP_620580.1
ENSG00000010803	Scm polycomb group protein homolog 1	NP_001026864.1,NP_001165689.1,NP_001165690.1,NP_001165691.1,NP_001165692.1,NP_001165693.1,NP_001337596.1,NP_001337597.1,NP_001381228.1,NP_001381229.1,NP_001381230.1,NP_001381231.1,NP_001381232.1,NP_001381233.1,NP_001381234.1,NP_001381235.1,NP_001381236.1,NP_001381237.1,NP_001381238.1,NP_001381240.1,NP_036368.1
ENSG00000010810	FYN proto-oncogene, Src family tyrosine kinase	NP_001357458.1,NP_002028.1,NP_694592.1,NP_694593.1
ENSG00000010818	HIVEP zinc finger 2	NP_006725.3
ENSG00000010932	flavin containing dimethylaniline monoxygenase 1	NP_001269621.1,NP_001269622.1,NP_001269623.1,NP_002012.1
ENSG00000011007	elongin A	NP_003189.3
ENSG00000011009	lysophospholipase 2	NP_009191.1
ENSG00000011021	chloride voltage-gated channel 6	NP_001243888.2,NP_001277.2
ENSG00000011028	mannose receptor C type 2	NP_006030.2
ENSG00000011052	NME1-NME2 readthrough	NP_001018146.1
ENSG00000011083	solute carrier family 6 member 7	NP_055043.2
ENSG00000011105	tetraspanin 9	NP_001161792.1,NP_006666.1
ENSG00000011114	BTB domain containing 7	NP_001002860.2,NP_001276062.1,NP_060637.1
ENSG00000011132	amyloid beta precursor protein binding family A member 3	NP_004877.1
ENSG00000011143	MKS transition zone complex subunit 1	NP_001159399.1,NP_001308197.1,NP_001308198.1,NP_001317326.1,NP_060247.2
ENSG00000011198	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	NP_001342115.1,NP_001352578.1,NP_001352579.1,NP_057090.2
ENSG00000011201	anosmin 1	NP_000207.2
ENSG00000011243	A-kinase anchoring protein 8 like	NP_001278407.1,NP_055186.3
ENSG00000011258	mbt domain containing 1	NP_060113.2
ENSG00000011260	UTP18 small subunit processome component	NP_057085.2
ENSG00000011275	ring finger protein 216	NP_001364085.1,NP_996994.1,NP_996999.1
ENSG00000011295	tetratricopeptide repeat domain 19	NP_001258349.1,NP_060245.3
ENSG00000011304	polypyrimidine tract binding protein 1	NP_002810.1,NP_114367.1,NP_114368.1
ENSG00000011332	double PHD fingers 1	NP_001128627.2,NP_001128628.1,NP_001276907.2,NP_001350508.1,NP_004638.3
ENSG00000011347	synaptotagmin 7	NP_001238994.1,NP_001287702.1,NP_001352738.1,NP_001357139.1,NP_001357140.1,NP_004191.2
ENSG00000011376	leucyl-tRNA synthetase 2, mitochondrial	NP_001355192.1,NP_056155.1
ENSG00000011405	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha	NP_001308307.1,NP_001308309.1,NP_001373799.1,NP_002636.2
ENSG00000011422	plasminogen activator, urokinase receptor	NP_001005376.1,NP_001005377.1,NP_001287966.1,NP_002650.1
ENSG00000011426	anillin actin binding protein	NP_001271230.1,NP_001271231.1,NP_061155.2
ENSG00000011451	WIZ zinc finger	NP_001317324.2,NP_001358518.1,NP_001358532.2,NP_067064.2
ENSG00000011454	RAB GTPase activating protein 1	NP_036329.3
ENSG00000011465	decorin	NP_001911.1,NP_598010.1,NP_598011.1,NP_598012.1,NP_598013.1,NP_598014.1
ENSG00000011478	glutaminyl-peptide cyclotransferase like	NP_001156849.1,NP_060129.2
ENSG00000011485	protein phosphatase 5 catalytic subunit	NP_001191213.1,NP_006238.1
ENSG00000011523	centrosomal protein 68	NP_001306029.1,NP_001306030.1,NP_055962.2
ENSG00000011566	mitogen-activated protein kinase kinase kinase kinase 3	NP_001257354.1,NP_003609.2
ENSG00000011590	zinc finger and BTB domain containing 32	NP_001303831.1,NP_001303832.1,NP_055198.1
ENSG00000011600	transmembrane immune signaling adaptor TYROBP	NP_001166985.1,NP_001166986.1,NP_003323.1,NP_937758.1
ENSG00000011638	lipid droplet assembly factor 1	NP_001288698.1,NP_001288700.1,NP_001288702.1,NP_001288703.1,NP_001288704.1,NP_065155.3
ENSG00000011677	gamma-aminobutyric acid type A receptor subunit alpha3	NP_000799.1
ENSG00000012048	BRCA1 DNA repair associated	NP_009225.1,NP_009228.2,NP_009229.2,NP_009230.2,NP_009231.2
ENSG00000012061	ERCC excision repair 1, endonuclease non-catalytic subunit	NP_001159521.1,NP_001356337.1,NP_001356338.1,NP_001356339.1,NP_001356340.1,NP_001356341.1,NP_001356342.1,NP_001356343.1,NP_001356344.1,NP_001356345.1,NP_001356346.1,NP_001356347.1,NP_001356348.1,NP_001974.1,NP_973730.1
ENSG00000012124	CD22 molecule	NP_001172028.1,NP_001172029.1,NP_001172030.1,NP_001265346.1,NP_001762.2
ENSG00000012171	semaphorin 3B	NP_001005914.1,NP_001276989.1,NP_001276990.1,NP_001276991.1,NP_001276992.1,NP_004627.1
ENSG00000012174	membrane bound transcription factor peptidase, site 2	NP_056968.1
ENSG00000012211	prickle planar cell polarity protein 3	NP_001294908.1,NP_006141.2
ENSG00000012223	lactotransferrin	NP_001186078.1,NP_001308050.1,NP_001308051.1,NP_002334.2
ENSG00000012232	exostosin like glycosyltransferase 3	NP_001431.1
ENSG00000012504	nuclear receptor subfamily 1 group H member 4	NP_001193906.1,NP_001193907.1,NP_001193908.1,NP_001193921.1,NP_001193922.1,NP_005114.1
ENSG00000012660	ELOVL fatty acid elongase 5	NP_001229757.1,NP_001229759.1,NP_001229760.1,NP_001288785.1,NP_068586.1
ENSG00000012779	arachidonate 5-lipoxygenase	NP_000689.1,NP_001243082.1,NP_001243083.1,NP_001307790.1,NP_001307791.1
ENSG00000012817	lysine demethylase 5D	NP_001140177.1,NP_001140178.1,NP_004644.2
ENSG00000012822	calcium binding and coiled-coil domain 1	NP_001137154.1,NP_065949.1
ENSG00000012963	ubiquitin protein ligase E3 component n-recognin 7	NP_786924.2
ENSG00000012983	mitogen-activated protein kinase kinase kinase kinase 5	NP_006566.2,NP_942089.1
ENSG00000013016	EH domain containing 3	NP_055415.1
ENSG00000013275	proteasome 26S subunit, ATPase 4	NP_006494.1,NP_694546.1
ENSG00000013288	mannosidase alpha class 2B member 2	NP_001278967.1,NP_056089.1
ENSG00000013293	solute carrier family 7 member 14	NP_066000.2
ENSG00000013297	claudin 11	NP_001171985.1,NP_005593.2
ENSG00000013306	solute carrier family 25 member 39	NP_001137252.1,NP_001308169.1,NP_001308170.1,NP_001353655.1,NP_057100.1
ENSG00000013364	major vault protein	NP_001280133.1,NP_001280134.1,NP_005106.2,NP_059447.2
ENSG00000013374	negative regulator of ubiquitin like proteins 1	NP_001230280.2,NP_001350458.1,NP_001372282.1,NP_001372283.1,NP_001372284.1,NP_001372285.1,NP_001372290.1,NP_057202.4
ENSG00000013375	phosphoglucomutase 3	NP_001186846.1,NP_001186847.1,NP_001186848.1,NP_001354215.1,NP_001354216.1,NP_056414.1
ENSG00000013392	RWD domain containing 2A	NP_001309264.1,NP_001309265.1,NP_001309266.1,NP_001309268.1,NP_219479.2
ENSG00000013441	CDC like kinase 1	NP_001155879.1,NP_004062.2
ENSG00000013503	RNA polymerase III subunit B	NP_001154180.1,NP_060552.4
ENSG00000013523	angel homolog 1	NP_001357675.1,NP_001357676.1,NP_001357677.1,NP_056120.2
ENSG00000013561	ring finger protein 14	NP_001188294.1,NP_004281.1,NP_899645.1,NP_899646.1,NP_899647.1,NP_899648.1
ENSG00000013563	deoxyribonuclease 1 like 1	NP_001009932.1,NP_001009933.1,NP_001009934.1,NP_001290549.1,NP_006721.1
ENSG00000013573	DEAD/H-box helicase 11	NP_001244073.1,NP_001244074.1,NP_004390.3,NP_085911.2,NP_689651.1
ENSG00000013583	heme binding protein 1	NP_057071.2
ENSG00000013588	G protein-coupled receptor class C group 5 member A	NP_003970.1
ENSG00000013619	mastermind like domain containing 1	NP_001170936.1,NP_001170937.1,NP_005482.2
ENSG00000013725	CD6 molecule	NP_001241679.1,NP_001241680.1,NP_006716.3
ENSG00000013810	transforming acidic coiled-coil containing protein 3	NP_006333.1
ENSG00000014123	UFM1 specific ligase 1	NP_056138.1
ENSG00000014138	DNA polymerase alpha 2, accessory subunit	NP_002680.2
ENSG00000014164	zinc finger CCCH-type containing 3	NP_055932.2
ENSG00000014216	calpain 1	NP_001185797.1,NP_001185798.1,NP_005177.2
ENSG00000014257	acid phosphatase 3	NP_001090.2,NP_001127666.1,NP_001278966.1
ENSG00000014641	malate dehydrogenase 1	NP_001186040.1,NP_001186041.1,NP_001303303.1,NP_005908.1
ENSG00000014824	solute carrier family 30 member 9	NP_006336.3
ENSG00000014914	myotubularin related protein 11	NP_001139334.1,NP_870988.2
ENSG00000014919	cytochrome c oxidase assembly homolog COX15	NP_001307903.1,NP_001307904.1,NP_001307905.1,NP_001358953.1,NP_001358954.1,NP_001358955.1,NP_001358956.1,NP_001358957.1,NP_004367.2,NP_510870.1
ENSG00000015133	coiled-coil domain containing 88C	NP_001073883.2
ENSG00000015153	YY1 associated factor 2	NP_001177906.1,NP_001177908.1,NP_001177909.1,NP_001307009.1,NP_005739.2
ENSG00000015171	zinc finger MYND-type containing 11	NP_001189393.1,NP_001189394.1,NP_001189395.1,NP_001189396.1,NP_001189397.1,NP_001316986.1,NP_001357026.1,NP_001357027.1,NP_001357028.1,NP_001357029.1,NP_001357030.1,NP_001357031.1,NP_001357032.1,NP_001357033.1,NP_001357034.1,NP_001357035.1,NP_001357036.1,NP_001357037.1,NP_001357038.1,NP_001357039.1,NP_001357040.1,NP_001357041.1,NP_001357042.1,NP_001357043.1,NP_001357044.1,NP_001357045.1,NP_001357046.1,NP_001357047.1,NP_001357048.1,NP_001357049.1,NP_001357050.1,NP_001357051.1,NP_001357052.1,NP_001357053.1,NP_006615.2,NP_997644.2
ENSG00000015285	WASP actin nucleation promoting factor	NP_000368.1
ENSG00000015413	dipeptidase 1	NP_001121613.1,NP_001376395.1,NP_001376396.1,NP_001376397.1,NP_001376398.1,NP_001376399.1,NP_001376400.1,NP_004404.1
ENSG00000015475	BH3 interacting domain death agonist	NP_001187.1,NP_001231496.1,NP_001231498.1,NP_001231499.1,NP_001231501.1,NP_932070.1,NP_932071.1
ENSG00000015479	matrin 3	NP_001181883.1,NP_001181884.1,NP_001181885.1,NP_001269207.1,NP_061322.2,NP_954659.1
ENSG00000015520	NPC1 like intracellular cholesterol transporter 1	NP_001095118.1,NP_001287896.1,NP_037521.2
ENSG00000015532	xylosyltransferase 2	NP_071450.2
ENSG00000015568	RANBP2 like and GRIP domain containing 5	NP_005045.2,NP_115636.1
ENSG00000015592	stathmin 4	NP_001269982.1,NP_001269983.1,NP_001269984.1,NP_001381312.1,NP_001381313.1,NP_001381314.1,NP_001381315.1,NP_001381316.1,NP_001381317.1,NP_110422.2
ENSG00000015676	NudC domain containing 3	NP_056147.2
ENSG00000016082	ISL LIM homeobox 1	NP_002193.2
ENSG00000016391	choline dehydrogenase	NP_060867.2
ENSG00000016402	interleukin 20 receptor subunit alpha	NP_001265651.2,NP_001265652.2,NP_001265653.2,NP_055247.4
ENSG00000016490	chloride channel accessory 1	NP_001276.3
ENSG00000016602	chloride channel accessory 4	NP_036260.2
ENSG00000016864	glycosyltransferase 8 domain containing 1	NP_001010983.1,NP_001265209.1,NP_001265210.1,NP_060916.1,NP_690909.1
ENSG00000017260	ATPase secretory pathway Ca2+ transporting 1	NP_001001485.1,NP_001001486.1,NP_001001487.1,NP_001186108.1,NP_001186109.1,NP_001186110.1,NP_001186111.1,NP_001186112.1,NP_001186113.1,NP_001186114.1,NP_001365440.1,NP_001365441.1,NP_001365442.1,NP_001365443.1,NP_001365616.1,NP_055197.2
ENSG00000017427	insulin like growth factor 1	NP_000609.1,NP_001104753.1,NP_001104754.1,NP_001104755.1
ENSG00000017483	solute carrier family 38 member 5	NP_277053.2
ENSG00000017797	ralA binding protein 1	NP_006779.1
ENSG00000018189	RUN and FYVE domain containing 3	NP_001032519.1,NP_001124181.1,NP_001278922.1,NP_001278923.1,NP_001332769.1,NP_055776.1
ENSG00000018236	contactin 1	NP_001242992.1,NP_001242993.1,NP_001834.2,NP_778203.1
ENSG00000018280	solute carrier family 11 member 1	NP_000569.3
ENSG00000018408	WW domain containing transcription regulator 1	NP_001161750.1,NP_001161752.1,NP_001335291.1,NP_056287.1
ENSG00000018510	alkylglycerone phosphate synthase	NP_003650.1
ENSG00000018607	zinc finger protein 806	NP_001291378.1,NP_001342390.1
ENSG00000018610	STING1 ER exit protein 1	NP_001164040.1,NP_001164041.1,NP_071384.1
ENSG00000018625	ATPase Na+/K+ transporting subunit alpha 2	NP_000693.1
ENSG00000018699	tetratricopeptide repeat domain 27	NP_001180438.1,NP_060205.3
ENSG00000018869	zinc finger protein 582	NP_001307300.1,NP_653291.1
ENSG00000019102	V-set and immunoglobulin domain containing 2	NP_001316849.1,NP_055127.2
ENSG00000019144	pleckstrin homology like domain family B member 1	NP_001138230.1,NP_001138231.1,NP_055972.1
ENSG00000019169	macrophage receptor with collagenous structure	NP_006761.1
ENSG00000019186	cytochrome P450 family 24 subfamily A member 1	NP_000773.2,NP_001122387.1
ENSG00000019485	PR/SET domain 11	NP_001243624.1,NP_001243625.1,NP_001346562.2,NP_001371577.1,NP_001371578.1,NP_001371579.1,NP_001371580.1
ENSG00000019505	synaptotagmin 13	NP_001234916.1,NP_065877.1
ENSG00000019549	snail family transcriptional repressor 2	NP_003059.1
ENSG00000019582	CD74 molecule	NP_001020329.1,NP_001020330.1,NP_001351012.1,NP_001351013.1,NP_004346.1
ENSG00000019991	hepatocyte growth factor	NP_000592.3,NP_001010931.1,NP_001010932.1,NP_001010933.1,NP_001010934.1
ENSG00000019995	zinc finger RANBP2-type containing 1	NP_060050.2
ENSG00000020129	neurochondrin	NP_001014839.1,NP_001014841.1,NP_055099.1
ENSG00000020181	adhesion G protein-coupled receptor A2	NP_116166.9
ENSG00000020219	chaperonin containing TCP1 subunit 8 like 1, pseudogene	NA
ENSG00000020256	ZFP64 zinc finger protein	NP_001306075.1,NP_060667.2,NP_071371.3,NP_955458.1,NP_955459.2
ENSG00000020426	MNAT1 component of CDK activating kinase	NP_001171434.1,NP_002422.1
ENSG00000020577	sterile alpha motif domain containing 4A	NP_001155048.2,NP_001155049.1,NP_056404.4
ENSG00000020633	RUNX family transcription factor 3	NP_001026850.1,NP_001307601.1,NP_004341.1
ENSG00000020922	MRE11 homolog, double strand break repair nuclease	NP_001317276.1,NP_005581.2,NP_005582.1
ENSG00000021300	pleckstrin homology domain containing B1	NP_001123505.1,NP_001123506.1,NP_001123507.1,NP_001123508.1,NP_067023.1
ENSG00000021355	serpin family B member 1	NP_109591.1
ENSG00000021461	cytochrome P450 family 3 subfamily A member 43	NP_001265850.1,NP_073731.1,NP_476436.1,NP_476437.1
ENSG00000021488	solute carrier family 7 member 9	NP_001119807.1,NP_001229965.1,NP_055085.1
ENSG00000021574	spastin	NP_001350752.1,NP_001350804.1,NP_001364888.1,NP_055761.2,NP_955468.1
ENSG00000021645	neurexin 3	NP_001098720.1,NP_001258949.1,NP_001317124.1,NP_001353354.1,NP_001353355.1,NP_004787.2,NP_620426.2
ENSG00000021762	oxysterol binding protein like 5	NP_001137535.1,NP_065947.1,NP_663613.1
ENSG00000021776	aquarius intron-binding spliceosomal factor	NP_055506.1
ENSG00000021826	carbamoyl-phosphate synthase 1	NP_001116105.2,NP_001356185.1,NP_001356186.1,NP_001866.2
ENSG00000021852	complement C8 beta chain	NP_000057.3,NP_001265472.2,NP_001265473.2
ENSG00000022267	four and a half LIM domains 1	NP_001153171.1,NP_001153172.1,NP_001153173.1,NP_001153174.1,NP_001153175.1,NP_001153176.1,NP_001161291.1,NP_001317588.1,NP_001356255.1,NP_001356256.1,NP_001356257.1,NP_001356258.1,NP_001356259.1,NP_001356260.1,NP_001440.2
ENSG00000022277	replication termination factor 2	NP_001269964.1,NP_001269965.1,NP_001269966.1,NP_057491.2
ENSG00000022355	gamma-aminobutyric acid type A receptor subunit alpha1	NP_000797.2,NP_001121115.1,NP_001121116.1,NP_001121117.1,NP_001121120.1
ENSG00000022556	NLR family pyrin domain containing 2	NP_001167552.1,NP_001167553.1,NP_001167554.1,NP_001334932.1,NP_060322.1
ENSG00000022567	solute carrier family 45 member 4	NP_001073900.1,NP_001273575.1,NP_001273577.1
ENSG00000022840	ring finger protein 10	NP_001317403.1,NP_055683.3
ENSG00000022976	zinc finger protein 839	NP_001254756.1,NP_001254757.1,NP_001371994.1,NP_001371998.1,NP_001371999.1,NP_001372000.1,NP_001372001.1,NP_001372002.1,NP_001372003.1,NP_001372004.1,NP_001372005.1,NP_060805.3
ENSG00000023041	zinc finger DHHC-type palmitoyltransferase 6	NP_001290063.1,NP_001338011.1,NP_001338012.1,NP_001338013.1,NP_001338014.1,NP_001338015.1,NP_001350473.1,NP_071939.1
ENSG00000023171	GRAM domain containing 1B	NP_001273492.1,NP_001273493.1,NP_001317325.1,NP_001341766.1,NP_001354347.1,NP_001354348.1,NP_001354349.1,NP_001354350.1,NP_001373953.1,NP_001373954.1,NP_001373955.1,NP_001373957.1,NP_001373958.1,NP_001373959.1,NP_001373960.1,NP_001373961.1,NP_001373962.1,NP_001373963.1,NP_001373964.1,NP_065767.1
ENSG00000023191	ribonuclease/angiogenin inhibitor 1	NP_002930.2,NP_976317.1,NP_976318.1,NP_976319.1,NP_976320.1,NP_976321.1,NP_976322.1,NP_976323.1
ENSG00000023228	NADH:ubiquinone oxidoreductase core subunit S1	NP_001186910.1,NP_001186911.1,NP_001186912.1,NP_001186913.1,NP_004997.4
ENSG00000023287	RB1 inducible coiled-coil 1	NP_001077086.1,NP_055596.3
ENSG00000023318	endoplasmic reticulum protein 44	NP_055866.1
ENSG00000023330	5'-aminolevulinate synthase 1	NP_000679.1,NP_001291372.1,NP_001291373.1,NP_954635.1
ENSG00000023445	baculoviral IAP repeat containing 3	NP_001156.1,NP_892007.1
ENSG00000023516	A-kinase anchoring protein 11	NP_057332.1
ENSG00000023572	glutaredoxin 2	NP_001230328.1,NP_057150.2,NP_932066.1
ENSG00000023608	small nuclear RNA activating complex polypeptide 1	NP_003073.1
ENSG00000023697	deoxyribose-phosphate aldolase	NP_001287708.1,NP_057038.2
ENSG00000023734	serine/threonine kinase receptor associated protein	NP_009109.3
ENSG00000023839	ATP binding cassette subfamily C member 2	NP_000383.2
ENSG00000023892	DEF6 guanine nucleotide exchange factor	NP_071330.3
ENSG00000023902	pleckstrin homology domain containing O1	NP_001291651.1,NP_001291652.1,NP_001291653.1,NP_057358.2
ENSG00000023909	glutamate-cysteine ligase modifier subunit	NP_001295182.1,NP_002052.1
ENSG00000024048	ubiquitin protein ligase E3 component n-recognin 2	NP_001171730.1,NP_001350634.1,NP_056070.1
ENSG00000024422	EH domain containing 2	NP_055416.2
ENSG00000024526	DEP domain containing 1	NP_001107592.1,NP_060249.2
ENSG00000024862	coiled-coil domain containing 28A	NP_001366000.1,NP_056254.2
ENSG00000025039	Ras related GTP binding D	NP_067067.1
ENSG00000025156	heat shock transcription factor 2	NP_001129036.1,NP_001230023.1,NP_004497.1
ENSG00000025293	PHD finger protein 20	NP_057520.2
ENSG00000025423	hydroxysteroid 17-beta dehydrogenase 6	NP_003716.2
ENSG00000025434	nuclear receptor subfamily 1 group H member 3	NP_001123573.1,NP_001123574.1,NP_001238863.1,NP_001238864.1,NP_001350524.1,NP_005684.2
ENSG00000025708	thymidine phosphorylase	NP_001107227.1,NP_001107228.1,NP_001244917.1,NP_001244918.1,NP_001944.1
ENSG00000025770	non-SMC condensin II complex subunit H2	NP_001171940.1,NP_055366.3,NP_689512.2
ENSG00000025772	translocase of outer mitochondrial membrane 34	NP_006800.2
ENSG00000025796	SEC63 homolog, protein translocation regulator	NP_009145.1
